Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,1,Transformers Generation One,2,$2.95,Dreamwave,"124,093"
2,5,New X-Men,126,$2.25,Marvel,"110,718"
3,6,Ultimates,5,$2.25,Marvel,"110,005"
4,7,Amazing Spider-Man (resolicited),41,$2.25,Marvel,"105,094"
5,8,Ultimate X-Men,18,$2.25,Marvel,"101,012"
6,11,Uncanny X-Men,406,$2.25,Marvel,"98,022"
7,2,Ultimate Spider-Man,22,$3.50,Marvel,"97,537"
8,3,Spider-Man Blue,1,$3.50,Marvel,"84,880"
9,4,Ultimate Spider-Man Special,1,$3.50,Marvel,"83,015"
10,9,G.I. Joe,6,$2.95,Image,"76,923"
11,10,X-Treme X-Men,13,$2.99,Marvel,"74,829"
12,13,Green Arrow,15,$2.50,DC,"74,417"
13,17,Wolverine,176,$2.25,Marvel,"74,100"
14,12,Captain America,2,$2.99,Marvel,"72,262"
15,23,JLA,66,$2.25,DC,"65,001"
16,28,Spider-Man Peter Parker,44,$2.25,Marvel,"58,179"
17,29,Avengers,54,$2.25,Marvel,"56,732"
18,30,Batman,603,$2.25,DC,"55,685"
19,27,Detective Comics,770,$2.50,DC,"52,939"
20,20,Daredevil,33,$2.99,Marvel,"50,673"
21,15,Wolverine Hulk,4,$3.50,Marvel,"49,582"
22,22,Spider-Man Quality of Life,1,$2.99,Marvel,"49,164"
23,40,Incredible Hulk,40,$2.25,Marvel,"48,407"
24,42,Nightwing,69,$2.25,DC,"47,120"
25,44,Fantastic Four,55,$2.25,Marvel,"46,742"
26,32,Hawkman,3,$2.50,DC,"45,918"
27,26,Punisher,12,$2.99,Marvel,"45,450"
28,33,Spawn,122,$2.50,Image,"45,288"
29,18,Green Lantern,150,$3.50,DC,"45,216"
30,36,JSA,36,$2.50,DC,"44,988"
31,37,Rising Stars,19,$2.50,Image,"44,743"
32,49,X-Force,128,$2.25,Marvel,"44,125"
33,19,Iron Man,55,$3.50,Marvel,"43,841"
34,41,X-Factor,2,$2.50,Marvel,"43,000"
35,21,X-Men Unlimited,36,$3.50,Marvel,"42,916"
36,50,Marvel Mangaverse,2,$2.25,Marvel,"42,159"
37,46,Birds of Prey,43,$2.50,DC,"41,719"
38,54,Superman,182,$2.25,DC,"41,123"
39,55,Exiles,13,$2.25,Marvel,"41,101"
40,58,Ultimate Marvel Team Up,16,$2.25,Marvel,"40,110"
41,59,Thor,49,$2.25,Marvel,"38,328"
42,16,Paradise X Xen,,$4.50,Marvel,"38,077"
43,51,Batgirl,28,$2.50,DC,"37,454"
44,39,Midnight Nation,12,$2.95,Image,"37,019"
45,57,Batman Gotham Knights,29,$2.50,DC,"36,117"
46,24,Star Wars Ep II Attack of the Clones,3,$3.99,Dark Horse,"35,738"
47,25,Star Wars Ep II Attack of the Clones,4,$3.99,Dark Horse,"35,588"
48,43,Cage,3,$2.99,Marvel,"35,321"
49,66,Action Comics,791,$2.25,DC,"35,232"
50,47,Alias,9,$2.99,Marvel,"34,692"
51,68,Adventures of Superman,604,$2.25,DC,"34,647"
52,31,DC First Batgirl Joker,,$3.50,DC,"34,263"
53,48,Black Widow Pale Little Spider,2,$2.99,Marvel,"33,934"
54,63,Catwoman,7,$2.50,DC,"33,645"
55,71,Superman Man of Steel,126,$2.25,DC,"33,617"
56,34,DC First Flash Superman,,$3.50,DC,"32,230"
57,38,DC First Green Lantern Green Lantern,,$3.50,DC,"31,440"
58,52,Marvel Knights Double Shot (resolicited),2,$2.99,Marvel,"31,228"
59,53,Spider-Man Tangled Web,14,$2.99,Marvel,"31,039"
60,14,Jist W/Chris Bachalo Creating Catwoman,,$5.95,DC,"30,950"
61,56,Hood,1,$2.99,Marvel,"30,821"
62,82,Thunderbolts,64,$2.25,Marvel,"30,682"
63,83,Batman Legends of the Dark Knight,155,$2.25,DC,"30,582"
64,84,Order,4,$2.25,Marvel,"30,582"
65,74,Tomb Raider,22,$2.50,Image,"30,203"
66,75,Morlocks,2,$2.50,Marvel,"30,131"
67,88,Flash,186,$2.25,DC,"29,992"
68,45,DC First Superman Lobo,,$3.50,DC,"29,892"
69,90,Robin,102,$2.25,DC,"29,635"
70,92,Cable,105,$2.25,Marvel,"29,257"
