Units,Dollars,Comic-book Title,Issue,Price,On sale,Publisher,Est. units
272,241,Harrow County,32,$4.99,06/27/18,Dark Horse,"4,538"
273,283,Days of Hate,6,$3.99,06/20/18,Image,"4,518"
274,262,Shadow Roads,1,$3.99,06/27/18,Oni,"4,506"
275,284,Usagi Yojimbo,4,$3.99,06/20/18,Dark Horse,"4,488"
276,264,Spongebob Comics,81,$3.99,06/13/18,United Plankton,"4,460"
277,285,God Complex,6,$3.99,06/20/18,Image,"4,451"
278,267,Xena,5,$3.99,06/13/18,Dynamite,"4,438"
279,220,Lady Death Unholy Ruin,2,$4.99,06/27/18,Coffin,"4,374"
280,269,Archies Superteens Vs. Crusaders,1,$3.99,06/20/18,Archie,"4,355"
281,270,Ghostbusters Crossing Over,3,$3.99,06/06/18,IDW,"4,342"
282,586,Peter Parker Spectacular Spider-Man,5,$3.99,10/18/17,Marvel,"4,327"
283,325,Garfield Homecoming,1,$3.99,06/06/18,Boom,"4,299"
284,292,Batman Prelude to the Wedding Robin Vs. Ras Al Ghul,1,$3.99,05/30/18,DC,"4,297"
285,273,Back to the Future Time Train,6,$3.99,06/13/18,IDW,"4,274"
286,341,WWE,18,$3.99,06/20/18,Boom,"4,260"
287,293,Modern Fantasy,1,$3.99,06/27/18,Dark Horse,"4,246"
288,332,Steven Universe Ongoing,17,$3.99,06/20/18,Boom,"4,244"
289,324,Scooby Doo Where Are You,93,$2.99,06/20/18,DC,"4,238"
290,249,Doomsday Clock,5,$4.99,05/30/18,DC,"4,223"
291,279,Tangled,2,$3.99,06/13/18,IDW,"4,223"
292,294,Cyber Force,4,$3.99,06/27/18,Image,"4,217"
293,260,Mike Hammer,1,$3.99,06/27/18,Titan,"4,128"
294,295,Tomb Raider Inferno,1,$3.99,06/13/18,Dark Horse,"4,099"
295,299,Justice League No Justice,3,$3.99,05/23/18,DC,"4,074"
296,343,Regular Show 25 Years Later,1,$3.99,06/20/18,Boom,"4,071"
297,303,Avengers,2,$3.99,06/20/18,Marvel,"4,062"
298,268,Prisoner,3,$3.99,06/27/18,Titan,"4,018"
299,289,30 Days of Night,6,$3.99,06/13/18,IDW,"4,013"
300,290,BSG Vs. BSG,6,$3.99,06/20/18,Dynamite,"4,007"
301,302,Witchfinder Gates of Heaven,2,$3.99,06/20/18,Dark Horse,"3,958"
302,214,Doctor Who 7th,1,$5.99,06/06/18,Titan,"3,944"
303,300,Halo Collateral Damage,1,$3.99,06/06/18,Dark Horse,"3,936"
304,357,Robocop Citizens Arrest,3,$3.99,06/13/18,Boom,"3,933"
305,272,Shipwreck,6,$3.99,06/06/18,Aftershock,"3,920"
306,291,Game of Thrones Clash of Kings,11,$3.99,06/27/18,Dynamite,"3,914"
307,305,Copperhead,19,$3.99,06/13/18,Image,"3,864"
308,278,Pestilence Story of Satan,2,$3.99,06/27/18,Aftershock,"3,849"
309,369,Big Trouble In Little China Old Man Jack,10,$3.99,06/27/18,Boom,"3,757"
310,282,Tick,4,$3.99,06/06/18,New England,"3,756"
311,310,Crude,3,$3.99,06/20/18,Image,"3,751"
312,481,Star Wars Capt Phasma,1,$3.99,09/06/17,Marvel,"3,751"
313,308,World of Tanks Citadel,2,$3.99,06/13/18,Dark Horse,"3,750"
314,286,Grimm Fairy Tales,17,$3.99,06/27/18,Zenescope,"3,718"
315,287,Dark Souls Age of Fire,2,$3.99,06/20/18,Titan,"3,709"
316,288,Grimm Fairy Tales,16,$3.99,06/13/18,Zenescope,"3,693"
317,615,Invincible Iron Man,12,$3.99,08/03/16,Marvel,"3,672"
318,597,All New Guardians of the Galaxy,1,$3.99,05/03/17,Marvel,"3,666"
319,376,Planet of the Apes Ursus,6,$3.99,06/20/18,Boom,"3,645"
320,246,Trumps Titans Vs. Dark Donalds Mental,1,$4.99,06/20/18,Keenspot,"3,632"
321,301,Betty and Veronica Vixens,7,$3.99,06/13/18,Archie,"3,629"
322,375,Adventure Time Beginning of End,2,$3.99,06/27/18,Boom,"3,548"
323,313,Wayward,26,$3.99,06/20/18,Image,"3,506"
324,311,Amory Wars Good Apollo,11,$3.99,06/27/18,Boom,"3,420"
325,297,Animosity Evolution,6,$3.99,06/13/18,Aftershock,"3,401"
326,274,Danger Doll Squad Galactic Gladiators,3,$4.99,06/06/18,Action Lab,"3,378"
327,382,Lumberjanes,51,$3.99,06/27/18,Boom,"3,358"
328,281,Spongebob Comics Annual Giant Swimtacular,6,$4.99,06/20/18,United Plankton,"3,341"
329,321,Evolution,7,$3.99,06/20/18,Image,"3,259"
330,322,Mata Hari,4,$3.99,06/27/18,Dark Horse,"3,240"
331,386,Rockos Modern Life,5,$3.99,06/06/18,Boom,"3,177"
332,335,Bedtime Games,1,$3.99,06/27/18,Dark Horse,"3,156"
333,327,Justice League No Justice,2,$3.99,05/16/18,DC,"3,154"
334,316,Green Hornet,4,$3.99,06/20/18,Dynamite,"3,142"
335,319,Valiant High,2,$3.99,06/06/18,Valiant,"3,110"
336,329,Motherlands,6,$3.99,06/27/18,DC,"3,103"
337,318,Sherlock Holmes Vanishing Man,2,$3.99,06/06/18,Dynamite,"3,101"
338,312,Brothers Dracul,3,$3.99,06/27/18,Aftershock,"3,100"
339,257,Crossed Plus 100 Mimic,2,$5.99,06/06/18,Avatar,"3,100"
340,651,All New Guardians of the Galaxy,2,$3.99,05/24/17,Marvel,"3,030"
341,266,Crossed Plus 100 Mimic,3,$5.99,06/27/18,Avatar,"2,958"
342,298,Vampblade Season 3,2,$4.99,06/27/18,Action Lab,"2,941"
343,340,Domino,2,$3.99,06/20/18,Marvel,"2,933"
344,334,Gravediggers Union,7,$3.99,06/06/18,Image,"2,907"
345,650,Peter Parker Spectacular Spider-Man,1,$4.99,06/21/17,Marvel,"2,906"
346,339,Stray Bullets Sunshine & Roses,36,$3.99,06/27/18,Image,"2,898"
347,315,Penny Dreadful,10,$3.99,06/06/18,Titan,"2,885"
348,338,Moonstruck,6,$3.99,06/06/18,Image,"2,860"
349,346,Beef,5,$3.99,06/20/18,Image,"2,790"
350,401,Adventure Time Comics,24,$3.99,06/13/18,Boom,"2,779"
351,309,Pathfinder Spiral of Bones,4,$4.99,06/27/18,Dynamite,"2,745"
352,658,Guardians of the Galaxy,146,$3.99,11/01/17,Marvel,"2,675"
353,351,Scales & Scoundrels,10,$3.99,06/06/18,Image,"2,667"
354,677,Secret Warriors,1 Spec. Ed.,$3.99,05/10/17,Marvel,"2,646"
355,240,John Byrne Stowaway to Stars,1 Spec. Ed.,$7.99,06/06/18,IDW,"2,628"
356,342,Delta 13,2,$3.99,06/20/18,IDW,"2,626"
357,360,Dry County,4,$3.99,06/13/18,Image,"2,613"
358,306,Hunt For Wolverine,1,$5.99,04/25/18,Marvel,"2,609"
359,413,Mech Cadet Yu,9,$3.99,06/13/18,Boom,"2,606"
360,363,Prism Stalker,4,$3.99,06/06/18,Image,"2,535"
361,669,Jean Grey,1,$3.99,05/03/17,Marvel,"2,505"
362,368,Gasolina,9,$3.99,06/27/18,Image,"2,490"
363,372,Eternal Empire,9,$3.99,06/06/18,Image,"2,477"
364,689,International Iron Man,5,$3.99,07/27/16,Marvel,"2,475"
365,690,Fallen,1,$4.99,08/17/16,Marvel,"2,462"
366,333,Grimm Fairy Tales Tales of Terror Vol. 4,4,$3.99,06/27/18,Zenescope,"2,429"
367,379,Hunt For Wolverine Adamantium Agenda,1,$3.99,05/09/18,Marvel,"2,400"
368,337,Stargate Universe,5,$3.99,06/20/18,American Mythology,"2,398"
369,425,Fence,7,$3.99,06/20/18,Boom,"2,369"
370,362,Punks Not Dead,5,$3.99,06/20/18,IDW,"2,369"
371,378,Justice League No Justice,1,$3.99,05/09/18,DC,"2,344"
372,480,Awaken Skies,0,$1.50,06/13/18,Aspen,"2,338"
373,348,Her Infernal Descent,3,$3.99,06/27/18,Aftershock,"2,303"
374,711,Monsters Unleashed,1,$3.99,04/19/17,Marvel,"2,273"
375,370,Demi-God,2,$3.99,06/06/18,IDW,"2,271"
376,367,Aberrant,1,$3.99,06/06/18,Action Lab,"2,267"
377,349,Grimm Fairy Tales Dance of the Dead,6,$3.99,06/06/18,Zenescope,"2,267"
378,352,Warhammer 40000 Deathwatch,2,$3.99,06/20/18,Titan,"2,221"
379,355,Jasmine Crown of Kings,2,$3.99,06/06/18,Zenescope,"2,193"
380,356,Grimm Fairy Tales Tarot,6,$3.99,06/06/18,Zenescope,"2,186"
381,353,Thanos Annual,1,$4.99,06/06/18,Marvel,"2,182"
382,354,X-Men Wedding Special,1,$4.99,05/16/18,Marvel,"2,162"
383,387,Death of Love,5,$3.99,06/13/18,Image,"2,159"
384,438,Giant Days,39,$3.99,06/06/18,Boom,"2,131"
385,296,Marvel Comics Digest,7,$6.99,06/20/18,Archie,"2,131"
386,365,Black Sable,6,$3.99,06/20/18,Zenescope,"2,110"
387,366,Pacific Rim Aftermath,5,$3.99,06/06/18,Legendary,"2,084"
388,737,Monsters Unleashed,3,$4.99,02/15/17,Marvel,"2,061"
389,395,Black Cloud,10,$3.99,06/27/18,Image,"2,053"
390,371,Zinnober,1,$3.99,06/13/18,Scout,"2,052"
391,394,Isola,1,$3.99,06/13/18,Image,"2,049"
392,733,Accused,1,$4.99,08/10/16,Marvel,"2,026"
393,374,Vagrant Queen,1,$3.99,06/06/18,Vault,"2,026"
394,384,October Faction Supernatural Dreams,4,$3.99,06/06/18,IDW,"2,014"
395,377,Un-Bedable Vark,1,$4.00,06/27/18,Aardvark-Vanaheim,"1,979"
396,255,Jungle Fantasy Secrets,0,$7.99,06/13/18,Avatar,"1,971"
397,402,Hunt For Wolverine Weapon Lost,1,$3.99,06/06/18,Marvel,"1,962"
398,391,Swashbucklers Saga Continues,3,$3.99,06/06/18,Dynamite,"1,922"
399,559,Image Firsts Spawn,1,$1.00,04/07/10,Image,"1,914"
400,358,Black Betty,4,$4.99,06/06/18,Action Lab,"1,907"
401,393,Damned,10,$3.99,06/13/18,Oni,"1,904"
402,396,Mae Vol. 2,1,$3.99,06/20/18,Lion Forge,"1,846"
403,753,Deadpool,21,$9.99,10/26/16,Marvel,"1,836"
404,407,Resident Alien,3,$3.99,06/13/18,Dark Horse,"1,828"
405,757,America,6,$3.99,08/30/17,Marvel,"1,802"
406,307,Brother Nash,1,$6.99,06/06/18,Titan,"1,801"
