Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,1,Justice League,5,$3.99,DC,"138,576"
2,3,Batman,5,$2.99,DC,"130,492"
3,2,Action Comics,5,$3.99,DC,"105,088"
4,4,Detective Comics,5,$2.99,DC,"99,342"
5,5,Green Lantern,5,$2.99,DC,"97,878"
6,11,Batman The Dark Knight,5,$2.99,DC,"76,824"
7,14,Superman,5,$2.99,DC,"73,719"
8,18,Flash,5,$2.99,DC,"71,611"
9,15,Batman And Robin,5*,$2.99,DC,"65,507"
10,24,Aquaman,5,$2.99,DC,"65,094"
11,7,Uncanny X-Men,5,$3.99,Marvel,"63,477"
12,8,Uncanny X-Men,4,$3.99,Marvel,"63,175"
13,9,Wolverine And X-Men,4,$3.99,Marvel,"59,530"
14,6,Wolverine,300,$4.99,Marvel,"58,681"
15,10,Avengers X-Sanction,2,$3.99,Marvel,"58,578"
16,52,Wonder Woman,5,$2.99,DC,"57,626"
17,13,Amazing Spider-Man,677,$3.99,Marvel,"57,186"
18,16,Avengers,21,$3.99,Marvel,"54,803"
19,56,Teen Titans,5,$2.99,DC,"54,606"
20,17,Amazing Spider-Man,678,$3.99,Marvel,"54,252"
21,19,Scarlet Spider,1,$3.99,Marvel,"53,410"
22,20,New Avengers,20,$3.99,Marvel,"52,910"
23,21,Avenging Spider-Man,3,$3.99,Marvel,"52,371"
24,59,Green Lantern New Guardians,5,$2.99,DC,"52,305"
25,60,Batwoman,5,$2.99,DC,"51,924"
26,27,Batgirl,5*,$2.99,DC,"51,327"
27,22,Uncanny X-Force,20,$3.99,Marvel,"51,054"
28,28,Nightwing,5*,$2.99,DC,"50,436"
29,34,Uncanny X-Force,19.1,$2.99,Marvel,"50,399"
30,23,Ultimate Comics Spider-Man,6,$3.99,Marvel,"49,840"
31,36,Deadpool,49,$2.99,Marvel,"49,567"
32,29,Green Lantern Corps,5*,$2.99,DC,"48,679"
33,25,Captain America,7,$3.99,Marvel,"46,954"
34,12,Avengers Annual,1,$4.99,Marvel,"46,244"
35,26,Incredible Hulk,4,$3.99,Marvel,"45,876"
36,41,Fantastic Four,602,$2.99,Marvel,"45,131"
37,68,Swamp Thing,5,$2.99,DC,"43,806"
38,47,Daredevil,8,$2.99,Marvel,"43,494"
39,44,FF,14,$2.99,Marvel,"42,609"
40,37,Red Lanterns,5*,$2.99,DC,"42,293"
41,30,Wolverine And X-Men Alpha And Omega,1,$3.99,Marvel,"40,340"
42,42,Catwoman,5*,$2.99,DC,"39,631"
43,33,Defenders,2,$3.99,Marvel,"38,935"
44,31,X-Men,23,$3.99,Marvel,"38,719"
45,43,Red Hood And The Outlaws,5*,$2.99,DC,"38,304"
46,32,Secret Avengers,21,$3.99,Marvel,"38,082"
47,54,X-Men Legacy,261,$2.99,Marvel,"37,577"
48,35,Mighty Thor,10,$3.99,Marvel,"37,487"
49,45,Supergirl,5*,$2.99,DC,"37,301"
50,57,X-Men Legacy,260,$2.99,Marvel,"37,160"
51,48,Justice League International,5*,$2.99,DC,"37,032"
52,49,Justice League Dark,5*,$2.99,DC,"36,896"
53,51,Animal Man,5*,$2.99,DC,"36,516"
54,61,Secret Avengers,21.1,$2.99,Marvel,"35,320"
55,38,Invincible Iron Man,512,$3.99,Marvel,"35,159"
56,39,Ultimate Comics Ultimates,6,$3.99,Marvel,"34,865"
57,40,Ultimate Comics X-Men,6,$3.99,Marvel,"33,975"
58,55,Superboy,5*,$2.99,DC,"33,677"
59,64,Walking Dead,93,$2.99,Image,"31,596"
60,46,Astonishing X-Men,46,$3.99,Marvel,"31,134"
61,50,Carnage USA,2,$3.99,Marvel,"30,378"
62,62,Green Arrow,5*,$2.99,DC,"30,234"
63,66,Buffy the Vampire Slayer Season 9 Freefall,5,$2.99,Dark Horse,"30,146"
64,63,Suicide Squad,5*,$2.99,DC,"29,453"
65,105,Stormwatch,5,$2.99,DC,"29,112"
66,69,Venom,12,$2.99,Marvel,"28,728"
67,65,Birds of Prey,5*,$2.99,DC,"28,530"
68,73,Captain America And Bucky,626,$2.99,Marvel,"27,632"
69,75,Fear Itself Fearless,6,$2.99,Marvel,"26,700"
70,76,Fear Itself Fearless,7,$2.99,Marvel,"26,167"
71,79,X-Factor,230,$2.99,Marvel,"25,707"
72,198,Lord of the Jungle,1,$1.00,Dynamic Forces,"25,212"
73,58,All Star Western,5*,$3.99,DC,"24,485"
74,86,New Mutants,36,$2.99,Marvel,"23,891"
75,87,Journey Into Mystery,633,$2.99,Marvel,"23,869"
76,85,Huntress,4,$2.99,DC,"23,863"
77,53,Superior,7,$4.99,Marvel,"23,387"
78,77,Demon Knights,5*,$2.99,DC,"23,241"
79,78,Legion of Super Heroes,5*,$2.99,DC,"23,062"
80,89,Punisher,7,$2.99,Marvel,"22,908"
81,67,Moon Knight,9,$3.99,Marvel,"22,872"
82,90,Hulk,47,$2.99,Marvel,"22,720"
83,95,Avengers Academy,24,$2.99,Marvel,"21,857"
84,83,Batwing,5*,$2.99,DC,"21,632"
85,82,Savage Hawkman,5*,$2.99,DC,"21,570"
86,84,Deathstroke,5*,$2.99,DC,"21,485"
87,100,X-23,20,$2.99,Marvel,"20,730"
88,71,Batman Odyssey Vol. 2,4,$3.99,DC,"20,722"
89,101,Thunderbolts,168,$2.99,Marvel,"20,585"
90,74,Fatale,1*,$3.50,Image,"20,515"
91,92,Frankenstein Agent of Shade,5*,$2.99,DC,"20,463"
92,102,Thunderbolts,169,$2.99,Marvel,"20,316"
93,94,DC Universe Presents,5*,$2.99,DC,"19,843"
94,96,Legion Lost,5*,$2.99,DC,"19,394"
95,80,Brilliant,2,$3.95,Marvel,"19,319"
96,98,Fury of Firestorm The Nuclear Men,5*,$2.99,DC,"19,196"
97,70,Danger Girl Revolver,1,$3.99,IDW,"19,169"
98,110,Generation Hope,15,$2.99,Marvel,"18,878"
99,112,Magneto Not A Hero,3,$2.99,Marvel,"18,804"
100,72,Teenage Mutant Ninja Turtles Ongoing,6,$3.99,IDW,"18,773"
101,99,Resurrection Man,5*,$2.99,DC,"18,675"
102,113,Penguin Pain And Prejudice,4,$2.99,DC,"18,452"
103,114,Alpha Flight,8,$2.99,Marvel,"18,408"
104,117,Battle Scars,3,$2.99,Marvel,"18,102"
105,103,Grifter,5*,$2.99,DC,"18,054"
106,119,Angel & Faith,6,$2.99,Dark Horse,"17,800"
107,122,Fables,113,$2.99,DC,"17,588"
108,124,Shade,4,$2.99,DC,"17,512"
109,88,Punishermax,21,$3.99,Marvel,"17,267"
110,126,Daken Dark Wolverine,19,$2.99,Marvel,"17,253"
111,107,Blue Beetle,5*,$2.99,DC,"17,138"
112,109,I Vampire,5*,$2.99,DC,"16,934"
113,128,Daken Dark Wolverine,20,$2.99,Marvel,"16,728"
114,81,Boys,62,$3.99,Dynamic Forces,"16,700"
115,129,Legion Secret Origin,4,$2.99,DC,"16,585"
116,115,Star Wars Knights of the Old Republic War,1,$3.50,Dark Horse,"16,179"
117,121,Voodoo,5*,$2.99,DC,"15,915"
118,134,Archie,629,$2.99,Archie,"15,906"
119,123,Hawk And Dove,5*,$2.99,DC,"15,775"
120,125,Captain Atom,5*,$2.99,DC,"15,693"
121,91,Transformers More Than Meets Eye Ongoing,1,$3.99,IDW,"15,340"
122,93,Star Trek Legion of Superheroes,4,$3.99,IDW,"15,004"
123,104,Dark Tower Gunslinger Way Station,2,$3.99,Marvel,"14,827"
124,139,Ghost Rider,8,$2.99,Marvel,"14,637"
125,132,Omac,5*,$2.99,DC,"14,618"
126,143,Invincible,87,$2.99,Image,"14,299"
127,146,American Vampire,23,$2.99,DC,"14,240"
128,149,Black Panther Most Dangerous Man Alive,528,$2.99,Marvel,"14,221"
129,150,X-Club,2,$2.99,Marvel,"14,219"
