Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,3,Batman,608,$2.25,DC,"120,945"
2,5,Ultimates,9,$2.25,Marvel,"110,000"
3,1,Transformers War Within,1,$2.95,Dreamwave,"106,468"
4,7,New X-Men,133,$2.25,Marvel,"104,932"
5,8,Amazing Spider-Man,46,$2.25,Marvel,"104,835"
6,9,Ultimate Spider-Man,28,$2.25,Marvel,"98,522"
7,10,Ultimate Spider-Man,29,$2.25,Marvel,"98,365"
8,12,Ultimate X-Men,23,$2.25,Marvel,"96,333"
9,2,Spider-Man Black Cat Evil That Men Do,5,$2.99,Marvel,"95,160"
10,15,Uncanny X-Men,414,$2.25,Marvel,"89,536"
11,4,Transformers Armada,4,$2.95,Dreamwave,"87,468"
12,11,Thundercats,3,$2.95,DC,"74,212"
13,13,G.I. Joe Frontline,1,$2.95,Image,"73,099"
14,21,Wolverine,182,$2.25,Marvel,"70,535"
15,6,Spider-Man Blue,6,$3.50,Marvel,"68,552"
16,14,X-Treme X-Men,19,$2.99,Marvel,"68,189"
17,16,Captain America (resolicited),6,$2.99,Marvel,"65,141"
18,26,JLA,73,$2.25,DC,"64,561"
19,27,JLA,74,$2.25,DC,"64,343"
20,17,G.I. Joe,11,$2.95,Image,"63,569"
21,30,Spider-Man Peter Parker,49,$2.25,Marvel,"60,400"
22,28,Green Arrow,18,$2.50,DC,"57,679"
23,31,Avengers,59,$2.25,Marvel,"57,522"
24,19,Daredevil,38,$2.99,Marvel,"56,965"
25,32,Fantastic Four,62,$2.25,Marvel,"55,417"
26,20,Battle of the Planets,4,$2.99,Image,"54,147"
27,33,Incredible Hulk,46,$2.25,Marvel,"53,772"
28,18,League of Extraordinary Gentlemen Vol. II,4,$3.50,DC,"51,704"
29,25,Punisher (resolicited),17,$2.99,Marvel,"48,705"
30,29,Punisher,18,$2.99,Marvel,"47,350"
31,36,JSA,41,$2.50,DC,"44,762"
32,22,Detective Comics,775,$3.50,DC,"44,363"
33,43,Weapon X,2,$2.25,Marvel,"44,121"
34,38,Spawn,127,$2.50,Image,"42,428"
35,46,X-Statix,4,$2.25,Marvel,"41,775"
36,47,Green Lantern,155,$2.25,DC,"41,738"
37,50,Exiles,18,$2.25,Marvel,"40,444"
38,52,Thor,55,$2.25,Marvel,"39,295"
39,35,Mekanix,1,$2.99,Marvel,"38,049"
40,23,Wolverine Netsuke,2,$3.99,Marvel,"37,904"
41,57,Iron Man,60,$2.25,Marvel,"37,892"
42,58,Superman,187,$2.25,DC,"37,711"
43,48,Hawkman,8,$2.50,DC,"37,312"
44,41,Batman Gotham Knights,34,$2.75,DC,"36,453"
45,61,Action Comics,796,$2.25,DC,"36,138"
46,63,Spider-Man Legend of the Spider Clan,1,$2.25,Marvel,"35,038"
47,53,Batgirl,33,$2.50,DC,"34,977"
48,39,Paradise X,6,$2.99,Marvel,"34,736"
49,65,Adventures of Superman,609,$2.25,DC,"34,602"
50,66,Captain Marvel,2,$2.25,Marvel,"34,131"
51,67,Superman Man of Steel,131,$2.25,DC,"33,877"
52,42,Tomb Raider,25,$2.99,Image,"33,333"
53,70,Agent X,4,$2.25,Marvel,"33,308"
54,71,Nightwing,74,$2.25,DC,"33,224"
55,44,Witchblade,60,$2.99,Image,"32,244"
56,45,Youngblood Bloodsport,1,$2.99,Arcade,"32,159"
57,76,Flash,191,$2.25,DC,"31,349"
58,49,Elektra,15,$2.99,Marvel,"30,527"
59,78,Ultimate Adventures,2,$2.25,Marvel,"30,394"
60,51,Alias,15,$2.99,Marvel,"29,825"
61,24,Green Arrow Secret Files,1,$4.95,DC,"29,801"
62,34,Ghost In The Shell 2 Man Machine Interface,1,$3.99,Dark Horse,"29,378"
63,81,Thunderbolts,73,$2.25,Marvel,"29,281"
64,73,Batman Legends of the Dark Knight,160,$2.50,DC,"29,257"
65,55,Global Frequency,1,$2.95,DC,"29,220"
66,82,Marville,2,$2.25,Marvel,"29,172"
67,54,Shang Chi Master of Kung Fu,2,$2.99,Marvel,"28,870"
68,74,Birds of Prey,48,$2.50,DC,"28,858"
69,56,Killraven,1,$2.99,Marvel,"28,688"
70,84,Soldier X,4,$2.25,Marvel,"28,628"
71,75,Catwoman,12,$2.50,DC,"28,374"
72,62,Micronauts,3,$2.95,Image,"27,443"
73,59,Star Wars Infinities Empire Strikes Back,4,$2.99,Dark Horse,"27,334"
74,60,Spider-Man Tangled Web,19,$2.99,Marvel,"27,322"
75,93,Spider-Girl,52,$2.25,Marvel,"26,644"
76,64,Filth,5,$2.95,DC,"26,620"
77,95,Spider-Man Get Kraven,5,$2.25,Marvel,"26,463"
78,96,Robin,107,$2.25,DC,"26,257"
79,83,Legion,13,$2.50,DC,"25,906"
80,101,Call of Duty Brotherhood,5,$2.25,Marvel,"25,532"
81,69,Sojourn,16,$2.95,Crossgen,"25,519"
82,40,Young Justice,50,$3.95,DC,"25,495"
83,68,Star Wars Empire,2,$2.99,Dark Horse,"25,241"
84,103,Wonder Woman,186,$2.25,DC,"24,987"
85,72,Gen 13,2,$2.95,DC,"24,975"
86,87,Titans,46,$2.75,DC,"23,173"
87,113,Call of Duty Precinct,4,$2.25,Marvel,"23,173"
88,102,Supergirl,75,$2.50,DC,"22,968"
89,77,Avengers Icons Vision,3,$2.99,Marvel,"22,931"
90,79,X-Men Icons Chamber,3,$2.99,Marvel,"22,738"
91,115,Call of Duty Wagon,3,$2.25,Marvel,"22,532"
92,85,Ruse,12,$2.95,Crossgen,"21,686"
93,88,Ruse,13,$2.95,Crossgen,"21,565"
94,109,Harley Quinn,25,$2.50,DC,"21,407"
95,86,Star Wars Republic,47,$2.99,Dark Horse,"21,371"
96,111,Fables,6,$2.50,DC,"21,214"
97,89,Liberty Meadows,28,$2.95,Image,"21,008"
98,114,Black Panther,50,$2.50,Marvel,"20,778"
99,90,Tomb Raider Journeys,7,$2.99,Image,"20,706"
100,94,Out There,14,$2.95,DC,"20,283"
101,97,Way of the Rat,6,$2.95,Crossgen,"19,871"
102,98,Tom Strongs Terrific Tales,5,$2.95,DC,"19,787"
103,99,Path,7,$2.95,Crossgen,"19,545"
104,100,Path,8,$2.95,Crossgen,"19,508"
105,110,Hellblazer (resolicited),177,$2.75,DC,"19,327"
106,104,Stormwatch Team Achilles,4,$2.95,DC,"18,988"
107,125,Gotham Girls,3,$2.25,DC,"18,964"
108,80,Promethea,23,$3.50,DC,"18,928"
109,105,Wildcats Version 3.0,3,$2.95,DC,"18,892"
110,107,Apache Skies,4,$2.99,Marvel,"18,420"
111,108,Hood,6,$2.99,Marvel,"18,178"
112,37,Green Lantern Evils Might,3,$5.95,DC,"18,142"
113,92,Buffy the Vampire Slayer,50,$3.50,Dark Horse,"17,465"
114,119,Spectre,22,$2.75,DC,"17,090"
115,116,Scion,29,$2.95,Crossgen,"16,799"
116,117,Elektra Glimpse & Echo,4,$2.99,Marvel,"16,545"
117,131,Doom Patrol,13,$2.50,DC,"16,533"
118,118,B-Sides,2,$2.99,Marvel,"16,110"
119,124,Power Company,9,$2.75,DC,"15,989"
120,146,Justice League Adventures,12,$2.25,DC,"15,953"
121,140,Simpsons Comics,75,$2.50,Bongo,"15,832"
122,106,Buffy the Vampire Slayer Tales of the Slayers Broken Bottle of Djinn,,$3.50,Dark Horse,"15,747"
123,120,Y The Last Man,4,$2.95,DC,"15,529"
124,121,Route 666,5,$2.95,Crossgen,"15,239"
125,122,Negation Lawbringer,1,$2.95,Crossgen,"15,082"
126,123,Azrael Agent of the Bat,95,$2.95,DC,"15,034"
127,143,Lucifer,31,$2.50,DC,"14,949"
128,126,Athena Inc,4,$2.95,Image,"14,417"
