Units,Dollars,Comic-book Title,Issue,Price,On sale,Publisher,Est. units
374,362,Shades of Magic,1,$3.99,10/10/18,Titan,"3,054"
375,399,Outpost Zero,4,$3.99,10/10/18,Image,"3,047"
376,382,Animosity Evolution,8,$3.99,10/17/18,Aftershock,"3,038"
377,404,Edge of Spider-Geddon,1,$3.99,08/15/18,Marvel,"3,029"
378,365,Zorro Swords of Hell,1,$3.99,10/03/18,American Mythology,"3,014"
379,401,Tomb Raider Inferno,4,$3.99,10/03/18,Dark Horse,"2,992"
380,386,Lumberjanes,55,$3.99,10/17/18,Boom,"2,975"
381,387,Over Garden Wall Hollow Town,2,$3.99,10/24/18,Boom,"2,966"
382,389,Tangled Hair Raising Adventures,2,$3.99,10/31/18,IDW,"2,950"
383,391,Fathom Vol. 7,4,$3.99,10/17/18,Aspen,"2,940"
384,344,Dollface,16,$4.99,10/10/18,Action Lab,"2,939"
385,394,Charlies Angels,5,$3.99,10/31/18,Dynamite,"2,899"
386,406,Regression,12,$3.99,10/24/18,Image,"2,865"
387,398,Voltron Legendary Defender Vol. 3,4,$3.99,10/10/18,Lion Forge,"2,844"
388,419,Venom,6,$3.99,09/19/18,Marvel,"2,811"
389,417,Cosmic Ghost Rider,3,$3.99,09/05/18,Marvel,"2,802"
390,317,Sex Death Revolution,1,$5.99,10/31/18,Black Mask,"2,792"
391,356,Vampblade Season 3,6,$4.99,10/24/18,Action Lab,"2,725"
392,381,Stray Bullets Sunshine & Roses,39,$4.99,10/17/18,Image,"2,701"
393,388,Edgar Allan Poe`S Snifter of Terror,1,$3.99,10/31/18,Ahoy,"2,700"
394,384,War Bears,2,$4.99,10/03/18,Dark Horse,"2,695"
395,421,Call of Duty Zombies 2,2,$3.99,10/17/18,Dark Horse,"2,616"
396,405,Artifact One,1,$3.99,10/10/18,Aspen,"2,603"
397,369,Olivia Twist,2*,$4.99,10/24/18,Dark Horse,"2,564"
398,423,Coyotes,7,$3.99,10/17/18,Image,"2,563"
399,425,Eclipse,11,$3.99,10/03/18,Image,"2,547"
400,334,Crossed Plus 100 Mimic,6,$5.99,10/31/18,Avatar,"2,532"
401,416,Beyonders,3,$3.99,10/24/18,Aftershock,"2,507"
402,427,Flavor,6,$3.99,10/17/18,Image,"2,506"
403,418,Euthanauts,3,$3.99,10/03/18,IDW,"2,497"
404,420,Low Road West,2,$3.99,10/17/18,Boom,"2,463"
405,433,Venom First Host,1,$3.99,08/29/18,Marvel,"2,460"
406,429,Sleepless,8,$3.99,10/10/18,Image,"2,457"
407,431,Evolution,11,$3.99,10/17/18,Image,"2,410"
408,437,Amazing Spider-Man,2,$3.99,07/25/18,Marvel,"2,402"
409,407,Belle Beast Hunter,5,$3.99,10/24/18,Zenescope,"2,376"
410,408,Source,1,$3.99,10/17/18,Scout,"2,357"
411,410,Grimm Fairy Tales Tales of Terror Vol. 4,8,$3.99,10/31/18,Zenescope,"2,339"
412,426,House Amok,2,$3.99,10/03/18,IDW,"2,317"
413,413,Stabbity Bunny,8,$3.99,10/17/18,Scout,"2,316"
414,414,Captain Ginger,1,$3.99,10/17/18,Ahoy,"2,305"
415,435,Stranger Things,1,$3.99,09/26/18,Dark Horse,"2,282"
416,412,Infinity Wars,3,$4.99,09/12/18,Marvel,"2,279"
417,428,Moth & Whisper,2,$3.99,10/10/18,Aftershock,"2,256"
418,448,Proxima Centauri,5,$3.99,10/17/18,Image,"2,237"
419,409,Doomsday Clock,7,$4.99,09/26/18,DC,"2,186"
420,454,Venom First Host,2,$3.99,09/05/18,Marvel,"2,163"
421,457,Amazing Spider-Man,5,$3.99,09/12/18,Marvel,"2,158"
422,452,Empowered & Sistah Spookys High School Hell,6,$3.99,10/17/18,Dark Horse,"2,139"
423,439,Hot Lunch Special,3,$3.99,10/10/18,Aftershock,"2,136"
424,441,Lost City Explorers,5,$3.99,10/31/18,Aftershock,"2,134"
425,462,Extermination,2,$3.99,08/29/18,Marvel,"2,130"
426,444,Albert Einstein Time Mason,1,$3.99,10/10/18,Action Lab,"2,056"
427,447,Fence,11,$3.99,10/31/18,Boom,"2,053"
428,470,Fantastic Four,2,$3.99,09/12/18,Marvel,"2,005"
429,385,Magica De Spell Giant Halloween Hex,,$5.99,10/10/18,IDW,"1,994"
430,449,Giant Days,43,$3.99,10/03/18,Boom,"1,982"
431,434,Stargate Atlantis Singularity,3,$3.99,10/24/18,American Mythology,"1,981"
432,451,Ruinworld,4,$3.99,10/10/18,Boom,"1,971"
433,373,Knights of the Dinner Table,259,$5.99,10/17/18,Kenzer,"1,964"
434,456,Patience Conviction Revenge,2,$3.99,10/17/18,Aftershock,"1,930"
435,376,Girl Who Danced With Death Mill Saga,3,$5.99,10/17/18,Titan,"1,917"
436,455,Regular Show 25 Years Later,5,$3.99,10/24/18,Boom,"1,907"
437,458,Shadow Roads,4,$3.99,10/10/18,Oni,"1,903"
438,422,These Savage Shores,1*,$3.99,10/03/18,Vault,"1,894"
439,445,Warhammer 40000 Deathwatch,4,$3.99,10/17/18,Titan,"1,870"
440,497,Betty & Veronica Friends Forever Story Book,1,$2.99,10/17/18,Archie,"1,868"
441,653,True Believers Punisher First Appearance,1,$1.00,09/19/18,Marvel,"1,865"
442,465,League of Extraordinary Cerebi,1,$4.00,10/31/18,Aardvark-Vanaheim,"1,851"
443,463,John Wick,1,$3.99,10/03/18,Dynamite,"1,848"
444,466,Soulfire Vol. 7,4,$3.99,10/24/18,Aspen,"1,841"
445,584,Midnight Mystery,1,$1.50,10/31/18,Alterna,"1,833"
446,347,Backstagers Halloween Intermission,1,$7.99,10/24/18,Boom,"1,820"
447,349,Garfield TV or Not TV,1,$7.99,10/17/18,Boom,"1,811"
448,450,West Coast Avengers,1,$4.99,08/22/18,Marvel,"1,792"
449,478,Paradiso,8,$3.99,10/03/18,Image,"1,788"
450,483,Asgardians of the Galaxy,1,$3.99,09/05/18,Marvel,"1,754"
451,453,Wrong Earth,2,$3.99,10/10/18,Ahoy,"1,747"
452,395,Ripleys Believe It or Not,1,$5.99,10/03/18,Zenescope,"1,741"
453,486,Venom First Host,5,$3.99,09/26/18,Marvel,"1,737"
454,488,Edge of Spider-Geddon,4,$3.99,09/26/18,Marvel,"1,734"
455,460,Dredd Final Judgement,1,$3.99,10/10/18,Rebellion,"1,723"
456,318,Hellina Ravening,1 (Nude),$7.99,10/17/18,Avatar,"1,708"
457,476,Rick & Morty Vs. Dungeons & Dragons,1,$3.99,08/29/18,IDW,"1,688"
458,464,Pellucidar,1,$3.99,10/03/18,American Mythology,"1,686"
459,485,Bedtime Games,4,$3.99,10/17/18,Dark Horse,"1,683"
460,432,Infinity Wars,1,$5.99,08/01/18,Marvel,"1,649"
461,469,Paradise Court,4,$3.99,10/31/18,Zenescope,"1,646"
462,477,Welcome to Wanderland,2,$3.99,10/17/18,Boom,"1,639"
463,493,Venom First Host,3,$3.99,09/12/18,Marvel,"1,624"
464,480,Wilds,5,$3.99,10/10/18,Black Mask,"1,610"
465,481,Dread Gods,4,$3.99,10/10/18,IDW,"1,603"
466,471,Amazing Spider-Man Annual,1,$4.99,09/19/18,Marvel,"1,594"
467,492,Starcraft Scavengers,4,$3.99,10/31/18,Dark Horse,"1,573"
468,572,It Came Out On a Wednesday,3,$1.99,10/31/18,Alterna,"1,551"
469,500,Border Town,1,$3.99,09/05/18,DC,"1,539"
470,487,Thrilling Adventure Hour,4,$3.99,10/24/18,Boom,"1,535"
471,489,Black AF Widows & Orphans,3,$3.99,10/10/18,Black Mask,"1,524"
472,475,Raid,3,$3.99,10/03/18,Titan,"1,509"
473,473,Ogre,1,$3.99,10/17/18,Source Point,"1,506"
474,501,New Lieutenants of Metal,4,$3.99,10/03/18,Image,"1,505"
475,509,Justice League,8,$3.99,09/19/18,DC,"1,424"
476,484,Impossible Inc,2*,$3.99,10/10/18,IDW,"1,406"
477,496,Rick & Morty Vs. Dungeons & Dragons,2,$3.99,09/26/18,IDW,"1,394"
478,498,William The Last,1,$3.99,10/03/18,Antarctic,"1,392"
479,366,Belladonna Fire Fury,9 (Nude),$7.99,10/03/18,Avatar,"1,381"
480,446,Hellina Ravening,1,$5.99,10/17/18,Avatar,"1,363"
481,490,Hatchet Vengeance,1,$3.99,10/31/18,American Mythology,"1,358"
482,518,Immortal Hulk,6,$3.99,09/19/18,Marvel,"1,337"
483,523,Infinity Wars Soldier Supreme,1,$3.99,09/19/18,Marvel,"1,309"
484,521,Avengers,7,$3.99,09/05/18,Marvel,"1,296"
485,525,Life of Captain Marvel,3,$3.99,09/19/18,Marvel,"1,296"
486,524,Avengers,6,$3.99,08/22/18,Marvel,"1,289"
487,491,Doomsday Clock,4,$4.99,03/28/18,DC,"1,286"
488,379,Jungle Fantasy Secrets,3,$7.99,10/31/18,Avatar,"1,279"
489,520,Batman,55,$3.99,09/19/18,DC,"1,267"
490,459,Jungle Fantasy Secrets,3,$5.99,10/31/18,Avatar,"1,263"
491,511,Clankillers,4,$3.99,10/31/18,Aftershock,"1,255"
492,502,The Three Stooges Monsters & Mayhem,1,$3.99,10/17/18,American Mythology,"1,243"
493,529,Extermination,3,$3.99,09/26/18,Marvel,"1,242"
494,503,Dollman Kills The Full Moon Universe,3,$3.99,10/03/18,Full Moon,"1,232"
495,515,Oh S#!T Its Kim & Kim,3,$3.99,10/10/18,Black Mask,"1,230"
496,504,High Heaven,2,$3.99,10/24/18,Ahoy,"1,222"
497,516,Mighty Morphin Power Rangers,31,$3.99,09/26/18,Boom,"1,222"
498,467,Belladonna Fire Fury,9,$5.99,10/03/18,Avatar,"1,220"
499,533,Venom First Host,4,$3.99,09/19/18,Marvel,"1,220"
500,499,Doomsday Clock,6,$4.99,07/25/18,DC,"1,219"
501,505,Mall,2,$3.99,10/17/18,Scout,"1,212"
