Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,1,Avengers Vs X-Men,4,$3.99,Marvel,"178,330"
2,2,Avengers Vs X-Men,3,$3.99,Marvel,"175,695"
3,3,Batman,9,$3.99,DC,"134,605"
4,4,Justice League,9,$3.99,DC,"131,332"
5,5,Batman Annual,1,$4.99,DC,"101,394"
6,6,AVX Vs,2,$3.99,Marvel,"98,819"
7,10,Batman Incorporated,1,$2.99,DC,"96,486"
8,7,Detective Comics,9,$3.99,DC,"96,016"
9,9,Action Comics,9,$3.99,DC,"88,796"
10,13,Green Lantern,9,$2.99,DC,"87,601"
11,8,Earth 2,1*,$3.99,DC,"86,168"
12,18,Batman The Dark Knight,9,$2.99,DC,"82,169"
13,21,Batman And Robin,9,$2.99,DC,"75,967"
14,11,Uncanny X-Men,12,$3.99,Marvel,"69,265"
15,12,Avengers,26,$3.99,Marvel,"67,744"
16,14,Wolverine And X-Men,11,$3.99,Marvel,"64,936"
17,15,New Avengers,26,$3.99,Marvel,"64,326"
18,16,Wolverine And X-Men,10,$3.99,Marvel,"63,650"
19,27,Flash,9,$2.99,DC,"62,807"
20,23,Worlds Finest,1*,$2.99,DC,"62,578"
21,28,Superman,9,$2.99,DC,"62,232"
22,29,Nightwing,9,$2.99,DC,"61,395"
23,30,Aquaman,9,$2.99,DC,"60,527"
24,31,Batgirl,9,$2.99,DC,"58,710"
25,19,Amazing Spider-Man,686,$3.99,Marvel,"58,337"
26,20,Amazing Spider-Man,685,$3.99,Marvel,"58,121"
27,25,Astonishing X-Men,50,$3.99,Marvel,"57,931"
28,36,Walking Dead,97,$2.99,Image,"53,733"
29,17,Uncanny X-Force,25,$4.99,Marvel,"50,851"
30,42,Teen Titans,9,$2.99,DC,"50,261"
31,40,Walking Dead,98,$2.99,Image,"49,974"
32,24,Secret Avengers,27,$3.99,Marvel,"49,851"
33,43,Catwoman,9,$2.99,DC,"49,726"
34,44,Red Hood And The Outlaws,9,$2.99,DC,"48,798"
35,45,Wonder Woman,9,$2.99,DC,"48,750"
36,48,Green Lantern Corps,9,$2.99,DC,"46,336"
37,51,X-Men Legacy,267,$2.99,Marvel,"46,279"
38,50,Green Lantern New Guardians,9,$2.99,DC,"46,237"
39,22,Teen Titans Annual,1,$4.99,DC,"44,415"
40,56,Batwoman,9,$2.99,DC,"43,942"
41,32,Avengers Assemble,3,$3.99,Marvel,"43,886"
42,59,X-Men Legacy,266,$2.99,Marvel,"43,199"
43,26,X-O Manowar,1,$3.99,Valiant,"42,708"
44,33,Ultimate Comics Spider-Man,10,$3.99,Marvel,"42,356"
45,34,Incredible Hulk,8,$3.99,Marvel,"42,076"
46,35,Amazing Spider-Man Annual,39,$3.99,Marvel,"41,879"
47,64,Birds Of Prey,9,$2.99,DC,"41,521"
48,53,Dial H,1*,$2.99,DC,"40,777"
49,66,Fantastic Four,606,$2.99,Marvel,"39,914"
50,55,Ravagers,1*,$2.99,DC,"39,807"
51,69,Fantastic Four,605.1,$2.99,Marvel,"39,475"
52,68,Swamp Thing,9,$2.99,DC,"39,385"
53,70,Daredevil,12,$2.99,Marvel,"39,231"
54,67,Red Lanterns,9,$2.99,DC,"39,215"
55,71,Daredevil,13,$2.99,Marvel,"39,056"
56,38,Captain America,11,$3.99,Marvel,"39,012"
57,57,Saga,3*,$2.99,Image,"38,895"
58,39,Captain America,12,$3.99,Marvel,"38,800"
59,72,Incredible Hulk,7.1,$2.99,Marvel,"38,472"
