Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,1,Transformers Generation One,6,$2.95,Dreamwave,"127,550"
2,4,Ultimates (resolicited),8,$2.25,Marvel,"110,972"
3,7,New X-Men,132,$2.25,Marvel,"105,640"
4,8,Amazing Spider-Man,45,$2.25,Marvel,"105,445"
5,2,Spider-Man Black Cat Evil That Men Do,4,$2.99,Marvel,"101,104"
6,10,Ultimate Spider-Man,26,$2.25,Marvel,"100,415"
7,11,Ultimate Spider-Man,27,$2.25,Marvel,"100,364"
8,12,Ultimate X-Men,22,$2.25,Marvel,"98,382"
9,3,Transformers Armada,3,$2.95,Dreamwave,"95,976"
10,14,Uncanny X-Men,412,$2.25,Marvel,"90,979"
11,15,Uncanny X-Men,413,$2.25,Marvel,"90,733"
12,6,Thundercats,2,$2.95,DC,"82,065"
13,21,Wolverine,181,$2.25,Marvel,"74,164"
14,5,Spider-Man Blue,5,$3.50,Marvel,"70,116"
15,13,X-Treme X-Men,18,$2.99,Marvel,"68,535"
16,16,Captain America,6,$2.99,Marvel,"67,236"
17,17,G.I. Joe,10,$2.95,Image,"66,134"
18,27,JLA,72,$2.25,DC,"64,854"
19,18,Battle of the Planets,3,$2.99,Image,"64,817"
20,28,JLA,71,$2.25,DC,"64,673"
21,29,Weapon X,1,$2.25,Marvel,"62,621"
22,31,Spider-Man Peter Parker,48,$2.25,Marvel,"60,462"
23,25,Green Arrow,17,$2.50,DC,"60,443"
24,32,Fantastic Four,61,$2.25,Marvel,"58,731"
25,33,Avengers,58,$2.25,Marvel,"58,438"
26,34,Captain Marvel,1,$2.25,Marvel,"56,819"
27,22,Daredevil,37,$2.99,Marvel,"55,516"
28,36,Incredible Hulk,45,$2.25,Marvel,"54,423"
29,23,Punisher,17,$2.99,Marvel,"51,092"
30,24,Punisher,16,$2.99,Marvel,"50,994"
31,19,League of Extraordinary Gentlemen Vol. II,3,$3.50,DC,"50,445"
32,44,Batman,607,$2.25,DC,"46,527"
33,40,JSA,40,$2.50,DC,"45,648"
34,37,Detective Comics,774,$2.75,DC,"44,429"
35,20,Wolverine Netsuke,1,$3.99,Marvel,"43,968"
36,43,Spawn,126,$2.50,Image,"43,191"
37,49,X-Statix,3,$2.25,Marvel,"42,275"
38,52,Exiles,17,$2.25,Marvel,"41,437"
39,53,X-Men Unlimited,38,$2.25,Marvel,"41,177"
40,54,Green Lantern,154,$2.25,DC,"41,107"
41,57,Thor,54,$2.25,Marvel,"40,218"
42,58,Superman,186,$2.25,DC,"39,692"
43,60,Iron Man,59,$2.25,Marvel,"38,557"
44,9,Planetary/JLA Terra Occulta,,$5.95,DC,"38,385"
45,50,Hawkman,7,$2.50,DC,"37,966"
46,62,Ultimate Adventures,1,$2.25,Marvel,"37,529"
47,46,Batman Gotham Knights,33,$2.75,DC,"37,468"
48,56,Batgirl,32,$2.50,DC,"36,705"
49,41,Shang Chi Master of Kung Fu,1,$2.99,Marvel,"36,259"
50,67,Adventures of Superman,608,$2.25,DC,"36,142"
51,70,Action Comics,795,$2.25,DC,"35,891"
52,72,Superman Man of Steel,130,$2.25,DC,"34,788"
53,73,Nightwing,73,$2.25,DC,"34,235"
54,26,Paradise X Devils,,$4.50,Marvel,"33,281"
55,77,Agent X,3,$2.25,Marvel,"33,220"
56,48,Gen 13,1,$2.95,DC,"32,783"
57,51,Elektra,14,$2.99,Marvel,"31,559"
58,80,Flash,190,$2.25,DC,"31,397"
59,81,Soldier X,3,$2.25,Marvel,"31,336"
60,55,Alias,14,$2.99,Marvel,"30,922"
61,86,Call of Duty Brotherhood,4,$2.25,Marvel,"30,424"
62,76,Birds of Prey,47,$2.50,DC,"29,945"
63,89,Thunderbolts,71,$2.25,Marvel,"29,768"
64,90,Thunderbolts,72,$2.25,Marvel,"29,754"
65,78,Batman Legends of the Dark Knight,159,$2.50,DC,"29,717"
66,59,Star Wars Empire,1,$2.99,Dark Horse,"29,591"
67,38,Smallville The Comic,,$3.95,DC,"29,577"
68,61,Powers,25,$2.95,Image,"29,345"
69,79,Catwoman,11,$2.50,DC,"29,224"
70,94,Spider-Man Get Kraven,4,$2.25,Marvel,"29,145"
71,98,Call of Duty Precinct,3,$2.25,Marvel,"28,456"
72,63,Sabretooth Mary Shelley Overdrive,4,$2.99,Marvel,"28,182"
73,99,Call of Duty Wagon,2,$2.25,Marvel,"28,051"
74,64,Star Wars Infinities Esb,3,$2.99,Dark Horse,"27,991"
75,100,Robin,106,$2.25,DC,"27,740"
76,65,Spider-Man Tangled Web,18,$2.99,Marvel,"27,646"
77,66,X-Men Icons Chamber,2,$2.99,Marvel,"27,614"
78,69,Filth,4,$2.95,DC,"27,479"
79,42,Marville Foil Cvr,1,$3.99,Marvel,"27,158"
80,68,Tomb Raider,24,$2.99,Image,"27,144"
81,87,Legion,12,$2.50,DC,"27,056"
82,103,Spider-Girl,51,$2.25,Marvel,"26,604"
83,92,Witchblade,59,$2.50,Image,"26,604"
84,71,Kiss,3,$2.99,Dark Horse,"26,474"
85,106,Marville,1,$2.25,Marvel,"26,274"
86,107,Wonder Woman,185,$2.25,DC,"25,860"
87,75,Sojourn,15,$2.95,Crossgen,"25,618"
88,74,Avengers Icons Vision,2,$2.99,Marvel,"25,483"
89,85,Young Justice,49,$2.75,DC,"25,064"
90,95,Titans,45,$2.75,DC,"23,664"
91,83,Wildcats Version 3.0,2,$2.95,DC,"23,608"
92,82,Superman Aliens II Godwar,3,$2.99,Dark Horse,"23,329"
93,30,Star Wars Tales,13,$5.99,Dark Horse,"23,301"
94,124,Marvel Mangaverse,6,$2.25,Marvel,"22,435"
95,91,Star Wars Republic,46,$2.99,Dark Horse,"22,259"
96,93,Thing Freakshow,4,$2.99,Marvel,"21,989"
97,96,Ruse,11,$2.95,Crossgen,"21,984"
98,97,Tom Strong,18,$2.95,DC,"21,952"
99,128,Gotham Girls,2,$2.25,DC,"21,319"
100,118,Harley Quinn,24,$2.50,DC,"20,979"
101,101,Stormwatch Team Achilles,3,$2.95,DC,"20,784"
102,35,JLA Destiny,4,$5.95,DC,"20,774"
103,119,Fables,5,$2.50,DC,"20,653"
104,47,Catwoman Secret Files,1,$4.95,DC,"20,463"
105,102,Way of the Rat,5,$2.95,Crossgen,"20,453"
106,121,Black Panther,49,$2.50,Marvel,"20,304"
107,125,Supergirl,74,$2.50,DC,"20,183"
108,104,Path,6,$2.95,Crossgen,"20,174"
109,105,Apache Skies,3,$2.99,Marvel,"19,816"
110,113,Hellblazer,177,$2.75,DC,"19,802"
111,109,Arkanium,1,$2.95,Dreamwave,"19,621"
112,108,Lady Death/Crow,1,$2.99,Chaos,"19,397"
113,39,Green Lantern Evils Might,2,$5.95,DC,"19,360"
114,110,Warlands Age of Ice,9,$2.95,Dreamwave,"19,346"
115,88,B-Sides,1,$3.50,Marvel,"19,160"
116,112,21 Down,1,$2.95,DC,"19,071"
117,111,Hood,5,$2.99,Marvel,"19,044"
118,133,Transmetropolitan,60,$2.50,DC,"18,927"
119,115,Limbo City,1,$2.95,Dreamwave,"18,225"
120,139,100 Bullets,39,$2.50,DC,"18,099"
121,116,Elektra Glimpse & Echo,3,$2.99,Marvel,"17,787"
122,45,JLA/Haven Anathema,,$5.95,DC,"17,424"
123,129,Spectre,21,$2.75,DC,"17,424"
124,122,Bone,50,$2.95,Cartoon,"17,187"
125,120,Buffy the Vampire Slayer,49,$2.99,Dark Horse,"17,103"
126,126,Scion,28,$2.95,Crossgen,"17,001"
127,123,Beautiful Killer,2,$2.99,Wizard,"16,927"
128,136,Power Company,8,$2.75,DC,"16,815"
129,144,Doom Patrol,12,$2.50,DC,"16,792"
130,157,Justice League Adventures,11,$2.25,DC,"16,680"
131,127,Buffy the Vampire Slayer Willow & Tara Wilderness,2,$2.99,Dark Horse,"16,229"
132,130,Black Sun (resolicited),1,$2.95,DC,"16,210"
133,131,Route 666,4,$2.95,Crossgen,"16,103"
134,132,Shidima,7,$2.95,Dreamwave,"16,052"
135,134,Resistance,1,$2.95,DC,"16,005"
136,135,High Roads,6,$2.95,DC,"15,931"
137,137,Azrael Agent of the Bat,94,$2.95,DC,"15,531"
138,152,Simpsons Comics,74,$2.50,Bongo,"15,489"
139,114,Bart Simpsons Treehouse of Horror,8,$3.50,Bongo,"15,480"
140,138,Fate of the Blade,2,$2.95,Dreamwave,"15,438"
141,155,Lucifer,30,$2.50,DC,"15,177"
142,140,Violent Messiahs Lamenting Pain,1,$2.95,Image,"14,721"
143,141,Crux,18,$2.95,Crossgen,"14,605"
144,142,Negation,10,$2.95,Crossgen,"14,442"
145,143,Mystic,28,$2.95,Crossgen,"14,349"
146,161,Fight For Tomorrow,1,$2.50,DC,"14,247"
147,145,Y The Last Man,3,$2.95,DC,"14,200"
148,146,Sigil,28,$2.95,Crossgen,"14,070"
149,84,Grendel Red White & Black,1,$4.99,Dark Horse,"13,912"
150,147,First,23,$2.95,Crossgen,"13,912"
151,163,Hellspawn,17,$2.50,Image,"13,893"
152,148,Meridian,27,$2.95,Crossgen,"13,860"
153,158,Hunter Age of Magic,15,$2.75,DC,"13,446"
154,149,Lady Death Mourning,2,$2.99,Chaos,"13,381"
155,150,Point Blank,2,$2.95,DC,"13,232"
156,151,Strangers In Paradise Vol. III,53,$2.95,Abstract,"13,177"
157,171,Batman Gotham Adventures,54,$2.25,DC,"13,144"
158,153,Savage Dragon,103,$2.95,Image,"13,023"
159,156,Automatic Kafka,3,$2.95,DC,"12,823"
160,162,Codename Knockout,17,$2.75,DC,"12,804"
161,154,Lady Death Dark Alliance,4,$2.99,Chaos,"12,762"
162,164,Vampirella,13 Reg Ed,$2.99,Harris,"11,325"
163,165,Vampi,23 Reg Ed,$2.99,Harris,"11,315"
164,170,American Century,19,$2.75,DC,"10,901"
165,168,Tarot Witch of the Black Rose,16,$2.95,Broadsword,"10,441"
166,169,Mutant Earth,3*,$2.95,Image,"10,403"
167,174,Lab Rats,6,$2.50,DC,"10,241"
168,175,Establishment,13,$2.50,DC,"10,203"
169,186,Powerpuff Girls,30,$2.25,DC,"10,148"
170,180,Midnight Mass,6,$2.50,DC,"10,036"
171,173,Stupid Comics,1,$2.95,Image,"9,524"
172,166,Paradigm,1,$3.50,Image,"9,022"
173,117,100 Percent,4,$5.95,DC,"8,938"
174,177,Fused,4,$2.95,Image,"8,566"
175,178,Vertigo Pop Tokyo,3,$2.95,DC,"8,566"
176,179,Guardian Angel,3,$2.95,Image,"8,514"
177,172,Oh My Goddess Part XII,3,$3.50,Dark Horse,"8,375"
178,181,Crusades,19,$2.95,DC,"8,375"
179,183,Big Daddy Danger,2,$2.95,DC,"8,226"
180,184,Savage Dragon Companion,,$2.95,Image,"8,035"
181,185,Queen & Country,12,$2.95,Oni,"7,896"
182,167,Knights of the Dinner Table,71,$3.99,Kenzer,"7,789"
183,188,Blade of the Immortal,72,$2.99,Dark Horse,"7,305"
184,176,Stray Bullets,28,$3.50,El Capitan,"7,277"
185,189,Superpatriot Americas Fighting Force,3,$2.95,Image,"7,156"
186,197,Scooby-Doo,64,$2.25,DC,"7,072"
187,198,Cerebus,282,$2.25,Aardvark-Vanaheim,"6,988"
188,190,Dragonball Z Part 5,9,$2.95,Viz,"6,923"
189,191,Battle Angel Alita Last Order Part 1,1,$2.95,Viz,"6,607"
190,206,Sonic The Hedgehog,115,$1.99,Archie,"6,351"
191,159,Supermanga Blast,25,$5.99,Dark Horse,"6,072"
192,160,Static X Vol. 2,1,$5.99,Chaos,"5,946"
193,193,Dragonball Part 5,4,$2.95,Viz,"5,881"
