Units,Dollars,Comic-book Title,Issue,Price,On sale,Publisher,Est. units
376,366,Teenage Mutant Ninja Cerebi,1,$4.00,08/01/18,Aardvark-Vanaheim,"2,541"
377,367,Warhammer 40000 Deathwatch,3,$3.99,08/08/18,Titan,"2,536"
378,369,Avengers,1,$4.99,05/02/18,Marvel,"2,497"
379,385,Robots Vs. Princesses,1,$3.99,08/01/18,Dynamite,"2,493"
380,368,Death of Inhumans,1,$4.99,07/04/18,Marvel,"2,484"
381,398,Gravediggers Union,9,$3.99,08/15/18,Image,"2,458"
382,407,Moon Girl and Devil Dinosaur,32,$3.99,08/01/18,Marvel,"2,447"
383,303,Girl Who Danced With Death Mill Saga,1,$5.99,08/15/18,Titan,"2,445"
384,375,Belle Beast Hunter,4,$3.99,08/01/18,Zenescope,"2,441"
385,399,Dissonance,4,$3.99,08/08/18,Image,"2,432"
386,388,Shadow Roads,2,$3.99,08/08/18,Oni,"2,430"
387,392,By Night,3,$3.99,08/15/18,Boom,"2,395"
388,372,Eternal Empire,10,$4.99,08/08/18,Image,"2,379"
389,412,Titans,23,$3.99,07/11/18,DC,"2,378"
390,394,Mech Cadet Yu,11,$3.99,08/08/18,Boom,"2,353"
391,383,Paradise Court,1,$3.99,08/01/18,Zenescope,"2,310"
392,395,Regular Show 25 Years Later,3,$3.99,08/22/18,Boom,"2,307"
393,409,Superman,1,$3.99,07/11/18,DC,"2,292"
394,414,Unnatural,1,$3.99,08/08/18,Image,"2,288"
395,396,Clankillers,2,$3.99,08/08/18,Aftershock,"2,284"
396,435,Rock & Roll Biographies Spinal Tap,,$3.50,08/08/18,Gumby,"2,238"
397,424,Starcraft Scavengers,2,$3.99,08/29/18,Dark Horse,"2,181"
398,404,Fence,9,$3.99,08/15/18,Boom,"2,178"
399,408,Thrilling Adventure Hour,2,$3.99,08/22/18,Boom,"2,166"
400,426,Paradiso,6,$3.99,08/01/18,Image,"2,156"
401,428,Gasolina,11,$3.99,08/22/18,Image,"2,143"
402,431,Avengers,2,$3.99,07/25/18,Marvel,"2,126"
403,413,Delta 13,4,$3.99,08/01/18,IDW,"2,120"
404,391,Sonic The Hedgehog,7,$3.99,07/25/18,IDW,"2,106"
405,415,Valiant High,4,$3.99,08/01/18,Valiant,"2,100"
406,430,Mr and Mrs X,1,$3.99,07/25/18,Marvel,"2,083"
407,419,Soulfire Vol. 7,2,$3.99,08/22/18,Aspen,"2,065"
408,417,Wilds,4,$3.99,08/01/18,Black Mask,"2,060"
409,397,Dollman Kills The Full Moon Universe,1,$3.99,08/01/18,Full Moon,"2,049"
410,436,Avengers,4,$3.99,07/04/18,Marvel,"2,041"
411,420,Giant Days,41,$3.99,08/01/18,Boom,"2,038"
412,421,Garfield Homecoming,3,$3.99,08/08/18,Boom,"2,019"
413,400,Obliv18N,1,$3.99,08/22/18,Scout,"2,012"
414,401,Pacific Rim Aftermath,6,$3.99,08/08/18,Legendary,"2,005"
415,403,Peek a Boo,5,$3.99,08/01/18,Zenescope,"1,992"
416,433,Action Comics,1001,$3.99,07/25/18,DC,"1,990"
417,402,Carson of Venus Fear On Four Worlds,1,$3.99,08/01/18,American Mythology,"1,984"
418,343,Knights of the Dinner Table,257,$5.99,08/08/18,Kenzer,"1,978"
419,406,Jasmine Crown of Kings,4,$3.99,08/08/18,Zenescope,"1,970"
420,437,Modern Fantasy,3,$3.99,08/29/18,Dark Horse,"1,968"
421,427,Her Infernal Descent,4,$3.99,08/08/18,Aftershock,"1,964"
422,444,Doctor Strange,3,$3.99,08/08/18,Marvel,"1,905"
423,445,Doctor Strange,2,$3.99,08/01/18,Marvel,"1,882"
424,446,Avengers,5,$3.99,07/18/18,Marvel,"1,864"
425,432,Archie Meets Batman 66,1,$3.99,07/18/18,Archie,"1,825"
426,449,Black Panther,2,$3.99,08/01/18,Marvel,"1,803"
427,425,Paradise Court,2,$3.99,08/29/18,Zenescope,"1,803"
428,441,Lowlifes,3,$3.99,08/08/18,IDW,"1,766"
429,450,Bedtime Games,3,$3.99,08/22/18,Dark Horse,"1,761"
430,359,Assassins Creed Conspiracies,1,$5.99,08/08/18,Titan,"1,751"
431,364,Monster Hunters Surv Guide Cs Files Wendigo,1,$5.99,08/29/18,Zenescope,"1,717"
432,460,Thor,2,$3.99,06/27/18,Marvel,"1,717"
433,451,Catwoman,1,$3.99,07/04/18,DC,"1,711"
434,308,Jungle Fantasy Secrets,2,$7.99,08/22/18,Avatar,"1,659"
435,309,Belladonna Fire Fury,8,$7.99,08/08/18,Avatar,"1,652"
436,469,Sentry,1,$3.99,08/01/18,Marvel,"1,598"
437,456,Swashbucklers Saga Continues,5,$3.99,08/29/18,Dynamite,"1,562"
438,455,Executive Assistant Iris Vol. 5,4,$3.99,08/22/18,Aspen,"1,560"
439,416,Star Wars,50,$5.99,07/04/18,Marvel,"1,559"
440,464,Flash,51,$3.99,07/25/18,DC,"1,543"
441,470,Farmhand,1,$3.99,07/11/18,Image,"1,540"
442,481,Multiple Man,1,$3.99,08/01/18,Marvel,"1,451"
443,479,Tony Stark Iron Man,2,$3.99,07/18/18,Marvel,"1,444"
444,461,Bone Parish,1,$3.99,07/25/18,Boom,"1,433"
445,452,Dinosaucers,1,$3.99,08/08/18,Lion Forge,"1,424"
446,334,Lookers Ember,10,$7.99,08/15/18,Avatar,"1,413"
447,411,Jungle Fantasy Secrets,2,$5.99,08/22/18,Avatar,"1,410"
448,471,Nick Calm Agent of Codpiece,,$4.00,08/29/18,Aardvark-Vanaheim,"1,409"
449,462,Wasted Space,4,$3.99,08/22/18,Vault,"1,378"
450,478,Batman,51,$3.99,07/18/18,DC,"1,363"
451,473,Real Science Adventures Nicodemus Job,2,$3.99,08/22/18,IDW,"1,359"
452,641,Image Firsts Walking Dead Curr Ptg,1,$1.00,12/12/12,Image,"1,355"
453,467,Infinity 8,5,$3.99,08/15/18,Lion Forge,"1,316"
454,477,Dissension War Eternal,2,$3.99,08/29/18,Aspen,"1,301"
455,468,Pink Panther Presents The Ant and The Aardvark,1,$3.99,08/22/18,American Mythology,"1,298"
456,447,Vampblade Season 3,4,$4.99,07/25/18,Action Lab,"1,296"
457,429,Belladonna Fire Fury,8,$5.99,08/08/18,Avatar,"1,290"
458,495,Champions,22,$3.99,07/11/18,Marvel,"1,267"
459,472,Submerged,2,$3.99,08/29/18,Vault,"1,265"
460,483,Survival Fetish,3,$3.99,08/01/18,Black Mask,"1,256"
461,488,Gold Digger,255,$3.99,08/15/18,Antarctic,"1,239"
462,474,Larks Killer,9,$3.99,08/15/18,Devil's Due,"1,221"
463,496,Magic Order,2,$3.99,07/18/18,Image,"1,190"
464,475,Doomsday Clock,5,$4.99,05/30/18,DC,"1,175"
465,443,Lookers Ember,10,$5.99,08/15/18,Avatar,"1,159"
466,476,Oddwell,1,$3.99,08/08/18,Starburns,"1,155"
467,484,Gold Digger Summer Fun Special One-Shot,,$3.99,08/22/18,Antarctic,"1,140"
468,480,Doomsday Clock,3,$4.99,01/24/18,DC,"1,132"
469,512,Justice League,1,$3.99,06/06/18,DC,"1,108"
470,438,Amazing Spider-Man,795,$3.99,04/18/18,Marvel,"1,056"
471,977,Secret Empire,3,$3.99,05/31/17,Marvel,"1,030"
472,503,Nu Way,2,$3.99,08/15/18,Aspen,"1,008"
473,702,Image Firsts Saga Curr Ptg,1,$1.00,12/12/12,Image,995
474,497,Vagrant Queen,3,$3.99,08/15/18,Vault,993
475,492,Wakanda Forever X-Men,1,$4.99,07/25/18,Marvel,988
476,516,Star Wars Darth Vader,18,$3.99,07/11/18,Marvel,972
477,507,Portal Bound,5,$3.99,08/01/18,Aspen,970
478,498,Zinnober,3,$3.99,08/22/18,Scout,964
479,453,Brother Nash,3,$5.99,08/01/18,Titan,955
480,508,Teether,2,$3.99,08/01/18,Antarctic,947
481,459,Konungar War of Crowns,3,$5.99,08/08/18,Titan,938
482,434,Amazing World of Gumball Grab Bag 2018,,$7.99,08/22/18,Boom,931
483,509,Walk Through Hell,1,$3.99,05/16/18,Aftershock,931
484,504,Riptide,1,$3.95,08/08/18,Red 5,927
485,502,New World,1,$4.99,07/25/18,Image,917
486,463,Daygloayhole Quarterly,2,$6.00,08/08/18,Silver Sprocket,907
487,505,Doomsday Clock,4,$4.99,03/28/18,DC,868
488,511,Rem 8,6,$3.99,08/08/18,Rothic,865
489,515,Mainstream,4,$3.99,08/01/18,Zenescope,840
490,605,Image Firsts Monstress,1,$1.99,07/13/16,Image,839
491,493,Street Fighter Summer Sports Special,1,$4.99,08/15/18,Udon,831
492,747,Teen Titans Go to the Movies,1,$1.00,07/18/18,DC,813
493,517,Cavewoman Raptorellas Revenge,1,$3.99,08/01/18,Amryl,809
494,567,Detective Comics,985,$2.99,07/25/18,DC,805
495,535,Aberrant,3,$3.99,08/22/18,Action Lab,795
496,518,Long Live Pro Wrestling,0,$3.99,08/08/18,Scout,792
497,519,Long Lost Book Two,1,$3.99,08/01/18,Scout,789
498,422,Zombie Tramp Ongoing,50,$9.99,07/25/18,Action Lab,788
499,522,Beast Hunter X,1,$3.99,08/08/18,American Mythology,780
500,523,Cavewoman Raptorellas Revenge,2,$3.99,08/15/18,Amryl,770
