Units,Dollars,Comic-book Title,Issue,Price,On sale,Publisher,Est. units
101,105,Old Man Hawkeye,8,$3.99,08/22/18,Marvel,"23,905"
102,106,Daredevil,606,$3.99,08/08/18,Marvel,"23,630"
103,107,Deadpool Assassin,5,$3.99,08/15/18,Marvel,"23,389"
104,110,Daredevil,607,$3.99,08/22/18,Marvel,"23,337"
105,111,Domino,5,$3.99,08/08/18,Marvel,"23,056"
106,108,Leviathan,1,$3.99,08/01/18,Image,"23,042"
107,113,Star Wars Lando Double or Nothing,4,$3.99,08/29/18,Marvel,"22,911"
108,136,Terrifics,7,$2.99,08/22/18,DC,"22,825"
109,112,Deadpool Assassin,6,$3.99,08/29/18,Marvel,"22,788"
110,88,Nightwing Annual,1,$4.99,08/29/18,DC,"22,685"
111,91,Star Wars Poe Dameron Annual,2,$4.99,08/29/18,Marvel,"22,562"
112,114,Seven to Eternity,10,$3.99,08/01/18,Image,"22,355"
113,93,Wakanda Forever Avengers,1,$4.99,08/22/18,Marvel,"22,170"
114,95,Red Hood and the Outlaws,25,$4.99,08/08/18,DC,"21,874"
115,115,Star Wars Poe Dameron,30,$3.99,08/15/18,Marvel,"21,720"
116,116,Weapon X,22,$3.99,08/15/18,Marvel,"20,978"
117,117,Spider-Man Deadpool,37,$3.99,08/08/18,Marvel,"20,727"
118,118,Paper Girls,23,$3.99,08/01/18,Image,"20,542"
119,122,Sentry,3,$3.99,08/22/18,Marvel,"20,383"
120,119,Green Arrow,43,$3.99,08/01/18,DC,"20,241"
121,123,Weapon X,21,$3.99,08/01/18,Marvel,"20,239"
122,130,Fantastic Four,1 Facsimile,$3.99,08/29/18,Marvel,"19,646"
123,127,Plastic Man,3,$3.99,08/08/18,DC,"19,596"
124,102,Suicide Squad Annual,1,$4.99,08/22/18,DC,"19,378"
125,129,Gideon Falls,6,$3.99,08/15/18,Image,"19,245"
126,131,Unnatural,2,$3.99,08/08/18,Image,"18,738"
127,132,Injustice Vs. The Masters of the Universe,2,$3.99,08/15/18,DC,"18,474"
128,120,Mighty Morphin Power Rangers,30,$3.99,08/15/18,Boom,"18,316"
129,124,New Mutants Dead Souls,6,$3.99,08/29/18,Marvel,"18,293"
130,125,Archie Meets Batman 66,2,$3.99,08/15/18,Archie,"18,113"
131,133,Moon Knight,198,$3.99,08/29/18,Marvel,"17,669"
132,161,Immortal Men,5,$2.99,08/08/18,DC,"17,487"
133,134,Hit-Girl,7,$3.99,08/22/18,Image,"17,109"
134,137,Star Wars Last Jedi Adaptation,5,$3.99,08/01/18,Marvel,"16,730"
135,138,Champions,23,$3.99,08/08/18,Marvel,"16,667"
136,121,Red Hood and the Outlaws Annual,2,$4.99,08/29/18,DC,"16,132"
137,141,Amazing Spider-Man Renew Your Vows,22,$3.99,08/08/18,Marvel,"15,827"
138,126,Batgirl Annual,2,$4.99,08/29/18,DC,"15,790"
139,140,Batman Beyond,23,$3.99,08/22/18,DC,"15,743"
140,142,Batwoman,18,$3.99,08/15/18,DC,"15,585"
141,109,Marvel Rising Ms. Marvel Squirrel Girl,1,$5.99,08/01/18,Marvel,"15,558"
142,135,Rick & Morty,41,$3.99,08/29/18,Oni,"15,177"
143,146,Farmhand,2,$3.99,08/08/18,Image,"14,563"
144,148,Multiple Man,3,$3.99,08/15/18,Marvel,"14,462"
145,174,New Challengers,4,$2.99,08/15/18,DC,"14,182"
146,151,Exiles,6,$3.99,08/08/18,Marvel,"13,981"
147,150,Ant-Man and the Wasp,4,$3.99,08/01/18,Marvel,"13,980"
148,143,Go Go Power Rangers,12,$3.99,08/01/18,Boom,"13,897"
149,149,Isola,5,$3.99,08/29/18,Image,"13,864"
150,177,Damage,8,$2.99,08/15/18,DC,"13,778"
151,153,Wild Storm,16,$3.99,08/15/18,DC,"13,712"
152,155,Exiles,7,$3.99,08/29/18,Marvel,"13,652"
153,178,Sideways,7,$2.99,08/08/18,DC,"13,637"
154,152,Seeds,1,$3.99,08/01/18,Dark Horse,"13,572"
155,154,Death or Glory,4,$3.99,08/08/18,Image,"13,512"
156,145,Sonic The Hedgehog,8,$3.99,08/15/18,IDW,"13,354"
157,159,Ms. Marvel,33,$3.99,08/29/18,Marvel,"13,338"
158,156,Crowded,1,$3.99,08/15/18,Image,"13,281"
159,160,Ben Reilly Scarlet Spider,22,$3.99,08/01/18,Marvel,"13,220"
160,139,Damage Annual,1,$4.99,08/22/18,DC,"12,766"
161,186,Medieval Spawn Witchblade,4,$2.99,08/08/18,Image,"12,364"
162,190,Unexpected,3,$2.99,08/01/18,DC,"12,285"
163,162,Raven Daughter of Darkness,7,$3.99,08/22/18,DC,"12,081"
164,163,Scooby Apocalypse,28,$3.99,08/08/18,DC,"12,044"
165,193,Curse of Brimstone,5,$2.99,08/01/18,DC,"11,966"
166,144,Xerxes Fall of House of Darius,5,$4.99,08/01/18,Dark Horse,"11,809"
167,196,Silencer,8,$2.99,08/22/18,DC,"11,802"
168,171,Predator Hunters II,1,$3.99,08/08/18,Dark Horse,"11,663"
169,147,Silencer Annual,1,$4.99,08/29/18,DC,"11,589"
170,165,Cold Spots,1,$3.99,08/22/18,Image,"11,569"
171,169,Runaways,12,$3.99,08/29/18,Marvel,"11,549"
172,168,Black Hammer Age of Doom,4,$3.99,08/22/18,Dark Horse,"11,415"
173,164,Venom,3,$3.99,06/27/18,Marvel,"11,080"
174,157,Lady Mechanika Dame Sans Merci,2,$3.99,08/29/18,Benitez,"11,054"
175,166,Project Superpowers,1,$3.99,08/01/18,Dynamite,"10,563"
176,167,Star Wars Adventures,13,$3.99,08/29/18,IDW,"10,451"
177,176,Buffy the Vampire Slayer Season 12 The Reckoning,3,$3.99,08/22/18,Dark Horse,"10,324"
178,170,TMNT,85,$3.99,08/22/18,IDW,"10,277"
179,181,Wicked & Divine,38,$3.99,08/15/18,Image,"10,124"
180,172,Jim Henson Beneath Dark Crystal,2,$3.99,08/15/18,Boom,"9,966"
181,221,Injustice 2,31,$2.99,08/01/18,DC,"9,824"
182,173,Black Badge,1,$3.99,08/08/18,Boom,"9,686"
183,225,Injustice 2,32,$2.99,08/15/18,DC,"9,669"
184,158,Transformers Unicron,3,$4.99,08/08/18,IDW,"9,639"
185,175,Jim Henson Labyrinth Coronation,6,$3.99,08/22/18,Boom,"9,616"
186,194,Quantum Age From World of Black Hammer,2,$3.99,08/01/18,Dark Horse,"9,502"
187,189,Marvel Super Hero Adventures Inferno,1,$3.99,08/22/18,Marvel,"9,364"
188,188,Weatherman,3,$3.99,08/15/18,Image,"9,279"
189,191,Moon Girl and Devil Dinosaur,34,$3.99,08/22/18,Marvel,"9,270"
190,198,Disney Frozen Breaking Boundaries,1,$3.99,08/01/18,Dark Horse,"9,174"
191,237,Teen Titans Go,29,$2.99,08/15/18,DC,"9,049"
192,197,Quicksilver No Surrender,4,$3.99,08/08/18,Marvel,"8,909"
193,183,Red Sonja,19,$3.99,08/01/18,Dynamite,"8,905"
194,195,Redneck,14,$3.99,08/22/18,Image,"8,783"
195,185,Red Sonja,20,$3.99,08/29/18,Dynamite,"8,625"
196,184,My Little Pony Friendship Is Magic,69,$3.99,08/08/18,IDW,"8,608"
197,187,TMNT Bebop Rocksteady Hit The Road,1,$3.99,08/01/18,IDW,"8,473"
198,205,Unbeatable Squirrel Girl,35,$3.99,08/08/18,Marvel,"8,406"
199,192,X-O Manowar,18,$3.99,08/29/18,Valiant,"8,276"
200,200,TMNT Bebop Rocksteady Hit The Road,2,$3.99,08/08/18,IDW,"7,738"
201,223,Terminator Sector War,1,$3.99,08/15/18,Dark Horse,"7,626"
202,202,TMNT Bebop Rocksteady Hit The Road,3,$3.99,08/15/18,IDW,"7,622"
203,203,TMNT Bebop Rocksteady Hit The Road,4,$3.99,08/22/18,IDW,"7,620"
204,201,Invader Zim,33,$3.99,08/08/18,Oni,"7,606"
205,222,Disney Pixar Incredibles 2,2,$3.99,08/15/18,Dark Horse,"7,595"
206,204,TMNT Urban Legends,4,$3.99,08/15/18,IDW,"7,563"
207,206,Bloodshot Salvation,12,$3.99,08/08/18,Valiant,"7,545"
208,207,TMNT Bebop Rocksteady Hit The Road,5,$3.99,08/29/18,IDW,"7,533"
209,218,Royal City,14,$3.99,08/22/18,Image,"7,478"
210,208,Star Trek TNG Terra Incognita,2,$3.99,08/15/18,IDW,"7,446"
211,219,Ice Cream Man,6,$3.99,08/15/18,Image,"7,412"
212,179,G.I. Joe a Real American Hero,255,$4.99,08/29/18,IDW,"7,407"
213,182,TMNT Universe,25,$4.99,08/01/18,IDW,"7,316"
214,224,Hey Kids Comics,1,$3.99,08/08/18,Image,"7,269"
215,236,Beasts of Burden,1,$3.99,08/22/18,Dark Horse,"7,235"
216,211,Red Sonja Tarzan,4,$3.99,08/22/18,Dynamite,"7,168"
217,213,Bone Parish,2,$3.99,08/29/18,Boom,"7,114"
218,215,Harbinger Wars 2,4,$3.99,08/29/18,Valiant,"6,981"
219,234,New World,2,$3.99,08/29/18,Image,"6,939"
220,216,Jughead The Hunger,8,$3.99,08/22/18,Archie,"6,918"
221,217,G.I. Joe a Real American Hero,254,$3.99,08/01/18,IDW,"6,808"
222,228,Walk Through Hell,4,$3.99,08/29/18,Aftershock,"6,522"
223,209,Infinity Wars Prime,1,$4.99,07/25/18,Marvel,"6,468"
224,229,My Little Pony Ponyville Mysteries,4,$3.99,08/29/18,IDW,"6,453"
225,246,Venom,4,$3.99,07/25/18,Marvel,"6,370"
226,233,Shadowman,6,$3.99,08/22/18,Valiant,"6,334"
227,231,Strangers In Paradise XXV,5,$3.99,08/08/18,Abstract,"6,333"
228,255,Ninja-K,10,$3.99,08/15/18,Valiant,"6,324"
229,247,Wildstorm Michael Cray,10,$3.99,08/08/18,DC,"6,282"
230,235,Transformers Lost Light,22,$3.99,08/08/18,IDW,"6,269"
231,248,Mage Hero Denied,11,$3.99,08/15/18,Image,"6,224"
232,249,Maestros,7,$3.99,08/08/18,Image,"6,211"
233,220,Robotech,12,$3.99,08/15/18,Titan,"6,189"
234,250,Skyward,5,$3.99,08/15/18,Image,"6,090"
235,251,Stellar,3,$3.99,08/15/18,Image,"6,035"
236,252,BPRD The Devil You Know,9,$3.99,08/08/18,Dark Horse,"6,005"
237,240,Ducktales,11,$3.99,08/22/18,IDW,"5,999"
238,241,Optimus Prime,22,$3.99,08/08/18,IDW,"5,960"
239,226,Venom,1,$4.99,06/20/18,Marvel,"5,879"
240,243,Star Trek Discovery Succession,4,$3.99,08/01/18,IDW,"5,857"
241,254,Witchblade,7,$3.99,08/22/18,Image,"5,841"
242,256,Shanghai Red,3,$3.99,08/22/18,Image,"5,822"
243,307,Scooby Doo Team Up,41,$2.99,08/22/18,DC,"5,804"
244,258,Analog,5,$3.99,08/15/18,Image,"5,788"
245,199,Amazing Spider-Man,1,$5.99,07/11/18,Marvel,"5,787"
246,232,Hillbilly Red Eyed Witchery From Beyond,1,$3.99,08/29/18,Albatross,"5,771"
247,245,Steven Universe Harmony,1,$3.99,08/01/18,Boom,"5,759"
248,259,Curse Words Summer Special,1,$3.99,08/22/18,Image,"5,753"
249,227,Sword Daughter,,$4.99,08/08/18,Dark Horse,"5,701"
250,210,Zombie Tramp Ongoing,51,$4.99,08/29/18,Action Lab,"5,699"
251,238,Street Fighter Summer Sports Special,1,$3.99,08/15/18,Udon,"5,627"
252,272,Britannia Lost Eagles of Rome,2,$3.99,08/22/18,Valiant,"5,626"
253,242,Tank Girl All Stars,3,$3.99,08/29/18,Titan,"5,422"
254,264,Shade The Changing Woman,6,$3.99,08/01/18,DC,"5,414"
255,265,Mother Panic Gotham AD,6,$3.99,08/22/18,DC,"5,383"
256,268,Manifest Destiny,36,$3.99,08/15/18,Image,"5,329"
257,269,Eternity Girl,6,$3.99,08/08/18,DC,"5,326"
258,257,Bubba Ho-Tep & Cosmic Blood-Suckers,2,$3.99,08/01/18,IDW,"5,319"
259,266,Last Siege,3,$3.99,08/01/18,Image,"5,303"
260,239,She Could Fly,2,$4.99,08/08/18,Dark Horse,"5,264"
261,274,Venom,2,$3.99,06/13/18,Marvel,"5,189"
262,261,Dejah Thoris,7,$3.99,08/08/18,Dynamite,"5,124"
263,262,Barbarella,9,$3.99,08/22/18,Dynamite,"5,050"
264,263,Coda,4,$3.99,08/15/18,Boom,"4,981"
265,283,Cosmic Ghost Rider,1,$3.99,07/25/18,Marvel,"4,919"
266,281,Bloodstrike,24,$3.99,08/01/18,Image,"4,911"
267,267,Beyonders,1,$3.99,08/29/18,Aftershock,"4,892"
268,282,Cave Carson Has An Interstellar Eye,6,$3.99,08/15/18,DC,"4,865"
269,280,Outpost Zero,2,$3.99,08/08/18,Image,"4,856"
270,271,Volition,1,$3.99,08/15/18,Aftershock,"4,763"
271,286,Port of Earth,8,$3.99,08/08/18,Image,"4,750"
272,276,Quantum & Woody,9,$3.99,08/22/18,Valiant,"4,616"
273,180,Bartman`S Spectaculary Super Secret Saga,,$7.99,08/15/18,Bongo,"4,610"
274,277,Hot Lunch Special,1,$3.99,08/08/18,Aftershock,"4,569"
275,295,Dead Hand,5,$3.99,08/08/18,Image,"4,564"
276,294,Hack Slash Resurrection,10,$3.99,08/22/18,Image,"4,538"
277,278,Spongebob Comics,83,$3.99,08/08/18,United Plankton,"4,452"
278,353,Scooby Doo Where Are You,94,$2.99,08/15/18,DC,"4,424"
279,284,X-Files Case Files Hoot Goes There,2,$3.99,08/29/18,IDW,"4,403"
280,285,Jughead The Hunger,7,$3.99,08/15/18,Archie,"4,337"
281,310,Usagi Yojimbo,5,$3.99,08/15/18,Dark Horse,"4,326"
282,287,Dark Ark,9,$3.99,08/01/18,Aftershock,"4,294"
283,288,Babyteeth,12,$3.99,08/15/18,Aftershock,"4,289"
284,289,Charlies Angels,3,$3.99,08/08/18,Dynamite,"4,285"
285,290,Dungeons & Dragons Evil At Baldurs Gate,4,$3.99,08/08/18,IDW,"4,273"
286,244,Zombie Tramp Ongoing,50,$4.99,07/18/18,Action Lab,"4,261"
287,315,Blackwood,4,$3.99,08/29/18,Dark Horse,"4,242"
288,291,Relay,2,$3.99,08/08/18,Aftershock,"4,219"
289,273,X-23,1,$4.99,07/11/18,Marvel,"4,218"
290,275,Doctor Who Road to 13th Dr,2,$3.99,08/08/18,Titan,"4,208"
291,293,Nancy Drew,3,$3.99,08/08/18,Dynamite,"4,207"
292,320,Days of Hate,7,$3.99,08/22/18,Image,"4,175"
293,298,Animosity,15,$3.99,08/01/18,Aftershock,"4,115"
294,297,Jeepers Creepers,4,$3.99,08/15/18,Dynamite,"4,084"
295,279,Prisoner,4,$3.99,08/01/18,Titan,"4,075"
296,299,Judge Dredd Under Siege,4,$3.99,08/29/18,IDW,"4,064"
297,270,Captain America,1,$4.99,07/04/18,Marvel,"4,033"
298,304,Ghostbusters Crossing Over,5,$3.99,08/01/18,IDW,"4,022"
299,301,Steven Universe Ongoing,19,$3.99,08/15/18,Boom,"4,014"
300,324,Aphrodite V,2,$3.99,08/22/18,Image,"4,001"
301,312,Transformers Bumblebee Movie Prequel,3,$3.99,08/29/18,IDW,"3,947"
302,311,WWE,20,$3.99,08/15/18,Boom,"3,929"
303,313,Xena,7,$3.99,08/08/18,Dynamite,"3,922"
304,314,Uncle Scrooge,39,$3.99,08/29/18,IDW,"3,903"
305,316,Game of Thrones Clash of Kings,12,$3.99,08/15/18,Dynamite,"3,875"
306,328,Ether Copper Golems,4,$3.99,08/15/18,Dark Horse,"3,865"
307,329,Rumble,6,$3.99,08/15/18,Image,"3,864"
308,318,Dungeons & Dragons Evil At Baldurs Gate,5,$3.99,08/29/18,IDW,"3,851"
309,333,Cyber Force,5,$3.99,08/29/18,Image,"3,789"
310,335,Savage Dragon,237,$3.99,08/08/18,Image,"3,773"
311,321,House Amok,1,$3.99,08/29/18,IDW,"3,770"
312,354,Die Die Die,1,$3.99,07/11/18,Image,"3,761"
313,337,Immortal Hulk,2,$3.99,08/01/18,Marvel,"3,736"
314,300,Grimm Fairy Tales,19,$3.99,08/22/18,Zenescope,"3,686"
315,302,Raid,1,$3.99,08/01/18,Titan,"3,661"
316,323,Uncle Scrooge,38,$3.99,08/08/18,IDW,"3,654"
317,340,Thief of Thieves,39,$3.99,08/01/18,Image,"3,638"
318,339,Wayward,28,$3.99,08/29/18,Image,"3,620"
319,306,Life of Captain Marvel,1,$4.99,07/18/18,Marvel,"3,588"
320,342,Coyotes,5,$3.99,08/15/18,Image,"3,582"
321,346,Eclipse,9,$3.99,08/01/18,Image,"3,558"
322,326,Big Trouble In Little China Old Man Jack,12,$3.99,08/22/18,Boom,"3,550"
323,344,Witchfinder Gates of Heaven,4,$3.99,08/15/18,Dark Horse,"3,547"
324,327,Uber Invasion,15,$3.99,08/01/18,Avatar,"3,527"
325,348,Beauty,22,$3.99,08/08/18,Image,"3,519"
326,214,WWE Attitude Era 2018 Special,1,$7.99,08/01/18,Boom,"3,506"
327,319,Doomsday Clock,1,$4.99,11/22/17,DC,"3,426"
328,349,Justice League Dark,1,$3.99,07/25/18,DC,"3,424"
329,336,Jim Henson Fraggle Rock,4,$3.99,08/29/18,Boom,"3,407"
330,322,Revenge of Wonderland,2,$3.99,08/15/18,Zenescope,"3,368"
331,296,Highest House,6,$4.99,08/01/18,IDW,"3,327"
332,338,Robocop Citizens Arrest,5,$3.99,08/08/18,Boom,"3,310"
333,325,Immortal Hulk,1,$4.99,07/11/18,Marvel,"3,262"
334,317,Doomsday Clock,6,$4.99,07/25/18,DC,"3,252"
335,212,Mega Man Mastermix,3,$7.99,08/22/18,Udon,"3,249"
336,345,Animosity Evolution,7,$3.99,08/08/18,Aftershock,"3,230"
337,347,Betty and Veronica Vixens,9,$3.99,08/22/18,Archie,"3,227"
338,490,Artifact One,0,$1.50,08/22/18,Aspen,"3,202"
339,230,Lumberjanes Midsummer Nights Scheme,1,$7.99,08/08/18,Boom,"3,190"
340,405,Proxima Centauri,3,$2.99,08/15/18,Image,"3,161"
341,332,Voltron Legendary Defender Vol. 3,2,$3.99,08/08/18,Lion Forge,"3,156"
342,330,Doomsday Clock,2,$4.99,12/27/17,DC,"3,115"
343,253,Cinema Purgatorio,15,$6.99,08/15/18,Avatar,"3,110"
344,350,Euthanauts,2,$3.99,08/29/18,IDW,"3,105"
345,361,Tomb Raider Inferno,3,$3.99,08/08/18,Dark Horse,"3,099"
346,351,Lumberjanes,53,$3.99,08/22/18,Boom,"3,092"
347,365,World of Tanks Citadel,4,$3.99,08/08/18,Dark Horse,"3,069"
348,363,Teen Titans,20,$3.99,07/25/18,DC,"3,058"
349,357,Deadpool,2,$3.99,07/04/18,Marvel,"3,011"
350,371,Flavor,4,$3.99,08/15/18,Image,"3,008"
351,355,Fathom Vol. 7,2,$3.99,08/01/18,Aspen,"2,982"
352,370,Halo Collateral Damage,3,$3.99,08/15/18,Dark Horse,"2,972"
353,373,Scales & Scoundrels,11,$3.99,08/01/18,Image,"2,959"
354,260,Marvel Comics Digest,8,$6.99,08/15/18,Archie,"2,951"
355,305,La Muerta Retribution,1,$4.99,08/29/18,Coffin,"2,929"
356,341,Stray Bullets Sunshine & Roses,37,$4.99,08/01/18,Image,"2,919"
357,358,Ruinworld,2,$3.99,08/15/18,Boom,"2,899"
358,376,Wonder Woman,51,$3.99,07/25/18,DC,"2,890"
359,360,Walt Disney Showcase,5,$3.99,08/08/18,IDW,"2,864"
360,381,New Lieutenants of Metal,2,$3.99,08/08/18,Image,"2,847"
361,292,Donald & Mickey Quarterly,,$5.99,08/08/18,IDW,"2,812"
362,352,Doctor Who 7th,3,$3.99,08/01/18,Titan,"2,804"
363,384,Evolution,9,$3.99,08/15/18,Image,"2,772"
364,382,Justice League,4,$3.99,07/18/18,DC,"2,756"
365,356,Penny Dreadful,11,$3.99,08/29/18,Titan,"2,716"
366,374,Walt Disney Showcase,6,$3.99,08/15/18,IDW,"2,693"
367,390,Justice League,2,$3.99,08/08/18,DC,"2,676"
368,387,Crude,5,$3.99,08/15/18,Image,"2,668"
369,377,Lost City Explorers,3,$3.99,08/15/18,Aftershock,"2,662"
370,378,Brothers Dracul,5,$3.99,08/29/18,Aftershock,"2,636"
371,379,Sherlock Holmes Vanishing Man,4,$3.99,08/15/18,Dynamite,"2,621"
372,393,Immortal Hulk,3,$3.99,07/18/18,Marvel,"2,617"
373,362,Mike Hammer,3,$3.99,08/22/18,Titan,"2,609"
374,439,Saga,54,$2.99,07/25/18,Image,"2,607"
375,380,Rockos Modern Life,7,$3.99,08/01/18,Boom,"2,599"
