Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,1,Civil War,7,$2.99,Marvel,"265,886"
2,2,Dark Tower Gunslinger Born,1,$3.99,Marvel,"172,116"
3,3,Amazing Spider-Man,538,$2.99,Marvel,"142,930"
4,4,New Avengers,27,$2.99,Marvel,"130,507"
5,5,Astonishing X-Men,20,$2.99,Marvel,"119,714"
6,7,Wolverine,51,$2.99,Marvel,"97,163"
7,6,Justice,10,$3.50,DC,"94,943"
8,16,52,40,$2.50,DC,"94,677"
9,17,52,41,$2.50,DC,"94,469"
10,19,52,42,$2.50,DC,"94,203"
11,21,52,43,$2.50,DC,"93,488"
12,8,New Avengers Illuminati,2,$2.99,Marvel,"92,864"
13,9,Brave & Bold,1,$2.99,DC,"92,074"
14,10,Civil War Front Line,11,$2.99,Marvel,"89,147"
15,12,Justice Society of America,3,$2.99,DC,"84,341"
16,14,Batman,663,$2.99,DC,"83,152"
17,15,Uncanny X-Men,483,$2.99,Marvel,"82,994"
18,18,Wolverine Origins,11,$2.99,Marvel,"78,886"
19,22,X-Men,196,$2.99,Marvel,"75,693"
20,23,Ultimate Spider-Man,105,$2.99,Marvel,"74,363"
21,26,Wonder Woman,4 (Res),$2.99,DC,"69,847"
22,11,X-Men Annual,1,$3.99,Marvel,"65,557"
23,27,Action Comics,846,$2.99,DC,"64,542"
24,28,Ultimate X-Men,79,$2.99,Marvel,"64,351"
25,29,Thunderbolts,111,$2.99,Marvel,"62,780"
26,13,Action Comics Annual,10,$3.99,DC,"62,763"
27,30,Green Lantern,17,$2.99,DC,"62,006"
28,32,Iron Man,15,$2.99,Marvel,"60,651"
29,33,Sensational Spider-Man,35,$2.99,Marvel,"59,412"
30,20,Eternals,7,$3.99,Marvel,"58,689"
31,34,Superman,659,$2.99,DC,"58,248"
32,35,Black Panther,25,$2.99,Marvel,"56,468"
33,36,Detective Comics,828,$2.99,DC,"55,196"
34,37,Supergirl,14,$2.99,DC,"52,968"
35,38,Punisher War Journal,4,$2.99,Marvel,"52,951"
36,39,Friendly Neighborhood Spider-Man,17,$2.99,Marvel,"52,785"
37,40,Ultimate Fantastic Four,39,$2.99,Marvel,"52,095"
38,41,Ghost Rider Trail of Tears,1,$2.99,Marvel,"49,251"
39,42,Ghost Rider,8,$2.99,Marvel,"48,727"
40,43,Flash Fastest Man Alive,9,$2.99,DC,"47,205"
41,44,Daredevil,94,$2.99,Marvel,"46,765"
42,45,Incredible Hulk,103,$2.99,Marvel,"46,681"
43,31,Spider-Man Reign,3,$3.99,Marvel,"46,041"
44,47,X-Men Phoenix Warsong,5,$2.99,Marvel,"44,569"
45,48,X-23 Target X,3,$2.99,Marvel,"42,125"
46,50,Batman Confidential,3,$2.99,DC,"41,102"
47,51,X-Factor,16,$2.99,Marvel,"38,233"
48,52,Silent War,2,$2.99,Marvel,"37,892"
49,53,New X-Men,35,$2.99,Marvel,"37,136"
50,54,Newuniversal,3,$2.99,Marvel,"36,529"
51,24,Superman Batman Vs Aliens Predators,2,$5.99,DC,"36,113"
52,25,Shazam Monster Society of Evil,1,$5.99,DC,"35,963"
53,55,Immortal Iron Fist,3,$2.99,Marvel,"35,647"
54,56,Green Lantern Corps,9,$2.99,DC,"34,890"
55,57,Trials of Shazam,5,$2.99,DC,"34,608"
56,46,Annihilation Heralds of Galactus,0,$3.99,Marvel,"34,541"
57,58,Star Wars Legacy,8,$2.99,Dark Horse,"33,527"
58,59,Fantastic Four End,5,$2.99,Marvel,"33,319"
59,60,Ion,11,$2.99,DC,"33,036"
60,61,Outsiders,45,$2.99,DC,"32,970"
61,62,Punisher,44,$2.99,Marvel,"32,945"
62,63,Nightwing,129,$2.99,DC,"32,645"
63,65,Exiles,91,$2.99,Marvel,"31,706"
64,66,Green Arrow,71,$2.99,DC,"31,465"
65,67,Supergirl & Legion of Super Heroes,27,$2.99,DC,"31,381"
66,68,Ms Marvel,12,$2.99,Marvel,"30,758"
67,69,New Excalibur,16,$2.99,Marvel,"30,350"
68,70,New Excalibur,17,$2.99,Marvel,"30,068"
69,71,Squadron Supreme Hyperion Vs Nighthawk,2,$2.99,Marvel,"29,361"
70,73,Birds of Prey,103,$2.99,DC,"28,321"
71,74,Robin,159,$2.99,DC,"28,205"
72,76,She-Hulk 2,16,$2.99,Marvel,"27,956"
73,78,Cable Deadpool,37,$2.99,Marvel,"26,584"
74,79,Doctor Strange Oath,5,$2.99,Marvel,"25,661"
75,80,Conan,37,$2.99,Dark Horse,"25,528"
76,81,Spirit,3,$2.99,DC,"25,511"
77,82,Y The Last Man,54,$2.99,DC,"25,270"
78,49,Spider-Man Family,1,$4.99,Marvel,"25,220"
79,83,Runaways,24,$2.99,Marvel,"25,212"
80,84,X-Men First Class,6,$2.99,Marvel,"25,120"
81,85,Midnighter,4,$2.99,DC,"24,788"
82,87,Heroes For Hire,7,$2.99,Marvel,"24,472"
83,64,Punisher Presents Barracuda Max,1,$3.99,Marvel,"23,881"
84,89,Astro City Dark Age Bk Two,2,$2.99,DC,"23,407"
85,90,Star Wars Knights of Old Republic,14,$2.99,Dark Horse,"23,391"
86,92,Martian Manhunter,7,$2.99,DC,"22,850"
87,93,JSA Classified,23,$2.99,DC,"22,725"
88,94,Thunderbolts Presents Zemo Born Better,1,$2.99,Marvel,"22,675"
89,95,Iron Man Hypervelocity,2,$2.99,Marvel,"22,518"
90,96,Helmet of Fate Sargon Sorcerer,1,$2.99,DC,"22,426"
91,97,Gen 13,5,$2.99,DC,"22,418"
92,98,JLA Classified,34,$2.99,DC,"22,343"
93,99,Red Sonja,19,$2.99,Dynamic,"22,318"
94,100,JLA Classified,35,$2.99,DC,"21,994"
95,101,Helmet of Fate Black Alice,1,$2.99,DC,"21,952"
96,104,Powers,23,$2.95,Marvel,"21,935"
