Units,Dollars,Comic-book Title,Issue,Price,On sale,Publisher,Est. units
114,140,Spawn,281,$2.99,01/03/18,Image,"19,059"
115,116,Batgirl,19,$3.99,01/24/18,DC,"18,887"
116,117,Deathstroke,27,$3.99,01/03/18,DC,"18,746"
117,118,Wonder Woman Conan,5,$3.99,01/17/18,DC,"18,281"
118,105,Shadow Batman,4,$3.99,01/03/18,Dynamite,"18,190"
119,120,Batman Beyond,16,$3.99,01/24/18,DC,"17,946"
120,91,Inhumans Judgment Day,1,$4.99,01/24/18,Marvel,"17,943"
121,121,Tales of Suspense,101,$3.99,01/31/18,Marvel,"17,921"
122,122,Jessica Jones,16,$3.99,01/31/18,Marvel,"17,658"
123,441,Supergirl,16,$3.99,12/13/17,DC,"17,642"
124,123,Batwoman,11,$3.99,01/17/18,DC,"17,183"
125,124,Wild Storm,11,$3.99,01/24/18,DC,"17,152"
126,127,Kill or Be Killed,15,$3.99,01/17/18,Image,"16,545"
127,128,Deadman,3,$3.99,01/10/18,DC,"16,469"
128,131,Spirits of Vengeance,4,$3.99,01/17/18,Marvel,"16,460"
129,102,Deathstroke Annual,1,$4.99,01/31/18,DC,"16,342"
130,133,She-Hulk,161,$3.99,01/10/18,Marvel,"16,206"
131,132,Batgirl and the Birds of Prey,18,$3.99,01/10/18,DC,"16,071"
132,134,Ben Reilly Scarlet Spider,13,$3.99,01/31/18,Marvel,"15,704"
133,135,Doom Patrol,10,$3.99,01/24/18,DC,"15,504"
134,114,Monstress,13,$4.99,01/24/18,Image,"15,007"
135,129,Star Wars Adventures Forces of Destiny Leia,,$3.99,01/03/18,IDW,"14,937"
136,138,Ms. Marvel,26,$3.99,01/10/18,Marvel,"14,872"
137,139,Iron Fist,76,$3.99,01/03/18,Marvel,"14,756"
138,141,Runaways,5,$3.99,01/10/18,Marvel,"14,103"
139,136,Star Wars Adventures Forces of Destiny Rey,,$3.99,01/10/18,IDW,"13,505"
140,144,Hellblazer,18,$3.99,01/24/18,DC,"13,457"
141,125,Doomsday Clock,2,$4.99,12/27/17,DC,"13,366"
142,130,Star Wars Adventures,6,$3.99,01/17/18,IDW,"13,361"
143,146,Outcast By Kirkman & Azaceta,33,$3.99,01/31/18,Image,"13,192"
144,149,Gwenpool,24,$3.99,01/10/18,Marvel,"13,109"
145,151,Generation X,86,$3.99,01/17/18,Marvel,"12,959"
146,154,Southern Bastards,19,$3.99,01/24/18,Image,"12,466"
147,143,Star Wars Adventures Forces of Destiny Ahsoka & Padme,,$3.99,01/24/18,IDW,"12,464"
148,119,Mystik U,2,$5.99,01/31/18,DC,"12,253"
149,145,Star Wars Adventures Forces of Destiny Hera ,,$3.99,01/17/18,IDW,"12,214"
150,156,Captain Marvel,128,$3.99,01/31/18,Marvel,"12,201"
151,155,Scooby Apocalypse,21,$3.99,01/10/18,DC,"12,072"
152,157,Hawkeye,14,$3.99,01/03/18,Marvel,"12,067"
153,159,Black Bolt,9,$3.99,01/03/18,Marvel,"11,994"
154,147,TMNT,78,$3.99,01/10/18,IDW,"11,930"
155,150,Star Wars Adv Forces of Destiny Rose & Paige,,$3.99,01/31/18,IDW,"11,793"
156,148,Rick & Morty,34,$3.99,01/31/18,Oni,"11,741"
157,153,Mighty Morphin Power Rangers,23,$3.99,01/17/18,Boom,"11,383"
158,202,Demon Hell Is Earth,3,$2.99,01/24/18,DC,"11,337"
159,161,Falcon,4,$3.99,01/31/18,Marvel,"11,296"
160,162,Iceman,9,$3.99,01/03/18,Marvel,"11,282"
161,163,Superwoman,18,$3.99,01/10/18,DC,"10,921"
162,210,Injustice 2,17,$2.99,01/03/18,DC,"10,916"
163,164,Exit Stage Left The Snagglepuss Chronicles,1,$3.99,01/03/18,DC,"10,912"
164,213,Bombshells United,9,$2.99,01/03/18,DC,"10,678"
165,214,Injustice 2,18,$2.99,01/17/18,DC,"10,662"
166,217,Bombshells United,10,$2.99,01/17/18,DC,"10,467"
167,220,Ragman,4,$2.99,01/10/18,DC,"10,341"
168,160,Strangers In Paradise XXV,1,$3.99,01/17/18,Abstract,"10,282"
169,168,Future Quest Presents,6,$3.99,01/17/18,DC,"10,279"
170,167,Days of Hate,1,$3.99,01/17/18,Image,"10,195"
171,170,New Super Man,19,$3.99,01/10/18,DC,"10,069"
172,173,Quantum & Woody,2*,$3.99,01/31/18,Valiant,"9,738"
173,178,Motherlands,1,$3.99,01/31/18,DC,"9,711"
174,197,X-O Manowar,11,$3.99,01/24/18,Valiant,"9,670"
175,183,Unbeatable Squirrel Girl,28,$3.99,01/10/18,Marvel,"9,655"
176,179,Sex Criminals,21,$3.99,01/24/18,Image,"9,623"
177,185,Luke Cage,169,$3.99,01/24/18,Marvel,"9,585"
178,177,Redneck,9,$3.99,01/24/18,Image,"9,580"
179,181,Sherlock Frankenstein & Legion of Evil,4,$3.99,01/24/18,Dark Horse,"9,497"
180,187,Marvels Avengers Infinity War Prelude,1,$3.99,01/24/18,Marvel,"9,486"
181,158,Black Science,34,$4.99,01/24/18,Image,"9,471"
182,180,Ice Cream Man,1,$3.99,01/17/18,Image,"9,454"
183,172,Ninja-K,3,$3.99,01/24/18,Valiant,"9,396"
184,169,Barbarella,2,$3.99,01/10/18,Dynamite,"9,267"
185,189,Rat Queens,7,$3.99,01/03/18,Image,"9,210"
186,194,Astro City,50,$3.99,01/31/18,DC,"9,179"
187,171,Red Sonja,12,$3.99,01/17/18,Dynamite,"9,106"
188,193,Realm,5,$3.99,01/31/18,Image,"9,019"
189,196,Black Lightning Cold Dead Hands,3,$3.99,01/03/18,DC,"9,014"
190,175,Ninjak Vs. Vu,1,$3.99,01/10/18,Valiant,"8,927"
191,215,Koshchei The Deathless,1,$3.99,01/03/18,Dark Horse,"8,909"
192,165,Batman Annual,2,$4.99,01/03/18,DC,"8,839"
193,176,My Little Pony Friendship Is Magic,62,$3.99,01/31/18,IDW,"8,839"
194,198,Blue Beetle,17,$3.99,01/24/18,DC,"8,712"
195,199,Cyborg,20,$3.99,01/03/18,DC,"8,699"
196,246,Gotham City Garage,7,$2.99,01/10/18,DC,"8,692"
197,182,Bloodshot Salvation,5,$3.99,01/10/18,Valiant,"8,676"
198,249,Gotham City Garage,8,$2.99,01/24/18,DC,"8,603"
199,200,Black Magick,10,$3.99,01/24/18,Image,"8,597"
200,188,Go Go Power Rangers,6,$3.99,01/24/18,Boom,"8,520"
201,186,Eternity,4,$3.99,01/31/18,Valiant,"8,487"
202,201,Witchblade,2,$3.99,01/10/18,Image,"8,445"
203,203,Batman White Knight,3,$3.99,01/17/18,DC,"8,434"
204,190,Invader Zim,27,$3.99,01/24/18,Oni,"8,393"
205,204,Wildstorm Michael Cray,4,$3.99,01/10/18,DC,"8,373"
206,191,Jughead The Hunger,3,$3.99,01/24/18,Archie,"8,337"
207,211,Secret Warriors,12,$3.99,01/10/18,Marvel,"8,305"
208,192,Archie,27,$3.99,01/10/18,Archie,"8,288"
209,207,Jetsons,3,$3.99,01/03/18,DC,"8,273"
210,206,Royal City,9,$3.99,01/10/18,Image,"8,238"
211,195,Jim Henson Power of Dark Crystal,10,$3.99,01/10/18,Boom,"8,195"
212,174,Star Trek Discovery,2*,$3.99,01/24/18,IDW,"8,049"
213,184,Robotech,6,$3.99,01/17/18,Titan,"7,847"
214,166,TMNT Universe,18,$4.99,01/03/18,IDW,"7,773"
215,224,Teen Titans,12,$3.99,01/24/18,DC,"7,593"
216,222,Dissonance,1,$3.99,01/24/18,Image,"7,569"
217,209,BSG Vs. BSG,1,$3.99,01/10/18,Dynamite,"7,468"
218,240,Maestros,4,$3.99,01/24/18,Image,"7,434"
219,227,America,11,$3.99,01/17/18,Marvel,"7,388"
220,205,Hungry Ghosts,1*,$3.99,01/31/18,Dark Horse,"7,359"
221,219,My Little Pony Legends of Magic,10,$3.99,01/24/18,IDW,"7,035"
222,221,Bettie Page,7,$3.99,01/24/18,Dynamite,"6,973"
223,223,G.I. Joe a Real American Hero,247,$3.99,01/10/18,IDW,"6,924"
224,231,Mage Hero Denied,5,$3.99,01/17/18,Image,"6,875"
225,236,Dark Nights Metal,2,$3.99,10/11/17,DC,"6,845"
226,233,Further Adv of Nick Wilson,1,$3.99,01/17/18,Image,"6,813"
227,225,Kong On Planet of Apes,3,$3.99,01/17/18,Boom,"6,780"
228,235,Port of Earth,3,$3.99,01/10/18,Image,"6,759"
229,226,Ducktales,5,$3.99,01/24/18,IDW,"6,740"
230,243,Moon Girl and Devil Dinosaur,27,$3.99,01/31/18,Marvel,"6,689"
231,242,Batman The Red Death,1,$3.99,01/24/18,DC,"6,688"
232,239,Kingsman Red Diamond,5,$3.99,01/10/18,Image,"6,656"
233,245,Dark Nights Metal,3,$3.99,01/17/18,DC,"6,615"
234,290,Scooby Doo Team Up,34,$2.99,01/24/18,DC,"6,610"
235,241,Extremity,10,$3.99,01/03/18,Image,"6,577"
236,212,Star Trek Boldly Go,16*,$3.99,01/31/18,IDW,"6,564"
237,250,Secret Weapons,0,$3.99,01/03/18,Valiant,"6,554"
238,251,Batman The Dawnbreaker,1,$3.99,01/24/18,DC,"6,485"
239,218,Dark Nights Metal,1,$4.99,01/17/18,DC,"6,346"
240,230,Shadow,6,$3.99,01/24/18,Dynamite,"6,283"
241,254,Monsters Unleashed,10,$3.99,01/17/18,Marvel,"6,264"
242,216,Doomsday Clock,1,$4.99,12/27/17,DC,"6,241"
243,237,Transformers Lost Light,13,$3.99,01/24/18,IDW,"6,144"
244,258,Batman The Murder Machine,1,$3.99,01/24/18,DC,"6,137"
245,238,Sheena,5,$3.99,01/17/18,Dynamite,"6,109"
246,256,Rose,7,$3.99,01/10/18,Image,"6,047"
247,244,James Bond The Body,1,$3.99,01/17/18,Dynamite,"5,949"
248,228,Transformers Vs. The Visionaries,1*,$3.99,01/03/18,IDW,"5,929"
249,247,Simpsons Comics,242,$3.99,01/17/18,Bongo,"5,879"
250,229,30 Days of Night,2*,$3.99,01/24/18,IDW,"5,842"
251,260,Manifest Destiny,33,$3.99,01/24/18,Image,"5,816"
252,252,Planet of the Apes Ursus,1,$3.99,01/03/18,Boom,"5,788"
253,262,Rumble,2,$3.99,01/17/18,Image,"5,732"
254,234,Dark Ark,5,$3.99,01/31/18,Aftershock,"5,672"
255,255,Optimus Prime,15,$3.99,01/17/18,IDW,"5,622"
256,265,Birthright,29,$3.99,01/03/18,Image,"5,617"
257,271,Batman the Merciless,1,$3.99,01/24/18,DC,"5,580"
258,266,Evolution,3,$3.99,01/17/18,Image,"5,558"
259,270,Imaginary Fiends,3,$3.99,01/24/18,DC,"5,554"
260,1046,Head Lopper,8,$5.99,12/20/17,Image,"5,553"
261,259,Betty and Veronica Vixens,3,$3.99,01/24/18,Archie,"5,435"
262,248,Babyteeth,7,$3.99,01/03/18,Aftershock,"5,369"
263,277,Batman The Drowned,1,$3.99,01/24/18,DC,"5,358"
264,152,Mega Man Mastermix,1,$7.99,01/24/18,Udon,"5,333"
265,264,Jim Henson Storyteller Fairies,2,$3.99,01/17/18,Boom,"5,316"
266,278,Hack Slash Resurrection,4,$3.99,01/31/18,Image,"5,230"
267,279,Coyotes,3,$3.99,01/10/18,Image,"5,192"
268,263,Abbott,1,$3.99,01/24/18,Boom,"5,175"
269,285,Sleepless,2,$3.99,01/10/18,Image,"5,093"
270,253,Batman Lost,1,$4.99,01/24/18,DC,"5,048"
271,287,Slots,4,$3.99,01/10/18,Image,"5,029"
272,257,Sword of Ages,2*,$3.99,01/10/18,IDW,"4,990"
273,291,Dastardly and Muttley,5,$3.99,01/03/18,DC,"4,942"
274,269,Vinegar Teeth,1*,$3.99,01/24/18,Dark Horse,"4,916"
275,274,Rockos Modern Life,2,$3.99,01/10/18,Boom,"4,915"
276,294,God Complex,4,$3.99,01/31/18,Image,"4,881"
277,296,Paradiso,2,$3.99,01/10/18,Image,"4,850"
278,261,Animosity,12,$3.99,01/31/18,Aftershock,"4,824"
279,276,Hack Slash Vs. Vampirella,4,$3.99,01/10/18,Dynamite,"4,819"
280,298,Gravediggers Union,3,$3.99,01/03/18,Image,"4,811"
281,268,Sex Criminals,21,$4.69,01/24/18,Image,"4,714"
282,6567,Avengers,678,$3.99,01/31/18,Marvel,"4,694"
283,280,Steven Universe,12,$3.99,01/24/18,Boom,"4,694"
284,232,X-Men Grand Design,1,$5.99,12/20/17,Marvel,"4,680"
285,284,Archies,4,$3.99,01/10/18,Archie,"4,648"
286,304,Crosswind,6,$3.99,01/03/18,Image,"4,640"
287,267,Gears of War Rise of Raam,1*,$3.99,01/24/18,IDW,"4,560"
288,323,Tarot Witch of the Black Rose,108,$2.95,01/31/18,Broadsword,"4,534"
289,275,Street Fighter Vs. Darkstalkers,8,$3.99,01/31/18,Udon,"4,491"
290,272,Ghostbusters Answer The Call,2*,$3.99,01/03/18,IDW,"4,484"
291,308,Dark Nights Metal,4,$3.99,12/20/17,DC,"4,468"
292,292,Riverdale,10,$3.99,01/31/18,Archie,"4,466"
293,293,WWE,13,$3.99,01/17/18,Boom,"4,451"
294,309,Batman White Knight,2,$3.99,01/17/18,DC,"4,438"
295,297,Big Trouble In Little China Old Man Jack,5,$3.99,01/31/18,Boom,"4,421"
296,302,Grass Kings,11,$3.99,01/10/18,Boom,"4,305"
297,281,Jimmys Bastards,6,$3.99,01/17/18,Aftershock,"4,287"
298,282,Animosity Evolution,3,$3.99,01/03/18,Aftershock,"4,278"
299,300,Judas,2,$3.99,01/10/18,Boom,"4,269"
300,303,Spongebob Comics,76,$3.99,01/10/18,United Plankton,"4,246"
301,286,Grimm Fairy Tales,11,$3.99,01/24/18,Zenescope,"4,237"
302,311,Regression,6,$3.99,01/24/18,Image,"4,234"
303,283,Assassinistas,2*,$3.99,01/17/18,IDW,"4,203"
304,327,Jenny Finn,3,$3.99,01/17/18,Dark Horse,"4,196"
305,288,Pestilence,6,$3.99,01/10/18,Aftershock,"4,180"
306,321,Copperhead,18,$3.99,01/17/18,Image,"4,095"
307,365,Scooby Doo Where Are You,89,$2.99,01/10/18,DC,"4,002"
308,324,Beauty,19,$3.99,01/31/18,Image,"3,998"
309,325,Dark Fang,3,$3.99,01/17/18,Image,"3,965"
310,310,Samurai Jack Quantum Jack,4,$3.99,01/31/18,IDW,"3,925"
311,301,Goosebumps Monsters At Midnight,2*,$3.99,01/03/18,IDW,"3,880"
312,335,Batman White Knight,1,$3.99,01/17/18,DC,"3,859"
313,305,Minky Woodcock Girl Who Handcuffed Houdini,2,$3.99,01/03/18,Titan,"3,837"
314,315,Will Eisner Spirit Corpse Makers,5,$3.99,01/17/18,Dynamite,"3,829"
315,333,Gasolina,5,$3.99,01/24/18,Image,"3,808"
316,306,Rom & The Micronauts,2*,$3.99,01/24/18,IDW,"3,777"
317,337,Bonehead,2,$3.99,01/31/18,Image,"3,757"
318,320,Uber Invasion,11,$3.99,01/31/18,Avatar,"3,747"
319,208,WWE Royal Rumble 2018 Special,1,$7.99,01/10/18,Boom,"3,727"
320,307,Van Helsing Vs. Robyn Hood,1,$3.99,01/03/18,Zenescope,"3,693"
321,322,Mech Cadet Yu,5,$3.99,01/10/18,Boom,"3,679"
322,366,Cosmo,1,$2.99,01/03/18,Archie,"3,626"
323,326,Adventure Time,72,$3.99,01/03/18,Boom,"3,610"
324,341,No 1 With a Bullet,3,$3.99,01/03/18,Image,"3,578"
325,351,Joe Golem Occult Detective Outer Dark,5,$3.99,01/31/18,Dark Horse,"3,576"
326,343,Youngblood,8,$3.99,01/10/18,Image,"3,553"
327,331,Amory Wars Good Apollo,10,$3.99,01/31/18,Boom,"3,542"
328,332,Lumberjanes,46,$3.99,01/24/18,Boom,"3,522"
329,312,Robyn Hood The Curse,1,$3.99,01/17/18,Zenescope,"3,508"
330,313,Doctor Who 10th Year Three,13,$3.99,01/31/18,Titan,"3,498"
331,319,Space Riders Galaxy of Brutality,4,$3.99,01/31/18,Black Mask,"3,450"
332,317,Pacific Rim Aftermath,1,$3.99,01/17/18,LEG,"3,448"
333,348,Moonstruck,5,$3.99,01/24/18,Image,"3,400"
334,352,Scales & Scoundrels,5,$3.99,01/03/18,Image,"3,310"
335,354,Ruff & Reddy Show,4,$3.99,01/24/18,DC,"3,308"
336,328,Galaktikon,4,$3.99,01/31/18,Albatross,"3,271"
337,329,Doctor Who 12th Year Three,11,$3.99,01/03/18,Titan,"3,265"
338,330,Doctor Who 11th Year Three,13,$3.99,01/10/18,Titan,"3,260"
339,356,Warframe,3,$3.99,01/24/18,Image,"3,223"
340,485,Street Fighter Reloaded,5,$.99,01/17/18,Udon,"3,209"
341,334,Penny Dreadful,8,$3.99,01/03/18,Titan,"3,191"
342,336,Belle Beast Hunter,1,$3.99,01/17/18,Zenescope,"3,157"
343,345,Kid Lobotomy,4,$3.99,01/24/18,IDW,"3,148"
344,358,Void Trip,3,$3.99,01/31/18,Image,"3,124"
345,349,Rugrats,4,$3.99,01/17/18,Boom,"3,108"
346,676,Star Wars Shattered Empire,2,$3.99,10/07/15,Marvel,"3,100"
347,347,Adventure Time Regular Show,6,$3.99,01/10/18,Boom,"3,091"
348,362,Stray Bullets Sunshine & Roses,31,$3.99,01/10/18,Image,"3,087"
349,360,Family Trade,4,$3.99,01/17/18,Image,"3,064"
350,364,Dept H,22,$3.99,01/24/18,Dark Horse,"3,047"
351,316,Dollface,12,$4.99,01/24/18,Action Lab,"3,038"
352,369,Thanos,13,$3.99,11/22/17,Marvel,"3,030"
353,371,Marvel Two-In-One,1,$3.99,12/20/17,Marvel,"2,986"
354,383,Giants,2,$3.99,01/03/18,Dark Horse,"2,955"
355,342,Judge Dredd Blessed Earth,8*,$3.99,01/24/18,IDW,"2,938"
356,381,Amazing Spider-Man,792,$3.99,01/17/18,Marvel,"2,927"
357,494,Street Fighter Reloaded,6,$.99,01/24/18,Udon,"2,926"
358,376,Eternal Empire,6,$3.99,01/10/18,Image,"2,920"
359,344,Backways,2,$3.99,01/24/18,Aftershock,"2,880"
360,378,Empowered & Sistah Spookys High School Hell,2,$3.99,01/24/18,Dark Horse,"2,879"
361,299,Walt Disney Comics & Stories,741,$5.99,01/31/18,IDW,"2,863"
362,346,Underdog 1975,,$3.99,01/03/18,American Mythology,"2,853"
363,350,Watchvark,1,$4.00,01/03/18,AAR,"2,762"
364,412,Looney Tunes,241,$2.99,01/24/18,DC,"2,761"
365,368,Adventure Time Comics,19,$3.99,01/17/18,Boom,"2,754"
366,370,Fence,3,$3.99,01/17/18,Boom,"2,743"
367,355,Stabbity Bunny,1,$3.99,01/10/18,Scout,"2,716"
368,469,Go West,1,$1.50,01/17/18,Alterna,"2,707"
369,373,Powerpuff Girls Bureau of Bad,3,$3.99,01/31/18,IDW,"2,693"
370,388,Black Cloud,7,$3.99,01/24/18,Image,"2,691"
371,386,Angelic,5,$3.99,01/17/18,Image,"2,690"
372,357,Captain America,695,$3.99,12/06/17,Marvel,"2,663"
373,705,Star Wars Lando,2,$3.99,08/12/15,Marvel,"2,654"
374,379,Lola XOXO Vol. 2,6,$3.99,01/10/18,Aspen,"2,606"
375,359,Monstro Mechanica,2,$3.99,01/10/18,Aftershock,"2,601"
376,361,Reactor,2,$3.99,01/31/18,Vault,"2,553"
377,395,Rock Candy Mountain,7,$3.99,01/03/18,Image,"2,537"
378,367,Captain Kronos,4,$3.99,01/03/18,Titan,"2,511"
379,273,Frankenstein Alive Trio,,$7.99,01/24/18,IDW,"2,470"
380,387,Librarians,3,$3.99,01/17/18,Dynamite,"2,462"
381,339,Postal,25,$5.99,01/24/18,Image,"2,413"
382,380,Diablo House,3*,$3.99,01/17/18,IDW,"2,326"
383,402,American Way Those Above and Below,5,$3.99,01/03/18,DC,"2,315"
