Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,-,Uncanny X-Men,391,$2.25,Marvel,"102,428"
2,-,X-Men,111,$2.25,Marvel,"99,712"
3,-,Ultimate X-Men,3,$2.25,Marvel,"98,927"
4,-,Ultimate Marvel Spider-Man & Wolverine,1,$2.99,Marvel,"95,298"
5,-,Battle Chasers,8,$2.50,DC,"86,874"
6,-,Green Arrow,1,$2.50,DC,"85,046"
7,-,Wolverine,161,$2.25,Marvel,"73,631"
8,-,JLA,51,$2.25,DC,"72,825"
9,-,Avengers,39,$1.99,Marvel,"65,558"
10,-,Ultimate Spider-Man,6,$2.25,Marvel,"65,344"
11,-,Daredevil (resolicited),17,$2.99,Marvel,"62,453"
12,-,Spawn,107,$2.50,Image,"61,689"
13,-,Rising Stars,14,$2.50,Image,"51,900"
14,-,Fantastic Four,40,$2.25,Marvel,"51,789"
15,-,Universe X,7 ,$3.50,Marvel,"48,610"
16,-,Amazing Spider-Man,28,$2.25,Marvel,"48,559"
17,-,Peter Parker Spider-Man,28,$2.25,Marvel,"45,496"
18,-,Batman,588,$2.25,DC,"42,896"
19,-,Thor,34,$2.25,Marvel,"42,643"
20,-,Superman,167,$2.25,DC,"41,897"
21,-,Tomb Raider,11,$2.50,Image,"41,845"
22,-,Aphrodite Ix,3,$2.50,Image,"41,614"
23,-,Detective Comics,755,$2.50,DC,"41,142"
24,-,Midnight Nation,5,$2.50,Image,"40,777"
25,-,X-Men Forever,4 ,$3.50,Marvel,"40,743"
26,-,Iron Man,39,$2.25,Marvel,"40,636"
27,-,Captain America,40,$2.25,Marvel,"40,550"
28,-,Defenders,2,$2.25,Marvel,"40,430"
29,-,X-Force,113,$2.25,Marvel,"39,996"
30,-,Batgirl,13,$2.50,DC,"39,503"
31,-,Authority,23,$2.50,DC,"39,362"
32,-,Daredevil Spider-Man,4 ,$2.99,Marvel,"38,834"
33,-,Action Comics,776,$2.25,DC,"38,512"
34,-,Mutant X,30,$2.25,Marvel,"38,504"
35,-,JSA,21,$2.50,DC,"38,422"
36,-,Nightwing,54,$2.25,DC,"37,706"
37,-,Hulk Smash,2 ,$2.99,Marvel,"37,680"
38,-,Cable,90,$2.25,Marvel,"37,384"
39,-,Thunderbolts,49,$2.25,Marvel,"37,315"
40,-,Adventures of Superman,589,$2.25,DC,"37,251"
41,-,No Honor,1,$2.50,Image,"37,118"
42,-,Superman The Man of Steel,111,$2.25,DC,"36,938"
43,-,Incredible Hulk,25 ,$2.99,Marvel,"36,874"
44,-,Generation X,74,$2.25,Marvel,"36,668"
45,-,Green Lantern,135,$2.25,DC,"36,123"
46,-,Monarchy,1,$2.50,DC,"35,733"
47,-,Harley Quinn,5,$2.25,DC,"35,501"
48,-,Batman Gotham Knights,14,$2.50,DC,"35,492"
49,-,Spider-Man Lifeline,1 ,$2.99,Marvel,"35,051"
50,-,X-Men Blink,3 ,$2.99,Marvel,"34,703"
51,-,Batman Legends of the Dark Knight,140,$2.25,DC,"34,214"
52,-,Marvel Knights,10,$2.99,Marvel,"33,828"
53,-,Crimson,24,$3.50,DC,"33,451"
54,-,Spider-Man Lifeline,2 ,$2.99,Marvel,"33,124"
55,-,X-Man,74,$2.25,Marvel,"32,751"
56,-,Spectre,2,$2.50,DC,"32,678"
57,-,Gambit & Bishop Sons of the Atom,3 ,$2.25,Marvel,"31,649"
58,-,Gambit & Bishop Sons of the Atom,4 ,$2.25,Marvel,"31,396"
59,-,Top Ten (resolicited),11,$2.95,DC,"31,078"
60,-,Titans,26,$2.50,DC,"30,860"
61,-,Darkness,38,$2.50,Image,"29,723"
62,-,Flash,171,$2.25,DC,"29,663"
63,-,Excalibur Sword of Power,3 ,$2.99,Marvel,"28,895"
64,-,X-Men The Hidden Years,17,$2.50,Marvel,"28,354"
65,-,Robin,87,$2.25,DC,"28,041"
66,-,Witchblade Alien Darkness Predator Mindhunter,3 ,$2.99,Dark Horse,"27,938"
67,-,Young Justice,30,$2.50,DC,"26,926"
68,-,Wonder Woman,167,$2.25,DC,"26,703"
69,-,Spider-Girl,31,$2.25,Marvel,"25,429"
70,-,Birds of Prey,28,$2.50,DC,"25,403"
71,-,Batman Hollywood Knight,1 ,$2.50,DC,"25,296"
72,-,Captain Marvel,16,$2.50,Marvel,"25,047"
73,-,Deadpool,51,$2.25,Marvel,"24,674"
74,-,Promethea,13,$2.95,DC,"24,532"
75,-,Catwoman,91,$2.25,DC,"24,464"
76,-,Hellspawn,7,$2.50,Image,"23,958"
77,-,Steampunk (resolicited),7,$2.50,DC,"23,777"
78,-,Star Wars,27,$2.99,Dark Horse,"23,481"
79,-,Fantastic Four Big Town,4  ,$3.50,Marvel,"23,203"
80,-,Superboys Legion,1,$5.95,DC,"22,975"
81,-,Gen 13,62,$2.50,DC,"22,919"
82,-,Starman,76,$2.50,DC,"22,868"
83,-,Superman President Luthor Secret Files,1,$4.95,DC,"22,087"
84,-,Supergirl,55,$2.25,DC,"22,066"
85,-,Mystic,9,$2.95,Crossgen,"21,894"
86,-,Fantastic Four Worlds Greatest Comic Mag,3 ,$2.99,Marvel,"21,538"
87,-,Crossgen Chronicles,2,$3.95,Crossgen,"20,989"
88,-,Black Panther,29,$2.50,Marvel,"20,672"
89,-,First,4,$2.95,Crossgen,"20,642"
90,-,Sam and Twitch,19,$2.50,Image,"20,251"
91,-,Legion Lost,12 ,$2.50,DC,"20,178"
92,-,Wildcats Vol. 2,20,$2.50,DC,"19,921"
93,-,Spawn The Dark Ages,24,$2.50,Image,"19,814"
94,-,Scion,9,$2.95,Crossgen,"19,479"
95,-,Legends of the DC Universe,39,$2.50,DC,"19,398"
96,-,Silke,2,$2.99,Dark Horse,"19,368"
97,-,Hitman,60,$3.95,DC,"19,145"
98,-,Hellblazer,159,$2.50,DC,"19,115"
99,-,Buffy The Vampire Slayer,30,$2.99,Dark Horse,"18,973"
100,-,Butcher Knight (resolicited),3,$2.50,Image,"18,943"
101,-,Superboy,85,$2.25,DC,"18,930"
102,-,Transmetropolitan,43,$2.50,DC,"18,870"
103,-,Azrael Agent of the Bat,75,$3.95,DC,"18,321"
104,-,Tomorrow Stories,10,$2.95,DC,"18,300"
105,-,Meridian,9,$2.95,Crossgen,"18,154"
106,-,Sigil,9,$2.95,Crossgen,"18,149"
107,-,Darkchylde Redemption,1,$2.95,Dark Horse,"18,012"
108,-,Vampi,7 Reg Ed,$2.95,Harris,"17,635"
109,-,Buffy The Vampire Slayer Lovers Walk,,$2.99,Dark Horse,"17,536"
110,-,Fantastic Four The Fantastic Fourth Voyage of Sinbad,,$5.95,Marvel,"17,472"
111,-,Martian Manhunter,29,$2.50,DC,"17,141"
112,-,Savage Dragon,84,$2.95,Image,"17,081"
113,-,Lady Death Love Bites,1,$2.99,Chaos,"16,494"
114,-,Lucifer,11,$2.50,DC,"16,090"
115,-,100 Bullets,21,$2.50,DC,"15,696"
116,-,Sailor Moon,28,$2.95,Tokyopop,"15,576"
117,-,Names of Magic,3 ,$2.50,DC,"15,468"
118,-,Zero Girl,3 ,$2.95,DC,"15,074"
119,-,Star Wars Underworld,3  ,$2.99,Dark Horse,"15,027"
120,-,Orion,11,$2.50,DC,"14,876"
121,-,Simpsons Comics,55,$2.50,Bongo,"14,864"
122,-,Star Wars Qui Gon & Obi Wan Lsoom,2  ,$2.99,Dark Horse,"14,675"
123,-,Impulse,71,$2.50,DC,"14,520"
124,-,Warlands Special Three Stories,,$5.95,Image,"14,512"
125,-,Lady Death Tribulation,4,$2.95,Chaos,"14,486"
126,-,Angel,16,$2.99,Dark Horse,"14,254"
127,-,Purgatori Love Bites,1,$2.99,Chaos,"14,194"
128,-,Powers Coloring & Activity Book,,$1.50,Image,"14,091"
129,-,Hourman,25,$2.50,DC,"13,680"
130,-,Chastity Love Bites,1,$2.99,Chaos,"13,594"
131,-,Outlaw Nation,6,$2.50,DC,"13,555"
132,-,Batman Gotham Adventures,35,$1.99,DC,"13,384"
133,-,Bart Simpson Comics,3,$2.50,Bongo,"13,281"
134,-,Weird Western Tales,1,$2.50,DC,"13,113"
135,-,Shidima Pat Lee Cover,2,$2.95,Image,"13,023"
136,-,Vampirella Genesis,1,$2.95,Harris,"12,925"
137,-,Swamp Thing,12,$2.50,DC,"12,616"
138,-,El Diablo,2 ,$2.50,DC,"12,590"
139,-,Dreaming,59,$2.50,DC,"12,573"
140,-,Bad Kitty,2,$2.99,Chaos,"12,371"
