Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,1,FF,1,$3.99,Marvel,"114,472"
2,8,Green Lantern,64,$2.99,DC,"76,898"
3,9,Green Lantern,63,$2.99,DC,"75,632"
4,12,Batman The Dark Knight,2,$2.99,DC,"71,108"
5,13,Brightest Day,21,$2.99,DC,"70,204"
6,14,Brightest Day,22,$2.99,DC,"69,824"
7,18,Batman Incorporated,3,$2.99,DC,"66,772"
8,2,Avengers,11,$3.99,Marvel,"66,618"
9,19,Batman Incorporated,4,$2.99,DC,"65,315"
10,6,Fear Itself Book of The Skull,1,$3.99,Marvel,"62,714"
11,21,Kick-Ass 2,2,$2.99,Marvel,"62,235"
12,22,Green Lantern Corps,58,$2.99,DC,"60,100"
13,4,New Avengers,10,$3.99,Marvel,"59,929"
14,23,Batman And Robin,21,$2.99,DC,"59,818"
15,5,Amazing Spider-Man,656,$3.99,Marvel,"59,626"
16,3,Godzilla Kingdom of Monsters,1,$3.99,IDW,"58,879"
17,7,Amazing Spider-Man,657,$3.99,Marvel,"58,704"
18,26,Batman,708,$2.99,DC,"58,594"
19,10,Uncanny X-Men,534,$3.99,Marvel,"55,731"
20,24,Venom,1,$3.99,Marvel,"53,981"
21,15,Secret Avengers,11,$3.99,Marvel,"51,353"
22,32,Green Lantern Emerald Warriors,8,$2.99,DC,"51,322"
23,16,Uncanny X-Force,6,$3.99,Marvel,"51,248"
24,17,X-Men,9,$3.99,Marvel,"51,179"
25,35,Uncanny X-Force,5.1,$2.99,Marvel,"50,732"
26,33,Justice League of America,55,$2.99,DC,"50,533"
27,36,X-Men Legacy,246,$2.99,Marvel,"47,893"
28,20,Wolverine,7,$3.99,Marvel,"47,337"
29,25,Ultimate Comics Spider-Man,156,$3.99,Marvel,"44,920"
30,11,Captain America,616,$4.99,Marvel,"44,394"
31,28,Ultimate Avengers Vs New Ultimates,2,$3.99,Marvel,"44,116"
32,27,Ultimate Comics Spider-Man,155,$3.99,Marvel,"44,067"
33,29,Invincible Iron Man,502,$3.99,Marvel,"43,899"
34,40,Captain America,615.1,$2.99,Marvel,"43,117"
35,30,Thor,621,$3.99,Marvel,"42,104"
36,31,Uncanny X-Men Annual,3,$3.99,Marvel,"41,720"
37,42,Thor,620.1,$2.99,Marvel,"41,605"
38,41,Detective Comics,875,$2.99,DC,"40,047"
39,43,Superman,709,$2.99,DC,"39,846"
40,44,New Mutants,23,$2.99,Marvel,"37,659"
41,34,Ultimate Comics X,4,$3.99,Marvel,"37,631"
42,49,Walking Dead,83,$2.99,Image,"33,686"
43,37,Age of X Universe,1,$3.99,Marvel,"33,437"
44,51,Green Arrow,10,$2.99,DC,"33,085"
45,52,Wonder Woman,608,$2.99,DC,"32,540"
46,58,Hulk,30.1,$2.99,Marvel,"32,163"
47,54,Incredible Hulks,624,$2.99,Marvel,"32,066"
48,53,Action Comics,899,$2.99,DC,"31,808"
49,57,Wonder Woman,609,$2.99,DC,"31,421"
50,39,Hulk,31,$3.99,Marvel,"31,368"
51,56,Walking Dead,82,$2.99,Image,"31,174"
52,59,Birds of Prey,10,$2.99,DC,"30,777"
53,60,Justice League Generation Lost,21,$2.99,DC,"30,323"
54,62,Deadpool,34,$2.99,Marvel,"30,299"
55,61,Justice League Generation Lost,22,$2.99,DC,"30,270"
56,65,Incredible Hulks,625,$2.99,Marvel,"29,792"
