Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,2,U.S.Avengers,1,$3.99,Marvel,"110,729"
2,4,Batman,14,$2.99,DC,"106,816"
3,6,Batman,15,$2.99,DC,"102,802"
4,3,Justice League Power Rangers,1,$3.99,DC,"86,589"
5,13,Walking Dead,162,$2.99,Image,"85,395"
6,1,All Star Batman,6,$4.99,DC,"84,296"
7,7,Justice League Suicide Squad,3,$3.99,DC,"74,299"
8,5,Monsters Unleashed,1,$4.99,Marvel,"74,107"
9,11,Amazing Spider-Man,23,$3.99,Marvel,"73,773"
10,18,Justice League,12,$2.99,DC,"72,598"
11,8,Star Wars,27,$3.99,Marvel,"72,331"
12,9,Justice League Suicide Squad,4,$3.99,DC,"71,450"
13,10,Justice League Suicide Squad,6,$3.99,DC,"71,213"
14,12,Justice League Suicide Squad,5,$3.99,DC,"70,489"
15,20,Justice League,13,$2.99,DC,"70,437"
16,23,Detective Comics,948,$2.99,DC,"64,090"
17,14,IVX,2,$3.99,Marvel,"62,723"
18,16,IVX,3,$3.99,Marvel,"61,638"
19,26,Detective Comics,949,$2.99,DC,"61,543"
20,27,Flash,14,$2.99,DC,"60,732"
21,28,Superman,14,$2.99,DC,"60,409"
22,30,Flash,15,$2.99,DC,"58,402"
23,31,Superman,15,$2.99,DC,"57,412"
24,17,Venom,3,$3.99,Marvel,"55,255"
25,22,Clone Conspiracy,4,$3.99,Marvel,"54,947"
26,36,Suicide Squad,9,$2.99,DC,"54,010"
27,38,Suicide Squad,10,$2.99,DC,"53,649"
28,25,Unworthy Thor,3,$3.99,Marvel,"52,938"
29,40,Wonder Woman,14,$2.99,DC,"52,784"
30,43,Wonder Woman,15,$2.99,DC,"50,978"
31,24,Star Wars Doctor Aphra,3,$3.99,Marvel,"48,592"
32,29,Mighty Captain Marvel,1,$3.99,Marvel,"48,519"
33,32,Spider-Man,12,$3.99,Marvel,"47,517"
34,48,Harley Quinn,11,$2.99,DC,"47,308"
35,33,Mighty Thor,15,$3.99,Marvel,"47,038"
36,51,Titans,7,$2.99,DC,"46,998"
37,34,Spider-Man Deadpool,13,$3.99,Marvel,"46,934"
38,53,Trinity,5,$2.99,DC,"46,204"
39,54,Nightwing,12,$2.99,DC,"46,057"
40,37,Old Man Logan,16,$3.99,Marvel,"45,807"
41,55,Harley Quinn,12,$2.99,DC,"45,599"
42,19,Spider-Man Deadpool,1.MU,$4.99,Marvel,"45,566"
43,57,Action Comics,971,$2.99,DC,"44,894"
44,59,Nightwing,13,$2.99,DC,"44,462"
45,41,Avengers,3,$3.99,Marvel,"44,321"
46,42,Invincible Iron Man,3,$3.99,Marvel,"44,181"
47,548,Saga,41,$2.99,Image,"43,837"
48,62,Action Comics,972,$2.99,DC,"43,110"
49,44,Captain America Steve Rogers,9,$3.99,Marvel,"42,637"
50,63,Saga,42,$2.99,Image,"42,567"
51,15,Deadpool,25,$5.99,Marvel,"42,476"
52,45,Doctor Strange,16,$3.99,Marvel,"41,426"
53,69,Teen Titans,4,$2.99,DC,"41,304"
54,47,Uncanny X-Men,17,$3.99,Marvel,"41,231"
55,46,Amazing Spider-Man Renew Your Vows,3,$3.99,Marvel,"41,167"
56,39,Star Wars Poe Dameron,10,$3.99,Marvel,"40,091"
57,50,Deadpool,24,$3.99,Marvel,"40,064"
