Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,3,Ultimates 3,1,$2.99,Marvel,"131,322"
2,1,Amazing Spider-Man,545,$3.99,Marvel,"124,406"
3,4,New Avengers,37,$2.99,Marvel,"105,482"
4,5,Uncanny X-Men,493,$2.99,Marvel,"102,052"
5,6,Thor,5,$2.99,Marvel,"101,490"
6,7,Justice League of America,15,$2.99,DC,"100,174"
7,9,X-Men,206,$2.99,Marvel,"97,812"
8,10,Justice League of America,16,$2.99,DC,"95,500"
9,11,Mighty Avengers,6,$2.99,Marvel,"90,655"
10,2,Green Lantern,25,$4.99,DC,"90,491"
11,12,Justice Society of America,11,$2.99,DC,"89,559"
12,13,Buffy the Vampire Slayer,9,$2.99,Dark Horse,"89,502"
13,15,Captain America,33,$2.99,Marvel,"78,233"
14,16,Incredible Hulk,112,$2.99,Marvel,"77,073"
15,18,New X-Men,45,$2.99,Marvel,"75,835"
16,19,X-Factor,26,$2.99,Marvel,"74,654"
17,8,World War Hulk Aftersmash,0,$3.99,Marvel,"73,800"
18,21,Countdown to Final Crisis,21,$2.99,DC,"71,481"
19,22,Countdown to Final Crisis,20,$2.99,DC,"71,289"
20,23,Batman,672,$2.99,DC,"71,146"
21,24,Countdown to Final Crisis,19,$2.99,DC,"70,762"
22,26,Countdown to Final Crisis,18,$2.99,DC,"70,577"
23,27,Green Lantern,26,$2.99,DC,"69,944"
24,32,Marvel Zombies 2,3,$2.99,Marvel,"63,178"
25,33,Wolverine,60,$2.99,Marvel,"63,157"
26,34,Detective Comics,839,$2.99,DC,"62,260"
27,36,Ultimate Iron Man II,1,$2.99,Marvel,"61,051"
28,37,Ultimate Spider-Man,117,$2.99,Marvel,"60,325"
29,14,What If Civil War,0,$3.99,Marvel,"58,909"
30,39,Avengers Initiative,8,$2.99,Marvel,"58,091"
31,17,Avengers Initiative Annual,1,$3.99,Marvel,"57,586"
32,40,Tales of Sinestro Corps Ion,1,$2.99,DC,"56,782"
33,41,Action Comics,860,$2.99,DC,"56,220"
34,42,Ultimate Power,9,$2.99,Marvel,"54,050"
35,20,Countdown Arena,1,$3.99,DC,"54,043"
36,43,Teen Titans,54,$2.99,DC,"53,758"
37,44,Wolverine Origins,20,$2.99,Marvel,"53,516"
38,45,Superman Batman,44,$2.99,DC,"53,025"
39,46,Ultimate X-Men,88,$2.99,Marvel,"51,602"
40,47,Fantastic Four,552,$2.99,Marvel,"51,289"
41,28,Countdown Arena,2,$3.99,DC,"51,232"
42,48,Ultimate X-Men,89,$2.99,Marvel,"50,485"
43,49,Green Lantern Corps,19,$2.99,DC,"50,485"
44,29,Countdown Arena,3,$3.99,DC,"49,653"
45,31,Countdown Arena,4,$3.99,DC,"49,312"
46,51,Nightwing,139,$2.99,DC,"49,262"
47,52,World War Hulk Warbound,1,$2.99,Marvel,"49,112"
48,53,Robin,169,$2.99,DC,"48,636"
49,35,Captain America Chosen,5,$3.99,Marvel,"45,840"
50,54,Legion of Super Heroes,37,$2.99,DC,"45,776"
51,55,Superman,671,$2.99,DC,"45,263"
52,38,Angel After Fall,2,$3.99,IDW,"44,765"
53,56,Wonder Woman,15,$2.99,DC,"44,602"
54,58,Daredevil,103,$2.99,Marvel,"43,847"
55,59,Flash,235,$2.99,DC,"43,762"
56,60,Brave & Bold,9,$2.99,DC,"43,449"
57,25,Giant Size Avengers Special,1,$4.99,Marvel,"42,382"
58,61,Ultimate Fantastic Four,49,$2.99,Marvel,"40,632"
59,62,Batman & Outsiders,3,$2.99,DC,"40,347"
60,63,Green Arrow Black Canary,3,$2.99,DC,"40,297"
61,30,Green Lantern Sinestro Corps Secret Files,1,$4.99,DC,"39,700"
62,65,Iron Man,24,$2.99,Marvel,"38,810"
63,66,Punisher War Journal,14,$2.99,Marvel,"38,447"
64,67,Booster Gold,5,$2.99,DC,"38,206"
65,68,Supergirl,24,$2.99,DC,"37,900"
