Units,Dollars,Comic-book Title,Issue,Price,On sale,Publisher,Est. units
164,176,Hellboy and BPRD 1956,1,$3.99,11/28/18,Dark Horse,"10,530"
165,171,Scarlet,4,$3.99,11/28/18,DC,"10,405"
166,173,Wicked & Divine Funnies,1,$3.99,11/07/18,Image,"10,249"
167,175,Cemetery Beach,3,$3.99,11/14/18,Image,"10,154"
168,202,Silencer,11,$2.99,11/28/18,DC,"10,018"
169,177,Hex Wives,2,$3.99,11/28/18,DC,"9,869"
170,98,Jim Henson Labyrinth Under Spell,1,$7.99,11/28/18,Boom,"9,831"
171,163,Dead Rabbit,2 *,$3.99,11/07/18,Image,"9,761"
172,165,James Bond 007,1,$3.99,11/07/18,Dynamite,"9,737"
173,174,Star Wars Adventures: Destroyer Down,1,$3.99,11/07/18,IDW,"9,733"
174,167,Vampirella Dejah Thoris,3,$3.99,11/28/18,Dynamite,"9,659"
175,166,Bettie Page,1,$3.99,11/21/18,Dynamite,"9,639"
176,153,Injustice 2 Annual,2,$4.99,11/21/18,DC,"9,500"
177,178,Unstoppable Wasp,2,$3.99,11/14/18,Marvel,"9,475"
178,212,Curse of Brimstone,8,$2.99,11/07/18,DC,"9,463"
179,172,Empty Man,1,$3.99,11/07/18,Boom,"9,351"
180,179,Warning,1,$3.99,11/28/18,Image,"9,263"
181,182,Murder Falcon,2,$3.99,11/14/18,Image,"9,017"
182,184,Man-Eaters,3,$3.99,11/28/18,Image,"8,802"
183,169,Star Trek Vs. Transformers,2*,$3.99,11/14/18,IDW,"8,685"
184,222,Teen Titans Go,31,$2.99,11/21/18,DC,"8,597"
185,187,Border Town,3,$3.99,11/07/18,DC,"8,564"
186,225,Unexpected,6,$2.99,11/07/18,DC,"8,462"
187,183,My Little Pony Friendship Is Magic,72,$3.99,11/07/18,IDW,"8,410"
188,341,Chilling Adv of Sabrina,1 Reprint,$1.00,11/07/18,Archie,"8,312"
189,191,Unbeatable Squirrel Girl,38,$3.99,11/14/18,Marvel,"8,298"
190,181,Red Sonja,23,$3.99,11/28/18,Dynamite,"8,294"
191,192,Quantum Age From The World of Black Hammer,4,$3.99,11/14/18,Dark Horse,"8,118"
192,193,Leviathan,3,$3.99,11/07/18,Image,"8,057"
193,194,United States Vs. Murder Inc,3,$3.99,11/07/18,DC,"8,049"
194,195,Bully Wars,3,$3.99,11/07/18,Image,"7,919"
195,200,God of War,1,$3.99,11/14/18,Dark Horse,"7,919"
196,190,Jim Henson Beneath Dark Crystal,4,$3.99,11/07/18,Boom,"7,674"
197,117,Transformers Unicron,6*,$7.99,11/14/18,IDW,"7,619"
198,180,Life Is Strange,1,$3.99,11/14/18,Titan,"7,589"
199,199,X-O Manowar,21,$3.99,11/28/18,Valiant,"7,578"
200,203,Weatherman,6,$3.99,11/14/18,Image,"7,350"
201,207,Marvel Super Hero Adventures Captain Marvel,1,$3.99,11/07/18,Marvel,"7,320"
202,133,TMNT Macroseries,3,$7.99,11/28/18,IDW,"7,317"
203,196,Battlestar Galactica Classic,1,$3.99,11/07/18,Dynamite,"7,238"
204,208,Exorsisters,2,$3.99,11/21/18,Image,"7,157"
205,209,Redneck,17,$3.99,11/28/18,Image,"7,118"
206,198,James Bond Origin,3,$3.99,11/14/18,Dynamite,"7,024"
207,204,My Little Pony Nightmare Knights,2,$3.99,11/21/18,IDW,"6,903"
208,224,Crimson Lotus,1,$3.99,11/21/18,Dark Horse,"6,723"
209,205,Invader Zim,37,$3.99,11/28/18,Oni,"6,665"
210,215,TMNT Urban Legends,7,$3.99,11/21/18,IDW,"6,600"
211,220,Injustice Vs. The Masters of the Universe,5,$3.99,11/28/18,DC,"6,591"
212,210,Mars Attacks,2,$3.99,11/21/18,Dynamite,"6,537"
213,223,Moon Girl and Devil Dinosaur,37,$3.99,11/21/18,Marvel,"6,533"
214,211,G.I. Joe A Real American Hero,257,$3.99,11/14/18,IDW,"6,489"
215,213,Dick Tracy Dead or Alive,2,$3.99,11/21/18,IDW,"6,433"
216,214,Archie 1941,3,$3.99,11/28/18,Archie,"6,361"
217,217,Jughead The Hunger,10,$3.99,11/21/18,Archie,"6,306"
218,188,Zombie Tramp Ongoing,54,$4.99,11/28/18,Action Lab,"6,163"
219,231,Mage Hero Denied,13,$3.99,11/14/18,Image,"5,952"
220,234,Auntie Agathas Home For Wayward Rabbits,1,$3.99,11/07/18,Image,"5,751"
221,218,Robotech,14,$3.99,11/14/18,Titan,"5,716"
222,216,Transformers Lost Light,25*,$3.99,11/07/18,IDW,"5,704"
223,236,Jook Joint,2,$3.99,11/14/18,Image,"5,677"
224,226,Strangers In Paradise XXV,8,$3.99,11/28/18,Abstract,"5,629"
225,238,Cold Spots,4,$3.99,11/21/18,Image,"5,611"
226,265,Scooby Doo Team Up,44,$2.99,11/28/18,DC,"5,580"
227,227,Shadowman,9,$3.99,11/21/18,Valiant,"5,562"
228,201,G.I. Joe a Real American Hero Silent Option,2,$4.99,11/21/18,IDW,"5,553"
229,240,Infinite Dark,2,$3.99,11/14/18,Image,"5,534"
230,229,Project Superpowers,4,$3.99,11/21/18,Dynamite,"5,502"
231,228,Ninja-K,13,$3.99,11/14/18,Valiant,"5,476"
232,219,Optimus Prime,25*,$3.99,11/21/18,IDW,"5,431"
233,230,Kiss Blood Stardust,2,$3.99,11/28/18,Dynamite,"5,404"
234,232,Smooth Criminals,1,$3.99,11/21/18,Boom,"5,367"
235,242,Witchblade,9,$3.99,11/07/18,Image,"5,283"
236,206,Road of the Dead Highway to Hell,1,$4.99,11/07/18,IDW,"5,278"
237,243,Skyward,8,$3.99,11/14/18,Image,"5,247"
238,235,Ducktales,14,$3.99,11/07/18,IDW,"5,191"
239,197,Elisabeth Dumn Against The Devils In Suits,,$5.99,11/14/18,Image,"5,169"
240,248,Venom,3,$3.99,06/27/18,Marvel,"5,027"
241,245,Dejah Thoris,10,$3.99,11/21/18,Dynamite,"4,734"
242,233,Venom Annual,1,$4.99,10/17/18,Marvel,"4,694"
243,239,Bloodborne,7,$3.99,11/21/18,Titan,"4,666"
244,270,Tarot Witch of the Black Rose,113,$2.95,11/28/18,Broadsword,"4,642"
245,254,Birthright,33,$3.99,11/14/18,Image,"4,641"
246,246,Barbarella,12,$3.99,11/28/18,Dynamite,"4,638"
247,252,Heroes In Crisis,2,$3.99,10/31/18,DC,"4,604"
248,247,Rainbow Brite,2,$3.99,11/14/18,Dynamite,"4,541"
249,257,Crowded,4,$3.99,11/07/18,Image,"4,466"
250,244,Judge Dredd Toxic,2*,$3.99,11/21/18,IDW,"4,434"
251,249,Rise of the TMNT,2,$3.99,11/14/18,IDW,"4,416"
252,260,New World,5,$3.99,11/21/18,Image,"4,395"
253,261,Rose,14,$3.99,11/14/18,Image,"4,348"
254,372,Return of Wolverine,1,$4.99,09/19/18,Marvel,"4,303"
255,251,Adventure Time Season 11,2,$3.99,11/14/18,Boom,"4,278"
256,253,Dark Ark,11,$3.99,11/14/18,Aftershock,"4,243"
257,256,Lone Ranger Vol. 3,2,$3.99,11/14/18,Dynamite,"4,120"
258,278,Lightstep,1,$3.99,11/21/18,Dark Horse,"4,098"
259,258,Black Badge,4,$3.99,11/21/18,Boom,"4,088"
260,262,Coda,7,$3.99,11/28/18,Boom,"3,985"
261,271,Faith Dreamside,3,$3.99,11/28/18,Valiant,"3,967"
262,264,Quantum & Woody,12,$3.99,11/21/18,Valiant,"3,960"
263,274,Redlands,8,$3.99,11/07/18,Image,"3,940"
264,250,Nightmare Before Christmas Zeros Journey,5,$3.99,11/14/18,Tokyopop,"3,937"
265,277,Stellar,6,$3.99,11/21/18,Image,"3,898"
266,255,Minions Viva Le Boss,1,$3.99,11/14/18,Titan,"3,828"
267,267,Sparrowhawk,2,$3.99,11/07/18,Boom,"3,823"
268,268,Steven Universe Ongoing,22,$3.99,11/21/18,Boom,"3,779"
269,269,Animosity,17,$3.99,11/07/18,Aftershock,"3,778"
270,272,Bubba Ho-Tep & Cosmic Blood-Suckers,4,$3.99,11/21/18,IDW,"3,666"
271,259,Grimm Fairy Tales,23,$3.99,11/07/18,Zenescope,"3,658"
272,286,Days of Hate,10,$3.99,11/21/18,Image,"3,656"
273,288,Savage Dragon,240,$3.99,11/21/18,Image,"3,639"
274,273,Ghostbusters Crossing Over,8,$3.99,11/14/18,IDW,"3,610"
275,289,Last Siege,6,$3.99,11/07/18,Image,"3,582"
276,275,Game of Thrones Clash of Kings,14,$3.99,11/21/18,Dynamite,"3,572"
277,279,WWE,22,$3.99,11/07/18,Boom,"3,551"
278,291,Whispering Dark,2,$3.99,11/21/18,Dark Horse,"3,523"
279,292,Cyber Force,7,$3.99,11/14/18,Image,"3,506"
280,266,Van Helsing Sword of Heaven,1,$3.99,11/07/18,Zenescope,"3,500"
281,280,Pestilence Story of Satan,5,$3.99,11/21/18,Aftershock,"3,492"
282,294,MCMLXXV,3,$3.99,11/14/18,Image,"3,485"
283,295,Joe Golem,3,$3.99,11/14/18,Dark Horse,"3,466"
284,283,Xena,10,$3.99,11/21/18,Dynamite,"3,450"
285,299,Hey Kids Comics,4,$3.99,11/14/18,Image,"3,366"
286,241,Disney Afternoon Giant,1,$5.99,11/07/18,IDW,"3,350"
287,302,Rumble,9,$3.99,11/21/18,Image,"3,234"
288,303,Spider-Geddon,1,$3.99,11/21/18,Marvel,"3,207"
289,276,Uncle Scrooge My First Millions,2*,$3.99,11/07/18,IDW,"3,201"
290,237,Uncle Scrooge My First Millions,3,$5.99,11/28/18,IDW,"3,194"
291,263,Love & Rockets Magazine,6,$4.99,11/21/18,Fantagraphics,"3,189"
292,335,Looney Tunes,246,$2.99,11/28/18,DC,"3,109"
293,297,Steven Universe Harmony,4,$3.99,11/07/18,Boom,"3,100"
294,307,Beauty,25,$3.99,11/14/18,Image,"3,091"
295,312,Venom,7,$3.99,11/07/18,Marvel,"3,087"
296,301,Sukeban Turbo,1,$3.99,11/21/18,IDW,"3,070"
297,311,Thief of Thieves,42,$3.99,11/14/18,Image,"3,020"
298,310,Burnouts,3,$3.99,11/21/18,Image,"2,997"
299,314,Errand Boys,2,$3.99,11/07/18,Image,"2,957"
300,306,Night Moves,1,$3.99,11/21/18,IDW,"2,943"
301,293,Revenge of Wonderland,5,$3.99,11/28/18,Zenescope,"2,910"
302,304,Lumberjanes,56,$3.99,11/21/18,Boom,"2,875"
303,309,Tangled Hair Raising Adventures,3,$3.99,11/21/18,IDW,"2,846"
304,298,Stray Bullets Sunshine & Roses,40,$4.99,11/28/18,Image,"2,747"
305,313,Voltron Legendary Defender Vol. 3,5,$3.99,11/14/18,Lion Forge,"2,705"
306,325,Death Orb,2,$3.99,11/07/18,Dark Horse,"2,702"
307,284,Vampblade Season 3,7,$4.99,11/28/18,Action Lab,"2,700"
308,326,Regression,13,$3.99,11/28/18,Image,"2,686"
309,318,Fathom Vol. 7,5,$3.99,11/21/18,Aspen,"2,636"
310,327,Dragon Age Deception,2,$3.99,11/14/18,Dark Horse,"2,634"
311,319,Last Space Race,2,$3.99,11/21/18,Aftershock,"2,610"
312,281,La Muerta Retribution,2,$4.99,11/21/18,Coffin,"2,529"
313,323,LCSD 2018 Cheryl Blossom,1,$3.99,11/07/18,Archie,"2,490"
314,324,Over Garden Wall Hollow Town,3,$3.99,11/28/18,Boom,"2,482"
315,285,Trumps Titans Space Force,1,$4.99,11/07/18,Keenspot,"2,441"
316,316,Grimm Fairy Tales Tales of Terror Vol. 4,9,$3.99,11/28/18,Zenescope,"2,420"
317,333,Eclipse,12,$3.99,11/07/18,Image,"2,408"
318,328,Lollipop Kids,2,$3.99,11/21/18,Aftershock,"2,405"
319,336,Coyotes,8,$3.99,11/14/18,Image,"2,363"
320,346,Spider-Gwen Ghost Spider,1,$3.99,10/24/18,Marvel,"2,318"
321,320,Wrong Earth,3,$3.99,11/07/18,Ahoy,"2,317"
322,340,Sleepless,9,$3.99,11/14/18,Image,"2,312"
323,351,Amazing Spider-Man,3,$3.99,08/08/18,Marvel,"2,270"
324,321,Nightwing,50,$4.99,11/07/18,DC,"2,260"
325,342,Evolution,12,$3.99,11/21/18,Image,"2,253"
326,344,Proxima Centauri,6,$3.99,11/14/18,Image,"2,244"
327,343,Heroes In Crisis,1,$3.99,09/26/18,DC,"2,227"
328,332,Beyonders,4,$3.99,11/28/18,Aftershock,"2,224"
329,322,Justice League Aquaman Drowned Earth,1,$4.99,10/31/18,DC,"2,163"
330,337,Euthanauts,4,$3.99,11/14/18,IDW,"2,145"
331,330,X-Men Black Magneto,1,$4.99,10/03/18,Marvel,"2,051"
332,189,LCSD 2018 Rick & Morty Treasury Ed,,$14.99,11/07/18,Oni,"2,040"
333,308,Junior High Horrors,2,$4.99,11/28/18,Keenspot,"2,034"
334,331,X-Men Black Mystique,1,$4.99,11/21/18,Marvel,"2,020"
335,317,Amazing Spider-Man,1,$5.99,07/11/18,Marvel,"1,983"
336,371,Shuri,1,$3.99,11/21/18,Marvel,"1,982"
337,353,Volition,3,$3.99,11/07/18,Aftershock,"1,971"
338,334,Dredd Final Judgement,2,$3.99,11/28/18,Rebellion,"1,968"
339,354,Giant Days,44,$3.99,11/07/18,Boom,"1,967"
340,357,Fence,12,$3.99,11/28/18,Boom,"1,950"
341,355,Cerberus In Hell,1,$4.00,11/28/18,Aardvark-Vanaheim,"1,945"
342,315,Conspiracy The Illuminati,1,$4.99,11/21/18,Zenescope,"1,933"
343,358,Regular Show 25 Years Later,6,$3.99,11/28/18,Boom,"1,925"
344,339,X-Men Black Juggernaut,1,$4.99,11/21/18,Marvel,"1,895"
345,509,Atomic Robo Greatest Hits,,$1.00,11/21/18,IDW,"1,877"
346,345,Die Kitty Die Heaven and Hell,1,$3.99,11/07/18,Chapterhouse,"1,864"
347,360,Artifact One,2,$3.99,11/14/18,Aspen,"1,854"
348,380,Cosmic Ghost Rider,4,$3.99,09/05/18,Marvel,"1,852"
349,347,Shades of Magic,2,$3.99,11/14/18,Titan,"1,844"
350,363,Come Into Me,4,$3.99,11/28/18,Black Mask,"1,838"
351,365,Ruinworld,5,$3.99,11/14/18,Boom,"1,832"
352,367,Hot Lunch Special,4,$3.99,11/21/18,Aftershock,"1,825"
353,350,Edgar Allan Poe`S Snifter of Terror,2,$3.99,11/28/18,Ahoy,"1,815"
354,369,Moth & Whisper,3,$3.99,11/07/18,Aftershock,"1,815"
355,348,Dollman Kills The Full Moon Universe,4,$3.99,11/07/18,Full Moon,"1,814"
356,352,Die Kitty Die! Cathouse of Horror Special,1,$3.99,11/07/18,Chapterhouse,"1,799"
357,373,Shadow Roads,5,$3.99,11/14/18,Oni,"1,755"
358,305,Knights of the Dinner Table,260,$5.99,11/21/18,Kenzer,"1,738"
359,374,Soulfire Vol. 7,5,$3.99,11/21/18,Aspen,"1,727"
360,384,Batgirl,28 Foil,$3.99,10/24/18,DC,"1,722"
361,356,Moon Knight,200,$4.99,10/24/18,Marvel,"1,719"
362,359,Olivia Twist,3,$4.99,11/21/18,Dark Horse,"1,690"
363,338,Black Betty,6,$4.99,11/28/18,Action Lab,"1,686"
364,376,House Amok,3,$3.99,11/28/18,IDW,"1,678"
365,364,Paradise Court,5,$3.99,11/28/18,Zenescope,"1,678"
366,361,Captain Ginger,2,$3.99,11/14/18,Ahoy,"1,671"
367,362,Fearscape,2,$3.99,11/07/18,Vault,"1,659"
368,379,By Night,5,$3.99,11/14/18,Boom,"1,655"
369,381,Sex Death Revolution,2,$3.99,11/28/18,Black Mask,"1,639"
370,382,Low Road West,3,$3.99,11/21/18,Boom,"1,631"
371,394,Amazing Spider-Man,7,$3.99,11/07/18,Marvel,"1,573"
372,296,Rugrats C Is For Chanukah Special,1,$7.99,11/14/18,Boom,"1,564"
373,370,Justice League Dark & Wonder Woman The Witching Hour,1,$4.99,10/31/18,DC,"1,544"
374,300,Disneys Tsum Tsum Kingdom,,$7.99,11/14/18,IDW,"1,499"
375,377,Punchline,1,$3.99,11/07/18,Antarctic,"1,497"
376,383,Die Kitty Die Heaven and Hell,2,$3.99,11/07/18,Chapterhouse,"1,464"
