Units,Dollars,Comic-book Title,Issue,Price,On sale,Publisher,Est. units
1,1,Uncanny X-Men,1,$7.99,11/14/18,Marvel,"176,125"
2,3,Green Lantern,1,$4.99,11/07/18,DC,"113,651"
3,2,Web of Venom Carnage Born,1,$4.99,11/21/18,Marvel,"104,289"
4,5,Amazing Spider-Man,10,$3.99,11/28/18,Marvel,"103,636"
5,6,Batman,58,$3.99,11/07/18,DC,"94,930"
6,7,Batman,59,$3.99,11/21/18,DC,"93,029"
7,8,Amazing Spider-Man,9,$3.99,11/14/18,Marvel,"85,534"
8,9,Heroes In Crisis,3,$3.99,11/28/18,DC,"83,794"
9,4,Avengers,10,$5.99,11/14/18,Marvel,"77,715"
10,10,Venom,8,$3.99,11/14/18,Marvel,"74,584"
11,11,Justice League,11,$3.99,11/07/18,DC,"74,204"
12,12,Fantastic Four,3,$3.99,11/14/18,Marvel,"72,597"
13,14,Justice League,12,$3.99,11/21/18,DC,"70,105"
14,15,Fantastic Four,4,$3.99,11/28/18,Marvel,"67,991"
15,18,Uncanny X-Men,2,$3.99,11/21/18,Marvel,"62,320"
16,20,Return of Wolverine,3,$3.99,11/28/18,Marvel,"61,312"
17,22,Uncanny X-Men,3,$3.99,11/28/18,Marvel,"58,282"
18,21,Walking Dead,185,$3.99,11/07/18,Image,"58,258"
19,13,Infinity Wars,5,$4.99,11/07/18,Marvel,"57,066"
20,24,Superman,5,$3.99,11/14/18,DC,"54,727"
21,16,Marvel Knights 20th,1,$4.99,11/21/18,Marvel,"52,116"
22,23,Firefly,1,$3.99,11/14/18,Boom,"51,874"
23,27,Spider-Geddon,3,$3.99,11/07/18,Marvel,"51,546"
24,26,Detective Comics,992,$3.99,11/14/18,DC,"51,002"
25,29,Catwoman,5,$3.99,11/14/18,DC,"50,131"
26,17,Aquaman Justice League Drowned Earth,1,$4.99,11/28/18,DC,"49,911"
27,31,Spider-Geddon,4,$3.99,11/21/18,Marvel,"49,868"
28,33,Cosmic Ghost Rider,5,$3.99,11/14/18,Marvel,"49,460"
29,19,Dead Man Logan,1,$4.99,11/28/18,Marvel,"49,285"
30,30,Action Comics,1005,$3.99,11/28/18,DC,"49,149"
31,32,Detective Comics,993,$3.99,11/28/18,DC,"48,971"
32,35,Star Wars Darth Vader,23,$3.99,11/14/18,Marvel,"44,659"
33,34,Wonder Woman,58,$3.99,11/14/18,DC,"44,467"
34,37,Thor,7,$3.99,11/14/18,Marvel,"44,317"
35,38,Star Wars,56,$3.99,11/07/18,Marvel,"44,154"
36,36,Justice League Dark,5,$3.99,11/21/18,DC,"43,953"
37,40,Flash,58,$3.99,11/14/18,DC,"43,008"
38,42,Captain America,5,$3.99,11/14/18,Marvel,"42,267"
39,41,Flash,59,$3.99,11/28/18,DC,"42,020"
40,25,Daredevil,612,$4.99,11/28/18,Marvel,"41,879"
41,44,Immortal Hulk,9,$3.99,11/21/18,Marvel,"41,398"
42,43,Star Wars,57,$3.99,11/21/18,Marvel,"41,360"
43,45,Star Wars Darth Vader,24,$3.99,11/28/18,Marvel,"41,191"
44,46,Immortal Hulk,8,$3.99,11/07/18,Marvel,"40,983"
45,28,Ironheart,1,$4.99,11/28/18,Marvel,"40,739"
46,48,Aquaman,42,$3.99,11/21/18,DC,"38,608"
47,49,Mister Miracle,12,$3.99,11/14/18,DC,"38,576"
48,47,Marvel Action Spider-Man,1*,$3.99,11/28/18,IDW,"37,867"
49,50,Wonder Woman,59,$3.99,11/28/18,DC,"37,418"
50,53,Marvel Knights 20th,2,$3.99,11/21/18,Marvel,"36,094"
51,55,Tony Stark Iron Man,6,$3.99,11/21/18,Marvel,"35,876"
52,52,Justice League Odyssey,3,$3.99,11/28/18,DC,"35,727"
53,56,Batgirl,29,$3.99,11/28/18,DC,"35,356"
54,57,Deadpool,6,$3.99,11/07/18,Marvel,"35,353"
55,54,Bloodshot Rising Spirit,1*,$3.99,11/14/18,Valiant,"34,692"
56,59,Spider-Gwen Ghost Spider,2,$3.99,11/28/18,Marvel,"32,715"
57,60,Black Order,1,$3.99,11/14/18,Marvel,"32,532"
58,61,X-Men Red,10,$3.99,11/07/18,Marvel,"31,821"
59,62,Astonishing X-Men,17,$3.99,11/21/18,Marvel,"31,553"
60,63,Infinity Wars Ghost Panther,1,$3.99,11/21/18,Marvel,"31,475"
61,64,Deathstroke,37,$3.99,11/07/18,DC,"30,734"
62,65,X-23,6,$3.99,11/07/18,Marvel,"29,682"
63,51,Spider-Man Enter The Spider-Verse,1,$4.99,11/21/18,Marvel,"29,623"
64,67,Doctor Strange,7,$3.99,11/07/18,Marvel,"28,715"
65,71,Doctor Strange,8,$3.99,11/21/18,Marvel,"28,094"
66,68,Harley Quinn,54,$3.99,11/21/18,DC,"28,028"
67,66,Stranger Things,3,$3.99,11/28/18,Dark Horse,"27,928"
68,69,Harley Quinn,53,$3.99,11/07/18,DC,"27,903"
69,72,Punisher,4,$3.99,11/21/18,Marvel,"27,838"
70,74,Star Wars Han Solo Imperial Cadet,1,$3.99,11/07/18,Marvel,"27,404"
71,73,Teen Titans,24,$3.99,11/21/18,DC,"27,192"
72,75,Titans,29,$3.99,11/14/18,DC,"26,673"
73,76,Nightwing,52,$3.99,11/07/18,DC,"26,623"
74,77,Nightwing,53,$3.99,11/21/18,DC,"26,442"
75,80,Black Panther,6,$3.99,11/28/18,Marvel,"26,220"
76,79,Black Panther Vs. Deadpool,2,$3.99,11/28/18,Marvel,"26,204"
77,78,Titans,30,$3.99,11/28/18,DC,"26,120"
78,81,Suicide Squad,48,$3.99,11/14/18,DC,"25,507"
79,82,Infinity Wars Infinity Warps,1,$3.99,11/14/18,Marvel,"25,107"
80,84,Marvel Two-In-One,12,$3.99,11/28/18,Marvel,"24,958"
81,83,Peter Parker Spectacular Spider-Man,312,$3.99,11/14/18,Marvel,"24,904"
82,86,Star Wars Doctor Aphra,26,$3.99,11/14/18,Marvel,"24,645"
83,85,Red Hood Outlaw,28,$3.99,11/14/18,DC,"24,485"
84,88,Death of Inhumans,5,$3.99,11/07/18,Marvel,"24,242"
85,58,Rick & Morty Presents Pickle Rick,1,$4.99,11/21/18,Oni,"23,950"
86,87,Oblivion Song By Kirkman & De Felici,9,$3.99,11/14/18,Image,"23,949"
87,89,Spider-Force,2,$3.99,11/21/18,Marvel,"23,546"
88,90,Daredevil,611,$3.99,11/14/18,Marvel,"23,247"
89,91,Spider-Girls,2,$3.99,11/28/18,Marvel,"23,189"
90,92,West Coast Avengers,4,$3.99,11/21/18,Marvel,"22,984"
91,70,Typhoid Fever X-Men,1,$4.99,11/07/18,Marvel,"22,590"
92,94,Vault of Spiders,2,$3.99,11/14/18,Marvel,"22,477"
93,93,Adventures of the Super Sons,4,$3.99,11/07/18,DC,"22,320"
94,96,Old Man Hawkeye,11,$3.99,11/28/18,Marvel,"22,093"
95,128,Spawn,291,$2.99,11/07/18,Image,"22,012"
96,99,Shuri,2,$3.99,11/21/18,Marvel,"21,881"
97,97,Hawkman,6,$3.99,11/14/18,DC,"21,818"
98,101,Infinity Wars Arachknight,2,$3.99,11/28/18,Marvel,"21,816"
99,100,Batman Kings of Fear,4,$3.99,11/28/18,DC,"21,436"
100,103,Supergirl,24,$3.99,11/14/18,DC,"21,295"
101,106,Asgardians of the Galaxy,3,$3.99,11/07/18,Marvel,"21,251"
102,108,Domino,8,$3.99,11/14/18,Marvel,"21,050"
103,109,Infinity Wars Weapon Hex,2,$3.99,11/28/18,Marvel,"20,929"
104,105,Middlewest,1,$3.99,11/21/18,Image,"20,803"
105,110,Old Lady Harley,2,$3.99,11/28/18,DC,"20,427"
106,111,Dreaming,3,$3.99,11/07/18,DC,"19,815"
107,112,Mr and Mrs X,5,$3.99,11/21/18,Marvel,"19,611"
108,102,Archie,700,$3.99,11/21/18,Archie,"19,462"
109,113,Spider-Man Deadpool,41,$3.99,11/14/18,Marvel,"19,384"
110,140,Terrifics,10,$2.99,11/28/18,DC,"19,035"
111,115,Weapon X,25,$3.99,11/07/18,Marvel,"18,948"
112,107,William Gibson Alien 3,1*,$3.99,11/14/18,Dark Horse,"18,886"
113,114,Green Arrow,46,$3.99,11/07/18,DC,"18,808"
114,119,Spider-Man Deadpool,42,$3.99,11/28/18,Marvel,"18,801"
115,116,Bitter Root,1,$3.99,11/14/18,Image,"18,662"
116,118,Batman Beyond,26,$3.99,11/28/18,DC,"18,652"
117,120,Champions,26,$3.99,11/07/18,Marvel,"18,572"
118,123,Weapon X,26,$3.99,11/21/18,Marvel,"18,299"
119,95,Doctor Who 13th,1,$3.99,11/07/18,Titan,"18,256"
120,121,Books of Magic,2,$3.99,11/28/18,DC,"18,189"
121,124,Gideon Falls,8,$3.99,11/14/18,Image,"17,787"
122,39,DC Nuclear Winter Special,1,$9.99,11/28/18,DC,"17,253"
123,104,Suicide Squad Black Files,1,$4.99,11/07/18,DC,"16,953"
124,126,Lucifer,2,$3.99,11/21/18,DC,"16,871"
125,127,Seven to Eternity,12,$3.99,11/07/18,Image,"16,716"
126,129,Weapon H,10,$3.99,11/21/18,Marvel,"16,514"
127,122,Umbrella Academy Hotel Oblivion,2*,$3.99,11/07/18,Dark Horse,"16,217"
128,130,Electric Warriors,1,$3.99,11/14/18,DC,"16,152"
129,131,Infinity Wars Sleepwalker,3,$3.99,11/21/18,Marvel,"16,111"
130,132,Star Wars Solo Adaptation,2,$3.99,11/21/18,Marvel,"16,015"
131,125,Mighty Morphin Power Rangers,33,$3.99,11/28/18,Boom,"15,843"
132,134,Plastic Man,6,$3.99,11/14/18,DC,"15,341"
133,135,Kick-Ass,9,$3.99,11/07/18,Image,"15,000"
134,136,House of Whispers,3,$3.99,11/14/18,DC,"14,943"
135,137,Die Die Die,5,$3.99,11/28/18,Image,"14,844"
136,142,Outer Darkness,1,$3.99,11/07/18,Image,"13,767"
137,143,Hit-Girl,10,$3.99,11/14/18,Image,"13,485"
138,144,Marvels Captain Marvel Prelude,1,$3.99,11/14/18,Marvel,"13,316"
139,145,Shatterstar,2,$3.99,11/07/18,Marvel,"13,074"
140,139,Rick & Morty,44,$3.99,11/28/18,Oni,"12,982"
141,146,American Carnage,1,$3.99,11/21/18,DC,"12,891"
142,148,Ms. Marvel,36,$3.99,11/14/18,Marvel,"12,827"
143,141,Blackbird,2*,$3.99,11/07/18,Image,"12,681"
144,150,East of West,40,$3.99,11/21/18,Image,"12,348"
145,147,Sonic The Hedgehog,11,$3.99,11/28/18,IDW,"12,181"
146,155,Cover,3,$3.99,11/21/18,DC,"11,848"
147,157,Pearl,4,$3.99,11/21/18,DC,"11,693"
148,138,Sideways Annual,1,$4.99,11/07/18,DC,"11,643"
149,185,Sideways,10,$2.99,11/21/18,DC,"11,629"
150,156,Neil Gaiman American Gods My Ainsel,8,$3.99,11/14/18,Dark Horse,"11,540"
151,186,Damage,11,$2.99,11/21/18,DC,"11,501"
152,158,Iceman,3,$3.99,11/07/18,Marvel,"11,468"
153,154,TMNT Ongoing,88,$3.99,11/28/18,IDW,"11,341"
154,152,Go Go Power Rangers,14,$3.99,11/14/18,Boom,"11,083"
155,160,Raven Daughter of Darkness,10,$3.99,11/28/18,DC,"11,070"
156,151,Elvira Mistress of Dark,3,$3.99,11/07/18,Dynamite,"11,069"
157,159,Dr Horrible Best Friends Forever,0,$3.99,11/14/18,Dark Horse,"11,048"
158,149,Go-Bots,1*,$3.99,11/21/18,IDW,"11,028"
159,162,Runaways,15,$3.99,11/07/18,Marvel,"11,022"
160,161,Scooby Apocalypse,31,$3.99,11/14/18,DC,"10,906"
161,168,Exiles,10,$3.99,11/14/18,Marvel,"10,768"
162,164,Farmhand,5,$3.99,11/07/18,Image,"10,715"
163,170,Black Hammer Age of Doom,7,$3.99,11/21/18,Dark Horse,"10,558"
