Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,-,Uncanny X-Men,358,$1.99,Marvel,"143,673"
2,-,X-Men,78,$1.99,Marvel,"137,598"
3,-,Spawn,75,$1.95,Image,"125,256"
4,-,Danger Girl,3,$2.50,Image,"120,588"
5,-,Avengers,7,$1.99,Marvel,"114,806"
6,-,Wolverine,127,$1.99,Marvel,"107,617"
7,-,Fantastic Four,8,$1.99,Marvel,"100,666"
8,-,Thor,2,$1.99,Marvel,"100,607"
9,-,JLA,21,$1.95,DC,"99,983"
10,-,Captain America,8,$1.99,Marvel,"93,528"
11,-,Iron Man,7,$1.99,Marvel,"91,438"
12,-,Witchblade,24,$2.50,Image,"80,473"
13,-,Battle Chasers,3,$2.50,Image,"80,230"
14,-,Darkness,16,$2.50,Image,"78,631"
15,-,Curse of Spawn,22,$1.95,Image,"67,522"
16,-,Incredible Hulk,467,$1.99,Marvel,"67,190"
17,-,Crimson,2,$2.50,Image,"67,116"
18,-,JLA Year One,8,$1.95,DC,"66,735"
19,-,Amazing Spider-Man,437,$1.99,Marvel,"66,566"
20,-,Generation X,41,$1.99,Marvel,"65,730"
21,-,Divine Right,8,$2.50,Image,"65,047"
22,-,Justice League of America The Nail,1,$4.95,DC,"64,794"
23,-,Rampaging Hulk,1,$2.99,Marvel,"64,259"
24,-,X-Force,80,$1.99,Marvel,"63,636"
25,-,X-Factor,148,$1.99,Marvel,"62,210"
26,-,Peter Parker Spider-Man,94,$1.99,Marvel,"62,002"
27,-,X-Man,41,$1.99,Marvel,"60,368"
28,-,Spectacular Spider-Man,260,$1.99,Marvel,"60,150"
29,-,Spirit of Tao,2,$2.50,Image,"58,858"
30,-,Cable,57,$1.99,Marvel,"58,111"
31,-,Sensational Spider-Man,30,$1.99,Marvel,"57,135"
32,-,Ascension,8,$2.50,Image,"56,621"
33,-,JLA World Without Grownups,1,$4.95,DC,"55,581"
34,-,Superman,137,$1.95,DC,"54,927"
35,-,JLA Secret Files,2,$3.95,DC,"54,314"
36,-,Green Lantern,101,$1.95,DC,"54,269"
37,-,Green Lantern,102,$1.95,DC,"54,026"
38,-,Gen 13,30,$2.50,Image,"53,630"
39,-,Adventures of Superman,560,$1.95,DC,"52,685"
40,-,Action Comics,747,$1.95,DC,"52,660"
41,-,Superman Man of Steel,82,$1.95,DC,"52,056"
42,-,Kiss The Psycho Circus,11,$2.25,Image,"51,878"
43,-,Marvel Annual 98/X-Men & The Hulk,,$2.99,Marvel,"50,457"
44,-,Batman,557,$1.95,DC,"49,506"
45,-,Excalibur,123,$1.99,Marvel,"49,165"
46,-,Thunderbolts,17,$1.99,Marvel,"49,021"
47,-,Astro City Vol. 2,16,$2.50,Image,"48,249"
48,-,Detective Comics,724,$1.95,DC,"47,076"
49,-,Nightwing,23,$1.95,DC,"46,897"
50,-,Gen 13 Monkeyman & Obrien,1,$2.50,Image,"45,318"
51,-,300,2,$2.95,Dark Horse,"43,110"
52,-,Preacher,40,$2.50,DC,"42,957"
