Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,1,Rocket Raccoon,1â ,$3.99,Marvel,"293,913"
2,2,Batman,33,$4.99,DC,"117,996"
3,3,Amazing Spider-Man,4,$3.99,Marvel,"117,917"
4,5,Original Sin,5,$3.99,Marvel,"91,420"
5,4,Spider-Man 2099,1,$3.99,Marvel,"90,690"
6,7,Original Sin,6,$3.99,Marvel,"89,324"
7,6,Justice League,32,$3.99,DC,"88,179"
8,20,Grayson,1,$2.99,DC,"81,433"
9,9,Legendary Star Lord,1,$3.99,Marvel,"78,501"
10,21,Harley Quinn,8,$2.99,DC,"76,827"
11,12,Amazing Spider-Man,1.3,$3.99,Marvel,"74,285"
12,25,Walking Dead,129,$2.99,Image,"72,908"
13,13,Sandman Overture,3,$3.99,DC,"72,563"
14,14,Superman Unchained,7,$3.99,DC,"69,523"
15,15,Batman Superman,12,$3.99,DC,"68,345"
16,8,Harley Quinn Invades Comic Con Intl San Diego,1,$4.99,DC,"64,978"
17,37,Batman Eternal,13,$2.99,DC,"63,828"
18,39,Batman Eternal,14,$2.99,DC,"63,138"
19,19,Superman,33,$3.99,DC,"62,998"
20,17,Guardians of Galaxy,17,$3.99,Marvel,"62,986"
21,18,Detective Comics,33,$3.99,DC,"62,856"
22,44,Batman Eternal,15,$2.99,DC,"62,137"
23,46,Batman Eternal,16,$2.99,DC,"61,149"
24,11,Robin Rises Omega,1,$4.99,DC,"60,488"
25,50,Batman Eternal,17,$2.99,DC,"60,013"
26,22,All New X-Men,29,$3.99,Marvel,"58,817"
27,10,Life With Archie,36 (Comic Format),$4.99,Archie,"57,054"
28,23,Avengers,32,$3.99,Marvel,"56,595"
29,52,Batman And Robin,33,$2.99,DC,"56,269"
30,55,Saga,21,$2.99,Image,"55,893"
31,26,Uncanny X-Men,23,$3.99,Marvel,"55,738"
32,49,Outcast By Kirkman & Azaceta,2*,$2.99,Image,"55,126"
33,27,Deadpool Vs X-Force,1,$3.99,Marvel,"54,762"
34,28,Uncanny X-Men,24,$3.99,Marvel,"53,677"
35,62,Teen Titans,1,$2.99,DC,"52,358"
36,29,Avengers,33,$3.99,Marvel,"51,874"
37,30,Superman Wonder Woman,10,$3.99,DC,"50,254"
38,34,Uncanny Avengers,22,$3.99,Marvel,"50,253"
39,31,Deadpool,31,$3.99,Marvel,"49,930"
40,32,Action Comics,33,$3.99,DC,"49,457"
41,71,New Suicide Squad,1,$2.99,DC,"49,260"
42,16,Life With Archie Comic,37,$4.99,Archie,"48,842"
43,36,Original Sin,5.1,$3.99,Marvel,"48,596"
44,35,Justice League United,3,$3.99,DC,"47,919"
45,40,Wolverine,10,$3.99,Marvel,"47,813"
46,42,Storm,1,$3.99,Marvel,"47,566"
47,78,New 52 Futures End,9*,$2.99,DC,"47,348"
48,77,Green Lantern,33,$2.99,DC,"47,279"
49,45,Deadpool,32,$3.99,Marvel,"46,829"
50,47,100th Anniversary Special: Spider-Man,1,$3.99,Marvel,"46,386"
51,48,Original Sin,5.2,$3.99,Marvel,"46,110"
52,51,Deadpool Vs X-Force,2,$3.99,Marvel,"45,047"
53,24,Detective Comics Annual,3,$4.99,DC,"44,128"
54,41,Low,1*,$3.99,Image,"43,340"
55,53,New Avengers,21,$3.99,Marvel,"42,699"
56,79,New 52 Futures End,10*,$2.99,DC,"41,819"
57,63,Original Sin,3.2,$3.99,Marvel,"41,756"
58,82,New 52 Futures End,11*,$2.99,DC,"41,111"
59,33,Doctor Who 11th,1,$3.99,Titan,"41,068"
60,59,Guardians of the Galaxy Galaxy's Most Wanted,1,$3.99,Marvel,"40,880"
61,58,Deadpool Draculas Gauntlet,1,$3.99,Marvel,"40,790"
62,54,100th Anniversary Special: X-Men,1,$3.99,Marvel,"40,584"
63,60,Amazing X-Men,9,$3.99,Marvel,"40,562"
64,56,100th Anniversary Special: Guardians of the Galaxy,1,$3.99,Marvel,"40,449"
65,68,Original Sin,3.3,$3.99,Marvel,"40,402"
66,61,Earth 2,25,$3.99,DC,"39,726"
67,38,Doctor Who 10th,1,$3.99,Titan,"39,707"
68,95,Flash,33,$2.99,DC,"39,669"
69,87,New 52 Future's End,12*,$2.99,DC,"39,298"
70,65,X-Men,16,$3.99,Marvel,"38,937"
71,89,New 52 Future's End,13*,$2.99,DC,"38,912"
72,64,Deadpool Draculas Gauntlet,2,$3.99,Marvel,"38,683"
73,66,Moon Knight,5,$3.99,Marvel,"38,630"
74,67,Thor God of Thunder,24,$3.99,Marvel,"38,330"
75,69,Daredevil,6,$3.99,Marvel,"37,959"
76,70,Deadpool Draculas Gauntlet,3,$3.99,Marvel,"37,449"
77,98,Wonder Woman,33,$2.99,DC,"37,431"
78,72,Miles Morales Ultimate Spider-Man,3,$3.99,Marvel,"37,240"
79,99,Batgirl,33,$2.99,DC,"37,186"
80,43,Secret Origins,4,$4.99,DC,"37,181"
81,74,Daredevil,5,$3.99,Marvel,"36,825"
82,73,Deadpool Draculas Gauntlet,4,$3.99,Marvel,"36,581"
83,75,X-Men,17,$3.99,Marvel,"36,255"
84,102,Aquaman,33,$2.99,DC,"36,140"
