Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,-,Uncanny X-Men,368,$1.99,Marvel,"131,418"
2,-,X-Men,88,$1.99,Marvel,"128,425"
3,-,Spawn The Dark Ages,1,$2.50,Image,"113,646"
4,-,Spawn,84,$1.95,Image,"97,145"
5,-,Avengers,16,$1.99,Marvel,"93,266"
6,-,Wolverine,138,$1.99,Marvel,"88,076"
7,-,Earth X,2,$2.99,Marvel,"87,655"
8,-,JLA,29,$1.99,DC,"85,998"
9,-,Magneto Rex,1,$2.50,Marvel,"82,514"
10,-,Daredevil,7,$2.50,Marvel,"81,312"
11,-,Fathom,6,$2.50,Image,"78,640"
12,-,Amazing Spider-Man,5,$1.99,Marvel,"76,829"
13,-,Fantastic Four,17,$1.99,Marvel,"70,857"
14,-,Peter Parker Spider-Man,5,$1.99,Marvel,"70,600"
15,-,Thor,11,$1.99,Marvel,"66,731"
16,-,Captain America,17,$1.99,Marvel,"66,360"
17,-,Hulk,2,$1.99,Marvel,"64,618"
18,-,Gambit,4,$1.99,Marvel,"63,525"
19,-,Avengers Forever,6,$2.99,Marvel,"62,847"
20,-,Iron Man,16,$1.99,Marvel,"62,723"
21,-,Wildcats Vol. 2,2,$2.50,DC,"60,467"
22,-,Mutant X,8,$1.99,Marvel,"60,294"
23,-,Spider-Man Chapter 1,0,$2.50,Marvel,"56,286"
24,-,Spider-Man Chapter 1,7,$2.50,Marvel,"55,480"
25,-,Darkness,23,$2.50,Image,"54,055"
26,-,Crimson,10,$2.50,DC,"53,590"
27,-,Witchblade Infinity,,$3.50,Image,"51,947"
28,-,All Star Comics,1,$2.95,DC,"50,571"
29,-,Generation X,51,$1.99,Marvel,"49,923"
30,-,Batman,565,$1.99,DC,"49,478"
31,-,X-Force,90,$1.99,Marvel,"48,924"
32,-,All Star Comics,2,$2.95,DC,"48,726"
33,-,Inhumans,7,$2.99,Marvel,"48,147"
34,-,Green Lantern,112,$1.99,DC,"47,984"
35,-,Titans,3,$2.50,DC,"47,444"
36,-,Mutant X 1999,,$3.50,Marvel,"46,583"
37,-,Detective Comics,732,$1.99,DC,"46,104"
38,-,Cable,67,$1.99,Marvel,"45,841"
39,-,Astro City Vol. 2 (resolicited),17,$2.50,DC,"45,530"
40,-,X-Man,51,$1.99,Marvel,"45,332"
41,-,Spider-Girl,8,$1.99,Marvel,"45,203"
42,-,Buffy The Vampire Slayer,7,$2.95,Dark Horse,"44,787"
43,-,Thunderbolts,26,$1.99,Marvel,"43,981"
44,-,All American Comics,1,$1.99,DC,"43,555"
45,-,National Comics,1,$1.99,DC,"43,377"
46,-,Adventure Comics,1,$1.99,DC,"43,254"
47,-,Sensation Comics,1,$1.99,DC,"43,249"
48,-,Kiss Psycho Circus,18,$2.25,Image,"43,056"
49,-,Nightwing,31,$1.99,DC,"42,937"
50,-,Thrilling Comics,1,$1.99,DC,"42,462"
51,-,Smash Comics,1,$1.99,DC,"42,239"
52,-,Star Spangled Comics,1,$1.99,DC,"42,081"
53,-,Nova,1,$2.99,Marvel,"41,418"
54,-,Buffy The Vampire Slayer Origin,3,$2.95,Dark Horse,"41,136"
55,-,Preacher,49,$2.50,DC,"40,344"
56,-,Authority,1,$2.50,DC,"40,087"
57,-,Superman,144,$1.99,DC,"40,052"
58,-,Batman Shadow of the Bat,85,$1.99,DC,"39,567"
59,-,Action Comics,754,$1.99,DC,"39,558"
60,-,Black Panther,7,$2.50,Marvel,"39,508"
61,-,Adventures of Superman,567,$1.99,DC,"39,221"
62,-,Superman The Man of Steel,88,$1.99,DC,"38,989"
63,-,Flash,148,$1.99,DC,"38,637"
64,-,Batman & Superman Worlds Finest,2,$1.99,DC,"38,261"
65,-,Batman Legends of the Dark Knight,117,$1.99,DC,"38,182"
66,-,Young Justice,8,$2.50,DC,"37,024"
67,-,Deadpool,28,$1.99,Marvel,"36,777"
68,-,Gen 13,39,$2.50,DC,"36,332"
69,-,Star Wars Vaders Quest,2,$2.95,Dark Horse,"36,040"
70,-,Star Wars Boba Fett Enemy of the Empire,3,$2.95,Dark Horse,"35,738"
71,-,Captain America Sentinel of Liberty,9,$1.99,Marvel,"35,733"
72,-,Star Wars,4,$2.50,Dark Horse,"34,946"
73,-,Webspinners Tales of Spider-Man,5,$2.50,Marvel,"34,437"
74,-,Ascension,15,$2.50,Image,"34,239"
75,-,Undertaker: Prophecy of the Dead,1,$2.95,Chaos,"34,214"
76,-,Robin,64,$1.99,DC,"33,333"
77,-,Star Wars Crimson Empire II,5,$2.95,Dark Horse,"33,101"
78,-,Doctor Strange,4,$2.99,Marvel,"32,873"
79,-,A Next,8,$1.99,Marvel,"32,260"
80,-,Catwoman,68,$1.99,DC,"31,211"
81,-,Planetary,2,$2.50,DC,"30,889"
82,-,Crow,2,$2.50,Image,"30,721"
83,-,League of Extraordinary Gentlemen,3,$2.95,DC,"30,162"
84,-,Tenth Black Embrace,2,$2.50,Image,"29,805"
85,-,Aria Blanc & Noir,1,$2.50,Image,"29,652"
86,-,Supergirl,32,$1.99,DC,"29,236"
87,-,Glory,0,$2.50,Awesome,"28,860"
88,-,J2,8,$1.99,Marvel,"28,534"
89,-,Batman Jokers Apprentice,,$3.95,DC,"28,410"
90,-,Anarky,1,$2.50,DC,"28,188"
91,-,Wonder Woman,144,$1.99,DC,"28,168"
92,-,Lady Pendragon,0,$2.50,Image,"27,896"
93,-,Hourman,2,$2.50,DC,"27,624"
94,-,Martian Manhunter,6,$1.99,DC,"27,213"
95,-,Starman,53,$2.50,DC,"27,188"
96,-,Pokemon Vol. 2 Pikachu Shocks Back,1,$3.25,Viz,"26,847"
97,-,Legends of the DCUniverse,16,$1.99,DC,"26,639"
