Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,2,Superman/Batman,8,$2.95,DC,"146,907"
2,1,Avengers/JLA,4,$5.95,DC,"143,564"
3,5,New X-Men,154,$2.25,Marvel,"117,253"
4,4,Superman/Batman,7,$2.95,DC,"108,790"
5,6,Ultimate Fantastic Four,4,$2.25,Marvel,"106,873"
6,3,Ultimates,13,$3.50,Marvel,"101,329"
7,7,Ultimate X-Men,43,$2.25,Marvel,"97,002"
8,8,Ultimate Spider-Man,54,$2.25,Marvel,"93,025"
9,9,Ultimate Spider-Man,55,$2.25,Marvel,"91,524"
10,10,Uncanny X-Men,441,$2.25,Marvel,"86,430"
11,13,Amazing Spider-Man,505 (#64),$2.25,Marvel,"83,612"
12,14,Batman,625,$2.25,DC,"83,371"
13,15,Superman,203,$2.25,DC,"83,096"
14,18,JLA,94,$2.25,DC,"76,134"
15,21,JLA,95,$2.25,DC,"69,898"
16,22,Wolverine,12,$2.25,Marvel,"69,815"
17,17,Teen Titans,9,$2.50,DC,"69,056"
18,26,Adventures of Superman,626,$2.25,DC,"66,438"
19,27,Action Comics,813,$2.25,DC,"66,038"
20,11,Supreme Power,8,$2.99,Marvel,"64,429"
21,16,Wolverine/Punisher,1,$2.99,Marvel,"59,685"
22,37,Avengers,80,$2.25,Marvel,"55,533"
23,19,Daredevil,58,$2.99,Marvel,"54,399"
24,39,Spectacular Spider-Man,11,$2.25,Marvel,"54,066"
25,41,Spectacular Spider-Man,12,$2.25,Marvel,"53,549"
26,20,X-Treme X-Men,43,$2.99,Marvel,"53,207"
27,23,X-Treme X-Men,44,$2.99,Marvel,"52,515"
28,24,Conan,2,$2.99,Dark Horse,"52,157"
29,46,Fantastic Four,511 (#82),$2.25,Marvel,"50,089"
30,29,Avengers/Thunderbolts,1,$2.99,Marvel,"47,255"
31,30,Cable/Deadpool,1 (Res),$2.99,Marvel,"47,129"
32,31,The Punisher,4,$2.99,Marvel,"47,096"
33,54,Incredible Hulk,68,$2.25,Marvel,"46,137"
34,57,Incredible Hulk,69,$2.25,Marvel,"45,754"
35,33,Marvel Knights 4,3,$2.99,Marvel,"45,604"
36,34,Pulse,2,$2.99,Marvel,"45,479"
37,49,Outsiders,10,$2.50,DC,"43,511"
38,36,Transformers/G.I. Joe,6,$2.95,Dreamwave,"43,119"
39,35,Alpha Flight,1,$2.99,Marvel,"42,586"
40,50,JSA,59,$2.50,DC,"42,552"
41,64,Flash,208,$2.25,DC,"42,386"
42,28,Hulk Gray,6,$3.50,Marvel,"42,061"
43,38,Captain America & Falcon,1,$2.99,Marvel,"41,519"
44,40,Transformers Generation One Vol. 3,3,$2.95,Dreamwave,"41,193"
45,43,Captain America,24,$2.99,Marvel,"39,168"
46,44,Wanted,3,$2.99,Image,"38,867"
47,55,Batman Gotham Knights,51,$2.75,DC,"37,742"
48,47,Exiles,44,$2.99,Marvel,"37,575"
49,48,Spider-Man Unlimited,2,$2.99,Marvel,"37,550"
50,79,Marvel Age Spider-Man,1,$2.25,Marvel,"36,700"
51,73,Spawn,133,$2.50,Image,"35,774"
52,51,Superman Birthright,8,$2.95,DC,"35,524"
53,62,Detective Comics,792,$2.75,DC,"34,899"
54,53,New Mutants,10,$2.99,Marvel,"34,841"
55,77,Green Arrow,36,$2.50,DC,"34,707"
56,56,She Hulk,1,$2.99,Marvel,"34,499"
57,58,Iron Fist,1,$2.99,Marvel,"34,207"
58,59,Emma Frost,9,$2.99,Marvel,"33,890"
59,60,Swamp Thing,1,$2.95,DC,"33,382"
60,63,Transformers War Within Vol. 2,5,$2.95,Dreamwave,"32,448"
61,67,G.I. Joe Reloaded,1,$2.95,Devil's Due,"31,531"
62,65,Thor,75,$2.99,Marvel,"31,531"
63,68,Planetary,19,$2.95,DC,"31,506"
64,25,G.I. Joe Reborn,,$4.95,Devil's Due,"31,014"
65,69,Thor,76,$2.99,Marvel,"30,805"
66,86,Birds of Prey,65,$2.50,DC,"30,505"
67,70,Mystique,12,$2.99,Marvel,"30,489"
68,42,Devil May Cry,1,$3.95,Dreamwave,"30,389"
69,71,Thanos,8,$2.99,Marvel,"30,189"
70,72,Thanos,7,$2.99,Marvel,"30,180"
71,75,G.I. Joe,28,$2.95,Devil's Due,"29,997"
72,61,Batgirl,50,$3.25,DC,"29,897"
73,52,Green Lantern,175,$3.50,DC,"29,780"
74,74,Iron Man,78,$2.99,Marvel,"29,680"
75,76,Thor Son of Asgard,1,$2.99,Marvel,"29,588"
76,94,Nightwing,91,$2.25,DC,"29,330"
77,96,Robin,124,$2.25,DC,"29,096"
78,98,Wonder Woman,202,$2.25,DC,"28,646"
79,90,Hawkman,26,$2.50,DC,"28,363"
80,78,Venom,12,$2.99,Marvel,"28,246"
81,80,Street Fighter,6,$2.95,Image,"27,938"
82,12,DC New Frontier,3,$6.95,DC,"27,671"
83,81,Thor Son of Asgard,2,$2.99,Marvel,"27,254"
84,82,Silver Surfer,7,$2.99,Marvel,"26,962"
85,83,Y The Last Man,20,$2.95,DC,"26,454"
86,84,Transformers Energon,21,$2.95,Dreamwave,"26,237"
87,85,Weapon X,19,$2.99,Marvel,"25,795"
88,101,Fables,23,$2.50,DC,"25,211"
89,88,Powers,37,$2.95,Image,"25,028"
90,87,Weapon X,20,$2.99,Marvel,"24,970"
91,103,Legion,31,$2.50,DC,"24,869"
92,105,Batman Legends of the Dark Knight,177,$2.50,DC,"24,494"
93,89,Star Wars Infinities Return of the Jedi,3,$2.99,Dark Horse,"23,919"
94,109,Catwoman,29,$2.50,DC,"23,811"
95,91,X-Statix,20,$2.99,Marvel,"23,677"
96,32,Superman Secret Identity,3,$5.95,DC,"23,352"
97,118,Aquaman,16,$2.50,DC,"22,810"
98,92,Star Wars Infinities Return of the Jedi,4,$2.99,Dark Horse,"22,510"
99,93,Captain Marvel,21,$2.99,Marvel,"22,235"
100,95,Darkness Vol. 2,7,$2.99,Image,"21,993"
101,97,Authority Vol. 2,10,$2.95,DC,"21,943"
102,99,Sojourn,33,$2.95,Crossgen,"21,743"
103,100,Spider-Man/Doc Octopus Out of Reach,5,$2.99,Marvel,"21,235"
104,102,Punisher Movie,1,$2.99,Marvel,"20,993"
105,104,Spider-Girl,71,$2.99,Marvel,"20,709"
106,106,Conan,1,$2.99,Dark Horse,"20,326"
107,107,Elektra,34,$2.99,Marvel,"20,292"
108,110,Coup Detat Afterword,,$2.95,DC,"20,126"
109,108,Darkness Vol. 2,8,$2.99,Image,"20,067"
110,111,Star Wars Republic,62,$2.99,Dark Horse,"19,834"
111,112,Star Wars Empire,17,$2.99,Dark Horse,"19,817"
112,114,Punisher Movie,2,$2.99,Marvel,"19,525"
113,115,Runaways,13,$2.99,Marvel,"19,459"
114,116,BPRD Plague of Frogs,1,$2.99,Dark Horse,"19,409"
115,142,Action Comics,812,$2.25,DC,"18,992"
116,119,Punisher Movie,3,$2.99,Marvel,"18,950"
117,66,Transformers Armada More Than Meets Eye,1,$4.95,Dreamwave,"18,925"
118,143,Adventures of Superman,625,$2.25,DC,"18,858"
119,120,Hawkeye,5,$2.99,Marvel,"18,817"
120,123,Smax,5,$2.95,DC,"18,700"
121,122,Tomb Raider,38,$2.99,Image,"18,492"
122,124,Arrowsmith,6,$2.95,DC,"18,417"
123,125,Tomb Raider,39,$2.99,Image,"17,825"
124,126,Hawkeye,6,$2.99,Marvel,"17,750"
125,140,Gotham Central,17,$2.50,DC,"17,233"
126,127,Plastic Man,4,$2.95,DC,"17,191"
127,128,El Cazador Blackjack Tom,1,$2.95,Crossgen,"17,174"
128,129,Batman City of Light,6,$2.95,DC,"16,916"
129,130,Promethea,29,$2.95,DC,"16,858"
130,144,100 Bullets,49,$2.50,DC,"16,616"
