Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,3,New Avengers,3,$2.25,Marvel,"149,041"
2,1,Astonishing X-Men,8,$2.99,Marvel,"134,195"
3,2,Superman Batman,17,$2.95,DC,"116,690"
4,4,Ultimates 2,3,$2.99,Marvel,"108,428"
5,5,Green Lantern Rebirth,4,$2.95,DC,"108,126"
6,8,Superman,213,$2.50,DC,"101,304"
7,6,X-Men Phoenix Endsong,2,$2.99,Marvel,"98,383"
8,10,Uncanny X-Men,455,$2.25,Marvel,"88,960"
9,7,Young Avengers,1,$2.99,Marvel,"87,991"
10,12,Uncanny X-Men,456,$2.25,Marvel,"86,806"
11,13,Ultimate Spider-Man,72,$2.25,Marvel,"86,725"
12,14,X-Men,167,$2.25,Marvel,"84,193"
13,15,Ultimate X-Men,56,$2.25,Marvel,"83,758"
14,16,Wolverine,25,$2.25,Marvel,"83,218"
15,18,Amazing Spider-Man,517,$2.25,Marvel,"78,620"
16,9,X-Men Phoenix Endsong,3,$2.99,Marvel,"74,817"
17,23,Ultimate Nightmare,5,$2.25,Marvel,"73,115"
18,21,Teen Titans,21,$2.50,DC,"66,891"
19,29,JLA,111,$2.25,DC,"64,569"
20,17,Marvel Knights Spider-Man,11,$2.99,Marvel,"60,487"
21,35,Batman,637,$2.25,DC,"58,060"
22,11,X-Men Fantastic Four,3,$3.50,Marvel,"57,073"
23,22,Supreme Power,15,$2.99,Marvel,"55,535"
24,24,X-23,3,$2.99,Marvel,"54,263"
25,25,JLA Classified,4,$2.95,DC,"53,630"
26,26,Seven Soldiers,0,$2.95,DC,"53,241"
27,27,Black Panther,1*,$2.99,Marvel,"50,513"
28,28,Daredevil,70,$2.99,Marvel,"48,724"
29,30,Captain America,3,$2.99,Marvel,"48,126"
30,20,Shanna The She Devil,1,$3.50,Marvel,"47,975"
31,46,Spec Spider-Man,25,$2.25,Marvel,"47,749"
32,31,Fantastic Four,523,$2.99,Marvel,"46,297"
33,32,Incredible Hulk,78,$2.99,Marvel,"44,741"
34,52,Flash,219,$2.25,DC,"44,091"
35,48,JSA,70,$2.50,DC,"42,883"
36,36,Excalibur,9,$2.99,Marvel,"41,205"
37,37,Hunter Killer,1,$2.99,Image,"40,102"
38,51,Outsiders,21,$2.50,DC,"40,050"
39,38,Detective Comics,803,$2.95,DC,"40,033"
40,39,Legion of Super Heroes,3,$2.95,DC,"39,969"
41,54,Outsiders,20,$2.50,DC,"39,069"
42,40,The Punisher,17,$2.99,Marvel,"38,732"
43,41,Conan,13,$2.99,Dark Horse,"38,662"
44,42,Excalibur,10,$2.99,Marvel,"37,606"
45,34,Strange,4,$3.50,Marvel,"37,466"
46,57,Action Comics,824,$2.50,DC,"37,449"
47,65,Nightwing,103,$2.25,DC,"36,938"
48,43,New X-Men,10,$2.99,Marvel,"36,926"
49,69,Nightwing,104,$2.25,DC,"36,427"
50,49,X-Force,6,$2.99,Marvel,"35,649"
51,64,Adventures of Superman,637,$2.50,DC,"33,280"
52,53,Daredevil Redemption,1,$2.99,Marvel,"33,106"
53,55,Space Ghost,4,$2.95,DC,"32,880"
54,68,Batman Gotham Knights,62,$2.50,DC,"32,804"
55,56,Exiles,59,$2.99,Marvel,"32,351"
56,79,Robin,135,$2.25,DC,"32,345"
57,71,Green Arrow,47,$2.50,DC,"31,567"
58,44,Avengers Earths Mightiest Heroes,7,$3.50,Marvel,"31,039"
59,45,Catwoman When In Rome,4,$3.50,DC,"30,888"
60,47,Avengers Earths Mightiest Heroes,8,$3.50,Marvel,"30,650"
