Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,-,X-Men,110,$2.25,Marvel,"100,964"
2,-,Uncanny X-Men,390,$2.25,Marvel,"98,437"
3,-,Ultimate X-Men,2,$2.25,Marvel,"89,921"
4,-,Wolverine,160,$2.25,Marvel,"74,789"
5,-,Avengers,38,$1.99,Marvel,"67,599"
6,-,Punisher,12,$2.99,Marvel,"65,279"
7,-,Spawn,106,$2.50,Image,"62,685"
8,-,Daredevil (resolicited),16,$2.99,Marvel,"62,233"
9,-,Daredevil (resolicited),15,$2.99,Marvel,"61,502"
10,-,Ultimate Spider-Man,5,$2.25,Marvel,"59,238"
11,-,Fantastic Four,39,$2.25,Marvel,"51,595"
12,-,Superman,166,$2.25,DC,"51,298"
13,-,Rising Stars,13,$2.50,Image,"51,123"
14,-,X-Men Unlimited,30,$2.99,Marvel,"50,770"
15,-,Universe X,6,$3.50,Marvel,"49,746"
16,-,X-Men The Search For Cyclops,4,$2.99,Marvel,"49,746"
17,-,Amazing Spider-Man,27,$2.25,Marvel,"49,190"
18,-,Justice Leagues,1,$2.50,DC,"48,318"
19,-,Batman,587,$2.25,DC,"47,153"
20,-,Justice Leagues Justice League of America,1,$2.50,DC,"46,432"
21,-,Peter Parker Spider-Man,27,$2.25,Marvel,"45,965"
22,-,Detective Comics,754,$2.50,DC,"44,890"
23,-,Defenders,1,$2.99,Marvel,"44,861"
24,-,Danger Girl Kamikaze,2,$2.95,DC,"44,857"
25,-,Justice Leagues Justice League of Arkham,1,$2.50,DC,"43,923"
26,-,Thor,33,$2.25,Marvel,"43,230"
27,-,Justice Leagues Justice League of Aliens,1,$2.50,DC,"43,173"
28,-,X-Men Forever,3,$3.50,Marvel,"42,966"
29,-,Justice Leagues Justice League of Amazons,1,$2.50,DC,"42,905"
30,-,Batgirl,12,$2.50,DC,"42,523"
31,-,Justice Leagues Justice League of Atlantis,1,$2.50,DC,"42,518"
32,-,Iron Man,38,$2.25,Marvel,"41,844"
33,-,Nightwing,53,$2.25,DC,"41,646"
34,-,X-Force,112,$2.25,Marvel,"41,259"
35,-,Captain America,39,$2.25,Marvel,"41,075"
36,-,Daredevil Spider-Man,3,$2.99,Marvel,"40,089"
37,-,Batman Gotham Knights,13,$2.50,DC,"40,071"
38,-,Hulk Smash,1,$2.99,Marvel,"39,792"
39,-,Mutant X,29,$2.25,Marvel,"39,189"
40,-,Spectre,1,$2.50,DC,"39,024"
41,-,Shidima,1,$2.95,Image,"38,713"
42,-,JSA,20,$2.50,DC,"38,321"
43,-,Harley Quinn,4,$2.25,DC,"38,213"
44,-,Generation X,73,$2.25,Marvel,"37,803"
45,-,Thunderbolts,48,$2.25,Marvel,"37,675"
46,-,Cable,89,$2.25,Marvel,"37,293"
47,-,Action Comics,775,$3.75,DC,"37,076"
48,-,Incredible Hulk,24,$1.99,Marvel,"36,251"
49,-,Green Lantern,134,$2.25,DC,"35,940"
50,-,Witchblade Aliens Darkness Predator Mindhunter,2,$2.99,Dark Horse,"35,761"
51,-,X-Men Blink,2,$2.99,Marvel,"35,667"
52,-,Witchblade,46,$2.50,Image,"35,492"
53,-,Adventures of Superman,588,$2.25,DC,"35,148"
54,-,Gambit & Bishop Sons of the Atom,1,$2.25,Marvel,"35,120"
55,-,Superman The Man of Steel,110,$2.25,DC,"34,893"
56,-,JLA Act of God,3,$4.95,DC,"34,822"
57,-,Marvel Knights,9,$2.99,Marvel,"34,606"
58,-,Robin,86,$2.25,DC,"34,096"
59,-,X-Man,73,$2.25,Marvel,"34,059"
60,-,Batman Legends of the Dark Knight,139,$2.25,DC,"33,950"
61,-,Sentry Vs The Void,1,$2.99,Marvel,"33,365"
62,-,Star Wars Qui Gon & Obi Wan Lsoom,1,$2.99,Dark Horse,"33,318"
63,-,Gambit & Bishop Sons of the Atom,2,$2.25,Marvel,"33,186"
64,-,Titans,25,$3.95,DC,"32,870"
65,-,Black Widow Breakdown,3,$2.99,Marvel,"31,965"
66,-,Catwoman,90,$2.25,DC,"31,951"
67,-,10th Muse,2,$2.95,Image,"31,536"
68,-,Thor 2001 Annual,,$3.50,Marvel,"31,470"
69,-,Birds of Prey,27,$2.50,DC,"31,460"
70,-,Silke,1,$2.99,Dark Horse,"30,602"
71,-,Darkness,37,$2.50,Image,"30,442"
72,-,Flash,170,$2.25,DC,"30,343"
73,-,X-Men Magik,4,$2.99,Marvel,"29,735"
