Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
-,207,Gen 13,0,$0.13,DC,"115,924"
1,1,Transformers Armada,1,$2.95,Dreamwave,"145,567"
2,2,Transformers Generation One,4,$2.95,Dreamwave,"135,066"
3,3,Battle of the Planets,1,$2.95,Image,"117,581"
4,6,Ultimates,7,$2.25,Marvel,"109,656"
5,4,Spider-Man/Black Cat Evil Men Do,2,$2.99,Marvel,"108,811"
6,7,Amazing Spider-Man,43,$2.25,Marvel,"105,998"
7,8,New X-Men,129,$2.25,Marvel,"105,823"
8,9,Ultimate X-Men,20,$2.25,Marvel,"99,516"
9,10,Ultimate Spider-Man,24,$2.25,Marvel,"99,014"
10,14,Uncanny X-Men,408,$2.25,Marvel,"93,248"
11,15,Uncanny X-Men,409,$2.25,Marvel,"93,107"
12,5,Spider-Man Blue,3,$3.50,Marvel,"75,284"
13,23,Wolverine,179,$2.25,Marvel,"72,911"
14,18,Green Arrow (resolicited),15,$2.50,DC,"71,755"
15,11,X-Treme X-Men,15,$2.99,Marvel,"70,588"
16,12,X-Treme X-Men,16,$2.99,Marvel,"70,346"
17,13,Captain America,4,$2.99,Marvel,"70,284"
18,16,G.I. Joe,8,$2.95,Image,"69,585"
19,27,JLA,68,$2.25,DC,"64,230"
20,30,Spider-Man Peter Parker,46,$2.25,Marvel,"62,116"
21,21,Batman,605,$2.95,DC,"56,367"
22,32,Avengers,56,$2.25,Marvel,"55,471"
23,17,League of Extraordinary Gentlemen Vol. II,1,$3.50,DC,"54,574"
24,24,Daredevil,35,$2.99,Marvel,"53,594"
25,31,Detective Comics,772,$2.50,DC,"52,111"
26,35,Incredible Hulk,43,$2.25,Marvel,"51,485"
27,25,X-Statix,1,$2.99,Marvel,"50,657"
28,26,Punisher,14,$2.99,Marvel,"48,357"
29,36,JSA,38,$2.50,DC,"45,753"
30,45,Fantastic Four,58,$2.25,Marvel,"45,685"
31,38,Batman Gotham Knights,31,$2.50,DC,"45,477"
32,41,Spawn,124,$2.50,Image,"43,893"
33,42,Hawkman,5,$2.50,DC,"41,999"
34,53,Exiles,15,$2.25,Marvel,"41,717"
35,55,Superman,184,$2.25,DC,"40,832"
36,56,Green Lantern,152,$2.25,DC,"40,173"
37,33,Agent X,1,$2.99,Marvel,"40,071"
38,29,X-Men Unlimited,37,$3.50,Marvel,"40,032"
39,58,Thor,51,$2.25,Marvel,"39,716"
40,34,Soldier X,1,$2.99,Marvel,"39,085"
41,60,Iron Man,57,$2.25,Marvel,"38,544"
42,37,Paradise X,4,$2.99,Marvel,"38,093"
43,52,Batgirl,30,$2.50,DC,"37,636"
44,39,Kiss,1,$2.99,Dark Horse,"37,388"
45,40,Spider-Man Quality of Life,3,$2.99,Marvel,"37,247"
46,65,Nightwing,71,$2.25,DC,"37,202"
47,66,Action Comics,793,$2.25,DC,"37,134"
48,67,Adventures of Superman,606,$2.25,DC,"36,700"
49,68,Spider-Man Get Kraven,2,$2.25,Marvel,"36,531"
50,70,Superman Man of Steel,128,$2.25,DC,"35,641"
51,71,Call of Duty Precinct,1,$2.25,Marvel,"35,449"
52,43,Infinity Abyss,3,$2.99,Marvel,"34,931"
53,44,Infinity Abyss,4,$2.99,Marvel,"34,519"
54,64,X-Factor,3,$2.50,Marvel,"33,893"
55,46,Sabertooth Mary Shelley Overdrive,2,$2.99,Marvel,"33,786"
56,47,Elektra,12,$2.99,Marvel,"33,685"
57,49,Alias,11,$2.99,Marvel,"32,355"
58,50,Alias,12,$2.99,Marvel,"32,304"
59,79,Call of Duty Brotherhood,2,$2.25,Marvel,"32,276"
60,51,Cage,5,$2.99,Marvel,"32,078"
61,54,Flash,188,$2.95,DC,"31,797"
62,73,Catwoman,9,$2.50,DC,"30,962"
63,57,Star Wars Infinities Empire Strikes Back,1,$2.99,Dark Horse,"30,139"
64,86,Thunderbolts,67,$2.25,Marvel,"30,128"
65,88,Thunderbolts,68,$2.25,Marvel,"30,010"
66,19,Pro,,$5.95,Image,"29,931"
67,59,Stormwatch Achilles,1,$2.95,DC,"29,688"
68,89,Batman Legends of the Dark Knight,157,$2.25,DC,"29,649"
69,92,Robin,104,$2.25,DC,"28,899"
70,63,Powers,23,$2.95,Image,"28,781"
71,61,Spider-Man Tangled Web,16,$2.99,Marvel,"28,764"
72,83,Birds of Prey,45,$2.50,DC,"28,753"
73,93,Deadpool,69,$2.25,Marvel,"28,730"
74,62,Tomb Raider,23,$2.99,Image,"28,702"
75,95,Cable,107,$2.25,Marvel,"28,663"
76,97,Order,6,$2.25,Marvel,"28,381"
77,20,Battle of the Planets Ross Holofoil Cvr,1,$5.95,Image,"28,043"
78,22,Just Imagine Stan Lee W/John Cassaday Creating Crisis,,$5.95,DC,"27,879"
79,69,Filth,2,$2.95,DC,"27,552"
80,100,Marvel Mangaverse,4,$2.25,Marvel,"27,468"
81,87,Witchblade,57,$2.50,Image,"27,039"
82,106,Spider-Girl,49,$2.25,Marvel,"26,611"
83,107,Wonder Woman,183,$2.25,DC,"26,588"
84,90,Legion,10,$2.50,DC,"26,532"
85,72,Star Wars Jango Fett Open Seasons,3,$2.99,Dark Horse,"26,273"
86,94,Young Justice,47,$2.50,DC,"25,810"
87,77,Sojourn,13,$2.95,Crossgen,"25,782"
88,74,Hellboy Third Wish,1,$2.99,Dark Horse,"25,782"
89,75,Apache Skies,1,$2.99,Marvel,"25,669"
90,102,Captain Marvel,34,$2.50,Marvel,"24,367"
91,103,Titans,43,$2.50,DC,"24,255"
92,28,JLA Destiny,2,$5.95,DC,"24,221"
93,80,Marvel Knights Double Shot (resolicited),4,$2.99,Marvel,"24,159"
94,81,Superman Aliens II Godwar,2,$2.99,Dark Horse,"24,136"
95,82,Marvel Knights Vol. 2,5,$2.99,Marvel,"24,046"
96,84,Thing Freakshow,2,$2.99,Marvel,"23,984"
97,85,Blade,5,$2.99,Marvel,"22,958"
98,120,Harley Quinn,22,$2.25,DC,"22,547"
99,91,Hood,3,$2.99,Marvel,"22,085"
100,78,Elektra Glimpse & Echo,1,$3.50,Marvel,"21,600"
101,96,Star Wars,44,$2.99,Dark Horse,"21,369"
102,99,Beautiful Killer,1,$2.99,Wizard,"21,092"
103,113,Muties,6,$2.50,Marvel,"20,918"
104,116,Morlocks,4,$2.50,Marvel,"20,664"
105,118,Black Panther,47,$2.50,Marvel,"20,546"
106,101,Lone Wolf 2100,3,$2.99,Dark Horse,"20,489"
107,128,Supergirl,72,$2.25,DC,"20,478"
108,119,Hellblazer,176,$2.50,DC,"20,348"
109,105,Way of the Rat,3,$2.95,Crossgen,"20,303"
110,108,Warlands Age of Ice,7,$2.95,Dreamwave,"20,208"
111,123,Fables,3,$2.50,DC,"19,469"
112,125,Power Company,6,$2.50,DC,"18,889"
113,109,Deadline,4,$2.99,Marvel,"18,832"
114,126,100 Bullets,38,$2.50,DC,"18,719"
115,127,Spectre,19,$2.50,DC,"18,641"
116,111,Route 666,2,$2.95,Crossgen,"18,392"
117,130,Doom Patrol,10,$2.50,DC,"18,195"
118,153,Justice League Adventures,9,$1.99,DC,"18,015"
119,134,Transmetropolitan,58,$2.50,DC,"17,925"
120,115,Scion,26,$2.95,Crossgen,"17,632"
121,112,Buffy the Vampire Slayer Willow & Tara Wilderness,1,$2.99,Dark Horse,"17,530"
122,117,High Roads,4,$2.95,DC,"17,451"
123,114,Buffy the Vampire Slayer,47,$2.99,Dark Horse,"17,417"
124,121,Automatic Kafka,1,$2.95,DC,"16,899"
125,48,Flash Time Flies,,$5.95,DC,"16,617"
126,122,Hip Flask Unnatural Selection,,$2.99,Active Images,"16,566"
127,150,X-Men Evolution,9,$2.25,Marvel,"16,324"
128,141,Azrael Agent of the Bat,92,$2.50,DC,"16,217"
129,124,Shidima,5,$2.95,Dreamwave,"16,200"
130,142,Suicide Squad,11,$2.50,DC,"15,862"
131,129,Crux,16,$2.95,Crossgen,"15,428"
132,147,Simpsons Comics,72,$2.50,Bongo,"15,360"
133,131,Y The Last Man,1,$2.95,DC,"15,287"
134,148,Lucifer,28,$2.50,DC,"15,275"
135,132,Bone,49,$2.95,Cartoon,"15,270"
136,135,Mystic,26,$2.95,Crossgen,"15,072"
137,136,Negation,8,$2.95,Crossgen,"14,988"
138,137,Sigil,26,$2.95,Crossgen,"14,768"
139,152,Impulse,88,$2.50,DC,"14,548"
140,138,First,21,$2.95,Crossgen,"14,537"
141,140,Lady Death Dark Alliance,2,$2.99,Chaos,"13,804"
142,143,Mutant Earth,2,$2.95,Image,"13,410"
143,157,Hunter Age of Magic,13,$2.50,DC,"13,398"
144,144,Strangers In Paradise Vol. III,52,$2.95,Abstract,"13,201"
145,145,Savage Dragon,101,$2.95,Image,"13,184"
146,179,Batman Gotham Adventures,52,$1.99,DC,"13,167"
147,159,Codename Knockout,15,$2.50,DC,"13,071"
148,161,Lab Rats,4,$2.50,DC,"13,049"
149,146,Tenth Nightwalker,4,$2.99,Dark Horse,"12,919"
150,76,Shazam Family Annual,1,$5.95,DC,"12,840"
151,98,Leave It To Chance,13,$4.95,Image,"12,784"
152,149,Powerpuff Girls Movie Comic,,$2.95,DC,"12,508"
