Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,1,Identity Crisis,1,$3.95,DC,"163,117"
2,2,Superman,206,$2.50,DC,"162,101"
3,3,Astonishing X-Men,2,$2.99,Marvel,"133,789"
4,8,Ultimate Spider-Man,60,$2.25,Marvel,"104,793"
5,9,Ultimate Spider-Man,61,$2.25,Marvel,"101,163"
6,10,Ultimate Fantastic Four,6,$2.25,Marvel,"100,976"
7,11,Ultimate Fantastic Four,7,$2.25,Marvel,"99,449"
8,12,Uncanny X-Men,445,$2.25,Marvel,"98,664"
9,13,X-Men,158,$2.25,Marvel,"96,762"
10,14,Ultimate Fantastic Four,8,$2.25,Marvel,"96,698"
11,15,Ultimate X-Men,47,$2.25,Marvel,"95,257"
12,16,Ultimate X-Men,48,$2.25,Marvel,"94,242"
13,17,Amazing Spider-Man,509,$2.25,Marvel,"88,293"
14,5,Wolverine End,4,$2.99,Marvel,"83,950"
15,6,Marvel Knights Spider-Man,3,$2.99,Marvel,"82,718"
16,19,Amazing Spider-Man,508,$2.25,Marvel,"82,271"
17,4,JLA,100,$3.50,DC,"75,436"
18,25,Batman,629,$2.25,DC,"72,023"
19,28,Wolverine,16,$2.25,Marvel,"67,521"
20,24,Teen Titans,12,$2.50,DC,"66,426"
21,20,Amazing Fantasy,1,$2.99,Marvel,"60,470"
22,21,Excalibur,2,$2.99,Marvel,"59,793"
23,22,New X-Men,2,$2.99,Marvel,"58,857"
24,34,Avengers,84,$2.25,Marvel,"57,085"
25,26,Daredevil,61,$2.99,Marvel,"53,772"
26,27,Conan,5,$2.99,Dark Horse,"51,309"
27,39,Spectacular Spider-Man,15,$2.25,Marvel,"50,999"
28,42,Spectacular Spider-Man,16,$2.25,Marvel,"50,517"
29,43,Fantastic Four,514,$2.25,Marvel,"49,897"
30,29,Punisher,7,$2.99,Marvel,"48,126"
31,30,Punisher,8,$2.99,Marvel,"47,477"
32,38,Action Comics,816,$2.50,DC,"47,067"
33,18,Astonishing X-Men,1 Directors Cut,$3.99,Marvel,"46,721"
34,56,Flash,211,$2.25,DC,"45,742"
35,31,Identity Disc,1,$2.99,Marvel,"44,697"
36,45,Adventures of Superman,629,$2.50,DC,"44,488"
37,60,Incredible Hulk,73,$2.25,Marvel,"44,251"
38,32,Marvel Knights 4,6,$2.99,Marvel,"44,078"
39,33,Wolverine/Punisher,4,$2.99,Marvel,"44,020"
40,48,Outsiders,13,$2.50,DC,"43,314"
41,51,JSA,62,$2.50,DC,"42,666"
42,36,Wanted,4,$2.99,Image,"42,205"
43,66,Robin,127,$2.25,DC,"40,750"
44,7,JLA Another Nail,2,$5.95,DC,"40,506"
45,37,Powerless,1,$2.99,Marvel,"39,800"
46,61,Doom Patrol,1,$2.50,DC,"39,310"
47,40,Avengers/Thunderbolts,4,$2.99,Marvel,"38,294"
48,41,Exiles,48,$2.99,Marvel,"38,122"
49,44,Transformers Generation One Vol. 3,5,$2.95,Dreamwave,"37,711"
50,47,X-Men Unlimited,3,$2.99,Marvel,"36,739"
51,49,Captain America,27,$2.99,Marvel,"36,213"
