Units,Dollars,Comic-book Title,Issue,Price,On sale,Publisher,Est. units
373,359,Grimm Fairy Tales Tales of Terror Vol. 4,2,$3.99,05/16/18,Zenescope,"2,677"
374,360,Robyn Hood The Curse,5,$3.99,05/30/18,Zenescope,"2,661"
375,380,Punks Not Dead,4,$3.99,05/09/18,IDW,"2,654"
376,362,Come Into Me,2,$3.99,05/02/18,Black Mask,"2,644"
377,390,Gasolina,8,$3.99,05/23/18,Image,"2,620"
378,431,Terrifics,1,$2.99,05/23/18,DC,"2,614"
379,402,Shadowman,1,$3.99,04/25/18,Valiant,"2,579"
380,396,Further Adv of Nick Wilson,5,$3.99,05/23/18,Image,"2,560"
381,383,Goosebumps Download & Die,3,$3.99,05/16/18,IDW,"2,560"
382,366,Kull Eternal,3*,$3.99,05/02/18,IDW,"2,552"
383,369,We Are Danger,1,$3.99,05/30/18,Black Mask,"2,543"
384,371,Rough Riders Ride or Die,4,$3.99,05/09/18,Aftershock,"2,497"
385,386,Fence,6,$3.99,05/16/18,Boom,"2,460"
386,353,Mighty Morphin Power Rangers,25,$4.99,04/25/18,Boom,"2,454"
387,401,Warframe,5,$3.99,05/30/18,Image,"2,454"
388,403,Isola,1,$3.99,05/09/18,Image,"2,425"
389,379,Grimm Fairy Tales Tales of Terror Vol. 4,3,$3.99,05/23/18,Zenescope,"2,424"
390,405,Doom Patrol,11,$3.99,04/25/18,DC,"2,400"
391,391,Executive Assistant Iris Vol. 5,1,$3.99,05/23/18,Aspen,"2,392"
392,404,Death of Love,4,$3.99,05/16/18,Image,"2,377"
393,382,Grimm Fairy Tales Dance of the Dead,5,$3.99,05/02/18,Zenescope,"2,349"
394,399,Swashbucklers Saga Continues,2,$3.99,05/02/18,Dynamite,"2,304"
395,414,Black Cloud,9,$3.99,05/09/18,Image,"2,267"
396,571,True Believers Venom Vs. Spider-Man,1,$1.00,04/18/18,Marvel,"2,259"
397,388,Wilds,3,$3.99,05/30/18,Black Mask,"2,199"
398,393,Undateable Cerebus,1,$4.00,05/30/18,Aardvark-Vanaheim,"2,166"
399,394,Love and Aardvarks,1,$4.00,05/09/18,Aardvark-Vanaheim,"2,138"
400,408,October Faction Supernatural Dreams,3,$3.99,05/02/18,IDW,"2,123"
401,397,Peek a Boo,3,$3.99,05/23/18,Zenescope,"2,119"
402,398,Musketeers,4,$3.99,05/23/18,Zenescope,"2,115"
403,412,Giant Days,38,$3.99,05/02/18,Boom,"2,094"
404,364,Hunt For Wolverine,1,$5.99,04/25/18,Marvel,"2,081"
405,400,Breathless,2,$3.99,05/02/18,Black Mask,"2,074"
406,413,Rugrats,8,$3.99,05/23/18,Boom,"2,073"
407,347,Knights of the Dinner Table,254,$5.99,05/16/18,Kenzer,"2,027"
408,415,Sonic The Hedgehog,4,$3.99,04/25/18,IDW,"2,027"
409,566,Judge Dredd Mega City Zero (IDW Greatest Hits),1,$1.00,05/23/18,IDW,"2,022"
410,417,Assassinistas,5,$3.99,05/16/18,IDW,"1,986"
411,430,Resident Alien,2,$3.99,05/09/18,Dark Horse,"1,961"
412,406,Backways,5,$3.99,05/09/18,Aftershock,"1,956"
413,424,Lucy Dreaming,3,$3.99,05/16/18,Boom,"1,913"
414,470,Sideways,1,$2.99,05/23/18,DC,"1,883"
415,438,Gideon Falls,1,$3.99,05/16/18,Image,"1,858"
416,437,Incognegro Renaissance,4,$3.99,05/23/18,Dark Horse,"1,854"
417,439,Skyward,1,$3.99,05/23/18,Image,"1,854"
418,416,Cold War,4,$3.99,05/16/18,Aftershock,"1,845"
419,296,Belladonna Fire Fury,6,$7.99,05/23/18,Avatar,"1,838"
420,436,Oblivion Song By Kirkman & De Felici,1,$3.99,03/07/18,Image,"1,831"
421,442,Zodiac Starforce Cries of Fire Prince,4,$3.99,05/02/18,Dark Horse,"1,831"
422,427,Sonic The Hedgehog,2,$3.99,05/16/18,IDW,"1,804"
423,419,Sea of Thieves,3,$3.99,05/09/18,Titan,"1,772"
424,420,Assassins Creed Origins,3,$3.99,05/16/18,Titan,"1,767"
425,422,Infinity 8,3,$3.99,05/16/18,Lion Forge,"1,759"
426,418,Infinity Countdown,1,$4.99,05/09/18,Marvel,"1,743"
427,318,Jungle Fantasy Survivors,10,$7.99,05/02/18,Avatar,"1,668"
428,426,Bloodborne,3,$3.99,04/25/18,Titan,"1,651"
429,429,Survival Fetish,2,$3.99,05/30/18,Black Mask,"1,644"
430,349,Garfield 2018 Vacation Time Blues,1,$7.99,05/16/18,Boom,"1,626"
431,444,Uncle Scrooge,34,$3.99,04/18/18,IDW,"1,617"
432,440,Rick & Morty,37,$3.99,04/25/18,Oni,"1,594"
433,445,Sonic The Hedgehog,3,$3.99,04/18/18,IDW,"1,589"
434,434,Pellucidar At Earths Core,1,$3.99,05/23/18,American Mythology,"1,573"
435,457,Gideon Falls,2,$3.99,05/16/18,Image,"1,572"
436,447,Jirni Volume 3,3,$3.99,05/16/18,Aspen,"1,551"
437,421,Weird Love,24,$4.99,05/30/18,IDW,"1,543"
438,449,G.I. Joe a Real American Hero,250,$4.99,03/28/18,IDW,"1,532"
439,500,Silencer,1,$2.99,05/23/18,DC,"1,516"
440,443,Fighting American Ties That Bind,3,$3.99,05/02/18,Titan,"1,498"
441,453,Ballad of Sang,3,$3.99,05/16/18,Oni,"1,494"
442,441,Doomsday Clock,4,$4.99,03/28/18,DC,"1,465"
443,452,Jeepers Creepers,1,$3.99,04/25/18,Dynamite,"1,453"
444,459,Oblivion Song By Kirkman & De Felici,2,$3.99,04/11/18,Image,"1,445"
445,409,Belladonna Fire Fury,6,$5.99,05/23/18,Avatar,"1,408"
446,450,Pink Panther 55Th Anniversary Special,1,$3.99,05/23/18,American Mythology,"1,395"
447,410,Jungle Fantasy Survivors,10,$5.99,05/02/18,Avatar,"1,394"
448,451,Betrothed,3,$3.99,05/09/18,Aftershock,"1,390"
449,435,Rick Veitch The One,4,$4.99,05/02/18,IDW,"1,389"
450,460,Ruin of Thieves Brigands,1,$3.99,05/16/18,Action Lab,"1,347"
451,464,Dodge City,3,$3.99,05/16/18,Boom,"1,304"
452,407,Supermansion,2,$5.99,05/09/18,Titan,"1,298"
453,455,Doomsday Clock,3,$4.99,01/24/18,DC,"1,291"
454,433,Factory,3,$4.99,05/23/18,Titan,"1,278"
455,471,Portal Bound,2,$3.99,05/02/18,Aspen,"1,260"
456,389,Season of the Snake,2,$6.99,05/09/18,Titan,"1,252"
457,474,Gold Digger,252,$3.99,05/09/18,Antarctic,"1,239"
458,458,Doomsday Clock,1,$4.99,03/28/18,DC,"1,204"
459,461,Jazz Legend,1,$3.99,05/16/18,Scout,"1,203"
460,463,Brilliant Trash,6,$3.99,05/30/18,Aftershock,"1,193"
461,466,Ghost Money,10,$3.99,05/09/18,Lion Forge,"1,180"
462,465,Three Stooges Slaptastic Special,1,$3.99,05/16/18,American Mythology,"1,180"
463,467,Land That Time Forgot See-Ta Savage,2,$3.99,05/16/18,American Mythology,"1,170"
464,423,Forever Free,2,$5.99,05/23/18,Titan,"1,165"
465,497,Cosmo,5,$3.99,05/23/18,Archie,"1,150"
466,643,True Believers Avengers Vs. Thanos,1,$1.00,04/04/18,Marvel,"1,148"
467,486,Subspecies,3,$3.99,05/30/18,Action Lab,"1,138"
468,476,John Carpenter Tales of Sci Fi Vortex,7,$3.99,05/02/18,Storm King,"1,124"
469,499,Venomized,3,$3.99,04/18/18,Marvel,"1,104"
470,472,Thanos Annual,1,$4.99,04/25/18,Marvel,"1,099"
471,479,John Carpenter Tales of Sci Fi Vortex,8,$3.99,05/30/18,Storm King,"1,081"
472,508,Old Man Hawkeye,3,$3.99,05/23/18,Marvel,"1,066"
473,515,X-Men Red,3,$3.99,05/23/18,Marvel,"1,035"
474,496,Gingerdead Man Meets Evil Bong,2,$3.99,05/16/18,Action Lab,"1,033"
475,498,Gold Digger,253,$3.99,05/30/18,Antarctic,"1,030"
476,666,True Believers Infinity War,1,$1.00,04/25/18,Marvel,"1,012"
477,511,Venomized,4,$3.99,04/25/18,Marvel,"1,005"
478,490,Stuff of Legend Call to Arms,3,$3.99,05/30/18,Third World,"1,002"
479,484,Infinity Countdown,2,$4.99,04/18/18,Marvel,988
480,504,Charismagic Vol. 3,4,$3.99,05/09/18,Aspen,982
481,495,Cavewoman Lycan Run,1,$3.99,05/16/18,Amryl,964
482,478,Myopia Rise of the Domes,,$4.99,05/30/18,Dynamite,957
483,518,X-Men Gold,26,$3.99,04/18/18,Marvel,940
484,509,Lucas Stand Inner Demons,4,$3.99,05/30/18,Boom,936
485,545,Terrifics,3,$2.99,04/25/18,DC,935
486,519,Mighty Thor,706,$3.99,04/25/18,Marvel,926
487,514,Vampironica,1,$3.99,03/14/18,Archie,923
488,506,John Wick,2,$3.99,04/18/18,Dynamite,910
489,502,Cavewoman Return to Labyrinth,1,$3.99,05/23/18,Amryl,906
490,505,Battlecats,4,$3.99,05/23/18,Mad Cave,882
491,510,Volcanosaurus,2,$3.99,05/02/18,American Mythology,852
492,512,Battlecats,3,$3.99,05/02/18,Mad Cave,844
493,513,Long Lost,6,$3.99,05/02/18,Scout,841
494,706,Image Firsts Paper Girls,1,$1.00,07/13/16,Image,812
495,522,Shrugged Vol. 3,4,$3.99,05/30/18,Aspen,801
496,524,Athena Voltaire,4,$3.99,05/16/18,Action Lab,780
497,517,Encounter,3,$3.99,05/16/18,Lion Forge,780
498,561,Superman,45,$2.99,04/18/18,DC,778
499,535,Batman White Knight,7,$3.99,04/04/18,DC,770
500,728,True Believers Thanos The First,1,$1.00,04/04/18,Marvel,769
