Units,Dollars,Comic-book Title,Issue,Price,On sale,Publisher,Est. units
36,36,Hunt For Wolverine Adamantium Agenda,1,$3.99,05/09/18,Marvel,"42,460"
37,39,Hunt For Wolverine Claws of Killer,1,$3.99,05/16/18,Marvel,"41,381"
38,37,Harley Loves Joker,1,$3.99,05/02/18,DC,"41,247"
39,40,Captain America,702,$3.99,05/16/18,Marvel,"40,366"
40,28,Mighty Thor Gates of Valhalla,1,$4.99,05/16/18,Marvel,"39,874"
41,42,Venomized,5,$3.99,05/02/18,Marvel,"39,849"
42,29,Star Wars Annual,4,$4.99,05/23/18,Marvel,"39,179"
43,30,X-Men Red Annual,1,$4.99,05/30/18,Marvel,"38,444"
44,68,Spawn,285,$2.99,05/02/18,Image,"37,975"
45,71,Saga,52,$2.99,05/30/18,Image,"37,509"
46,46,Harley Loves Joker,2,$3.99,05/16/18,DC,"37,012"
47,74,New Challengers,1,$2.99,05/16/18,DC,"36,557"
48,47,Oblivion Song By Kirkman & De Felici,3,$3.99,05/09/18,Image,"36,443"
49,48,Deathstroke,31,$3.99,05/02/18,DC,"35,805"
50,51,X-Men Gold,28,$3.99,05/23/18,Marvel,"35,221"
51,52,X-Men Gold,27,$3.99,05/02/18,Marvel,"35,126"
52,50,Astonishing X-Men,11,$3.99,05/02/18,Marvel,"34,480"
53,84,Wonder Woman,46,$2.99,05/09/18,DC,"34,430"
54,85,Wonder Woman,47,$2.99,05/23/18,DC,"33,848"
55,53,Marvel Two-In-One,6,$3.99,05/30/18,Marvel,"33,844"
56,55,Star Wars Thrawn,4,$3.99,05/09/18,Marvel,"33,266"
57,38,Death or Glory,1,$4.99,05/02/18,Image,"32,811"
58,57,Old Man Logan,39,$3.99,05/09/18,Marvel,"31,779"
59,58,You Are Deadpool,1,$3.99,05/02/18,Marvel,"31,495"
60,60,Old Man Logan,40,$3.99,05/23/18,Marvel,"31,086"
61,62,X-Men Blue,27,$3.99,05/09/18,Marvel,"30,714"
62,65,X-Men Blue,28,$3.99,05/30/18,Marvel,"30,138"
63,61,Daredevil,602,$3.99,05/16/18,Marvel,"29,866"
64,63,All New Wolverine,35,$3.99,05/16/18,Marvel,"29,677"
65,70,Barrier,1 Coll. Ed.,$4.99,05/09/18,Image,"29,396"
66,69,Infinity Countdown Captain Marvel,1,$3.99,05/30/18,Marvel,"29,019"
67,112,Terrifics,4,$2.99,05/23/18,DC,"28,849"
68,67,Doctor Strange,390,$3.99,05/23/18,Marvel,"28,793"
69,113,Suicide Squad,41,$2.99,05/09/18,DC,"28,499"
70,49,Infinity Countdown Daredevil,1,$4.99,05/16/18,Marvel,"28,299"
71,119,Immortal Men,2,$2.99,05/09/18,DC,"27,896"
72,118,Hal Jordan and the Green Lantern Corps,44,$2.99,05/09/18,DC,"27,868"
73,73,Star Wars Doctor Aphra,20,$3.99,05/23/18,Marvel,"27,837"
74,120,Hal Jordan and the Green Lantern Corps,45,$2.99,05/23/18,DC,"27,682"
75,75,Super Sons,16,$3.99,05/23/18,DC,"27,089"
76,54,Star Wars Last Jedi Adaptation,1,$4.99,05/09/18,Marvel,"27,057"
77,76,Brave & The Bold Batman & Wonder Woman,4,$3.99,05/16/18,DC,"26,910"
78,79,Peter Parker Spectacular Spider-Man,304,$3.99,05/09/18,Marvel,"26,795"
79,123,Suicide Squad,42,$2.99,05/23/18,DC,"26,759"
80,66,Barrier,2*,$3.99,05/09/18,Image,"26,607"
81,81,Old Man Hawkeye,5,$3.99,05/23/18,Marvel,"26,565"
82,83,Domino,2,$3.99,05/09/18,Marvel,"26,343"
83,82,Nightwing,44,$3.99,05/02/18,DC,"26,229"
84,86,Weapon H,3,$3.99,05/16/18,Marvel,"25,247"
85,126,Medieval Spawn Witchblade,1,$2.99,05/09/18,Image,"25,122"
86,72,Barrier,3*,$3.99,05/16/18,Image,"25,034"
87,87,Spider-Man,240,$3.99,05/02/18,Marvel,"24,973"
88,88,Daredevil,603,$3.99,05/30/18,Marvel,"24,878"
89,59,Flash Speed Buggy Special,1,$4.99,05/30/18,DC,"24,673"
90,89,You Are Deadpool,2,$3.99,05/09/18,Marvel,"24,242"
91,90,Infinity Countdown Darkhawk,1,$3.99,05/23/18,Marvel,"24,097"
92,64,Super Sons Dynomutt Special,1,$4.99,05/30/18,DC,"23,852"
93,78,Barrier,4*,$3.99,05/23/18,Image,"23,849"
94,131,Green Lanterns,47,$2.99,05/16/18,DC,"23,789"
95,132,Green Lanterns,46,$2.99,05/02/18,DC,"23,727"
96,94,Star Wars Poe Dameron,27,$3.99,05/16/18,Marvel,"23,364"
97,96,Weapon X,17,$3.99,05/02/18,Marvel,"23,303"
98,56,Barrier,5*,$4.99,05/30/18,Image,"23,285"
99,97,Aquaman,36,$3.99,05/16/18,DC,"23,057"
100,98,You Are Deadpool,4,$3.99,05/23/18,Marvel,"22,956"
101,99,You Are Deadpool,3,$3.99,05/16/18,Marvel,"22,825"
102,91,Moon Knight,195,$3.99,05/23/18,Marvel,"22,762"
103,93,Harbinger Wars 2,1*,$3.99,05/30/18,Valiant,"22,621"
104,101,Spider-Man Deadpool,32,$3.99,05/09/18,Marvel,"22,587"
105,103,You Are Deadpool,5,$3.99,05/30/18,Marvel,"22,326"
106,104,Punisher,224,$3.99,05/16/18,Marvel,"22,323"
107,106,Star Wars Last Jedi Adaptation,2,$3.99,05/23/18,Marvel,"22,281"
108,105,Weapon X,18,$3.99,05/23/18,Marvel,"22,278"
109,107,Spider-Man Deadpool,33,$3.99,05/23/18,Marvel,"21,950"
110,111,Exiles,3,$3.99,05/09/18,Marvel,"21,904"
111,100,Spider-Gwen,32,$3.99,05/30/18,Marvel,"21,830"
112,109,Punisher,225,$3.99,05/30/18,Marvel,"21,783"
113,77,Green Lanterns Annual,1,$4.99,05/30/18,DC,"21,486"
114,115,Incredible Hulk,716,$3.99,05/09/18,Marvel,"21,423"
115,80,Aquaman Jabberjaw Special,1,$4.99,05/30/18,DC,"21,088"
116,116,Green Arrow,40,$3.99,05/02/18,DC,"20,995"
117,122,Incredible Hulk,717,$3.99,05/23/18,Marvel,"20,500"
118,144,Curse of Brimstone,2,$2.99,05/02/18,DC,"20,244"
119,117,Quicksilver No Surrender,1,$3.99,05/16/18,Marvel,"20,213"
120,102,Kick-Ass,4*,$3.99,05/16/18,Image,"19,975"
121,108,Gideon Falls,3*,$3.99,05/16/18,Image,"19,446"
122,125,Batgirl,23,$3.99,05/23/18,DC,"19,252"
123,127,Red Hood and the Outlaws,22,$3.99,05/09/18,DC,"18,989"
124,110,Rick & Morty,38,$3.99,05/30/18,Oni,"18,986"
125,149,Damage,5,$2.99,05/16/18,DC,"18,923"
126,128,Rise of Black Panther,5,$3.99,05/02/18,Marvel,"18,787"
127,129,New Mutants Dead Souls,3,$3.99,05/09/18,Marvel,"18,661"
128,92,Black Lightning Hong Kong Phooey Special,1,$4.99,05/30/18,DC,"18,535"
129,95,Green Arrow Annual,2,$4.99,05/30/18,DC,"18,514"
130,154,Sideways,4,$2.99,05/09/18,DC,"18,300"
131,121,Hit-Girl,4*,$3.99,05/23/18,Image,"18,226"
132,314,True Believers Wolverine Sword Quest,1,$1.00,05/02/18,Marvel,"18,226"
133,124,Mighty Morphin Power Rangers,27,$3.99,05/16/18,Boom,"18,047"
134,134,Cable,157,$3.99,05/16/18,Marvel,"17,579"
135,133,Isola,2,$3.99,05/09/18,Image,"17,572"
136,136,Champions,20,$3.99,05/23/18,Marvel,"17,325"
137,135,Amazing Spider-Man Renew Your Vows,19,$3.99,05/30/18,Marvel,"17,299"
138,137,Rogue & Gambit,5,$3.99,05/02/18,Marvel,"16,943"
139,114,Xerxes Fall of House of Darius,2,$4.99,05/02/18,Dark Horse,"16,840"
140,334,True Believers Wolverine Vs. Venom,1,$1.00,05/23/18,Marvel,"16,774"
141,138,Mera Queen of Atlantis,4,$3.99,05/23/18,DC,"16,456"
142,130,Red Sonja Tarzan,1,$3.99,05/02/18,Dynamite,"16,371"
143,338,True Believers Wolverine Vs. Sabretooth,1,$1.00,05/09/18,Marvel,"16,236"
144,139,Batman Beyond,20,$3.99,05/23/18,DC,"16,093"
145,140,Kill or Be Killed,19,$3.99,05/30/18,Image,"15,995"
146,142,Batwoman,15,$3.99,05/16/18,DC,"15,716"
147,143,Scooby Apocalypse,25,$3.99,05/09/18,DC,"15,577"
148,173,Silencer,5,$2.99,05/23/18,DC,"15,261"
149,172,Batman Sins of the Father,4,$2.99,05/16/18,DC,"15,213"
150,145,Batgirl and the Birds of Prey,22,$3.99,05/09/18,DC,"14,981"
151,147,Wild Storm,13,$3.99,05/16/18,DC,"14,661"
152,148,Ben Reilly Scarlet Spider,18,$3.99,05/16/18,Marvel,"14,607"
153,146,Neil Gaiman American Gods My Ainsel,3,$3.99,05/16/18,Dark Horse,"14,500"
154,141,Go Go Power Rangers,9,$3.99,05/02/18,Boom,"14,190"
155,351,True Believers Wolverine Fatal Attractions,1,$1.00,05/16/18,Marvel,"14,171"
156,152,Monstress,16,$3.99,05/09/18,Image,"13,851"
157,155,Ms. Marvel,30,$3.99,05/30/18,Marvel,"13,401"
158,158,Raven Daughter of Darkness,5,$3.99,05/30/18,DC,"13,066"
159,151,TMNT Urban Legends,1,$3.99,05/23/18,IDW,"12,735"
160,161,Outcast By Kirkman & Azaceta,35,$3.99,05/09/18,Image,"12,674"
161,365,True Believers Wolverine Blood Hungry,1,$1.00,05/09/18,Marvel,"12,641"
162,164,East of West,37,$3.99,05/02/18,Image,"12,603"
163,153,Sonic The Hedgehog,5,$3.99,05/30/18,IDW,"12,561"
164,166,Southern Bastards,20,$3.99,05/09/18,Image,"12,319"
165,165,Hellblazer,22,$3.99,05/23/18,DC,"12,310"
166,169,Runaways,9,$3.99,05/09/18,Marvel,"12,303"
167,370,True Believers Wolverine Dying Game,1,$1.00,05/16/18,Marvel,"12,291"
168,168,Descender,30,$3.99,05/30/18,Image,"12,180"
169,171,Shield By Hickman and Weaver,5,$3.99,05/23/18,Marvel,"12,093"
170,162,Amazing Spider-Man,799,$3.99,04/18/18,Marvel,"11,993"
171,374,True Believers Kitty Pryde and Wolverine,1,$1.00,05/02/18,Marvel,"11,971"
172,156,Star Wars Adventures,10,$3.99,05/09/18,IDW,"11,917"
173,170,Last Siege,1,$3.99,05/30/18,Image,"11,878"
174,159,Black Hammer Age of Doom,2*,$3.99,05/23/18,Dark Horse,"11,690"
175,160,Vampironica,2,$3.99,05/30/18,Archie,"11,652"
176,163,Star Trek TNG Through The Mirror,1,$3.99,05/02/18,IDW,"11,508"
177,167,TMNT Ongoing,82,$3.99,05/16/18,IDW,"11,207"
178,385,True Believers Wolverine Evolution,1,$1.00,05/30/18,Marvel,"11,065"
179,157,Walk Through Hell,1,$3.99,05/16/18,Aftershock,"10,877"
180,179,Bane Conquest,11,$3.99,05/30/18,DC,"10,876"
181,387,True Believers Wolverine The Brothers,1,$1.00,05/23/18,Marvel,"10,848"
182,392,True Believers Wolverine Exiles,1,$1.00,05/30/18,Marvel,"10,524"
183,183,Wicked & Divine,36,$3.99,05/16/18,Image,"10,481"
184,174,Star Trek TNG Through The Mirror,2,$3.99,05/09/18,IDW,"10,271"
185,222,Injustice 2,25,$2.99,05/02/18,DC,"10,211"
186,186,Black Science,35,$3.99,05/02/18,Image,"10,135"
187,176,Nightmare Before Christmas Zeros Journey,1,$3.99,05/02/18,Tokyopop,"10,051"
188,178,Star Trek TNG Through The Mirror,3,$3.99,05/16/18,IDW,"9,927"
189,177,Jim Henson Labyrinth Coronation,4,$3.99,05/30/18,Boom,"9,909"
190,250,Shadowman,3,$3.99,05/23/18,Valiant,"9,883"
191,231,Injustice 2,26,$2.99,05/16/18,DC,"9,788"
192,189,Legion,5,$3.99,05/23/18,Marvel,"9,775"
193,180,Coda,1,$3.99,05/02/18,Boom,"9,773"
194,181,Star Trek TNG Through The Mirror,4,$3.99,05/23/18,IDW,"9,747"
195,188,Doctor Star & Kingdom Lost Tomorrows,3,$3.99,05/02/18,Dark Horse,"9,663"
196,190,New Super Man & The Justice League of China,23,$3.99,05/09/18,DC,"9,613"
197,182,Star Trek Tng Through The Mirror,5,$3.99,05/30/18,IDW,"9,602"
198,150,Shield By Hickman and Weaver Rebirth,1,$5.99,05/02/18,Marvel,"9,466"
199,236,Bombshells United,17,$2.99,05/02/18,DC,"9,391"
200,185,Red Sonja,15,$3.99,05/02/18,Dynamite,"9,355"
201,204,Harbinger Wars 2 Prelude,1,$3.99,05/02/18,Valiant,"9,261"
202,196,X-O Manowar,15,$3.99,05/23/18,Valiant,"9,118"
203,197,Lazarus,28,$3.99,05/30/18,Image,"9,093"
204,248,Bombshells United,18,$2.99,05/16/18,DC,"8,854"
205,200,Sex Criminals,24,$3.99,05/02/18,Image,"8,846"
206,201,Unbeatable Squirrel Girl,32,$3.99,05/09/18,Marvel,"8,841"
207,187,Blackwood,1*,$3.99,05/30/18,Dark Horse,"8,667"
208,206,Falcon,8,$3.99,05/23/18,Marvel,"8,640"
209,202,Realm,6,$3.99,05/30/18,Image,"8,608"
210,203,Rat Queens,9,$3.99,05/16/18,Image,"8,543"
211,192,My Little Pony Friendship Is Magic,66,$3.99,05/16/18,IDW,"8,542"
212,205,Vs,4,$3.99,05/30/18,Image,"8,505"
213,207,Future Quest Presents,10,$3.99,05/16/18,DC,"8,497"
214,194,Bloodshot Salvation,9,$3.99,05/16/18,Valiant,"8,495"
215,210,Moonshine,10,$3.99,05/16/18,Image,"8,365"
216,212,Cyborg,22,$3.99,05/02/18,DC,"8,357"
217,195,My Little Pony Ponyville Mysteries,1,$3.99,05/30/18,IDW,"8,304"
218,214,Deadly Class,34,$3.99,05/23/18,Image,"8,172"
219,175,TMNT Universe,22,$4.99,05/16/18,IDW,"8,103"
220,198,G.I. Joe a Real American Hero,252,$3.99,05/30/18,IDW,"8,096"
221,258,Batman,44,$2.99,05/09/18,DC,"8,055"
222,199,Invader Zim,30,$3.99,05/23/18,Oni,"8,025"
223,215,Flavor,1,$3.99,05/16/18,Image,"7,987"
224,217,Maestros,6,$3.99,05/09/18,Image,"7,914"
225,219,Lockjaw,4,$3.99,05/30/18,Marvel,"7,840"
226,191,Amazing Spider-Man,798,$3.99,04/04/18,Marvel,"7,779"
227,193,Bubba Ho-Tep & Cosmic Blood-Suckers,1*,$3.99,05/16/18,IDW,"7,752"
228,208,Jughead The Hunger,6,$3.99,05/30/18,Archie,"7,727"
229,223,Analog,2,$3.99,05/09/18,Image,"7,607"
230,227,Marvel Super-Hero Adventures The Spider-Doctor,,$3.99,05/30/18,Marvel,"7,534"
231,224,BPRD Devil You Know,6,$3.99,05/09/18,Dark Horse,"7,531"
232,226,Wildstorm Michael Cray,7,$3.99,05/09/18,DC,"7,521"
233,211,Ether Copper Golems,1*,$3.99,05/16/18,Dark Horse,"7,453"
234,225,Skyward,2,$3.99,05/23/18,Image,"7,442"
235,213,Jim Henson Fraggle Rock,1,$3.99,05/09/18,Boom,"7,390"
236,230,Buffy the Vampire Slayer Season 11 Giles,4,$3.99,05/23/18,Dark Horse,"7,330"
237,278,Batman,45,$2.99,05/16/18,DC,"7,323"
238,235,Infidel,3,$3.99,05/16/18,Image,"7,061"
239,220,G.I. Joe a Real American Hero,251,$3.99,05/02/18,IDW,"7,052"
240,209,Robotech,9,$3.99,05/09/18,Titan,"7,022"
241,237,Royal City,11,$3.99,05/30/18,Image,"6,905"
242,238,Shade The Changing Woman,3,$3.99,05/02/18,DC,"6,900"
243,239,Dead Hand,2,$3.99,05/16/18,Image,"6,869"
244,241,Mother Panic Gotham AD,3,$3.99,05/23/18,DC,"6,801"
245,246,Eternity Girl,3,$3.99,05/09/18,DC,"6,743"
246,229,Ninja-K,7,$3.99,05/16/18,Valiant,"6,733"
247,216,Star Trek Discovery,4*,$3.99,05/30/18,IDW,"6,505"
248,251,Exit Stage Left The Snagglepuss Chronicles,5,$3.99,05/02/18,DC,"6,478"
249,253,Cave Carson Has An Interstellar Eye,3,$3.99,05/16/18,DC,"6,387"
250,221,Dark Souls Age of Fire,1,$3.99,05/23/18,Titan,"6,348"
251,240,Star Trek Discovery Succession,2,$3.99,05/23/18,IDW,"6,215"
252,228,Hillbilly,9,$3.99,05/02/18,Albatross,"6,188"
253,242,Barbarella,6,$3.99,05/09/18,Dynamite,"6,148"
254,255,Koshchei The Deathless,5,$3.99,05/02/18,Dark Horse,"6,065"
255,234,Hillbilly,10,$3.99,05/30/18,Albatross,"6,028"
256,249,Dejah Thoris,4,$3.99,05/09/18,Dynamite,"5,981"
257,319,Scooby Doo Team Up,38,$2.99,05/23/18,DC,"5,823"
258,267,Port of Earth,5,$3.99,05/09/18,Image,"5,710"
259,266,Rose,11,$3.99,05/09/18,Image,"5,675"
260,243,Dark Ark,6,$3.99,05/02/18,Aftershock,"5,602"
261,244,Bloodborne,4,$3.99,05/30/18,Titan,"5,591"
262,271,Curse Words,14,$3.99,05/16/18,Image,"5,577"
263,247,Pestilence Story of Satan,1,$3.99,05/30/18,Aftershock,"5,534"
264,277,Deathstroke,30,$3.99,04/04/18,DC,"5,438"
265,275,Manifest Destiny,35,$3.99,05/23/18,Image,"5,437"
266,260,Optimus Prime,19,$3.99,05/30/18,IDW,"5,399"
267,270,Quantum & Woody,6,$3.99,05/30/18,Valiant,"5,390"
268,262,Judge Dredd Under Siege,1,$3.99,05/30/18,IDW,"5,343"
269,279,Crude,2,$3.99,05/16/18,Image,"5,284"
270,233,Zombie Tramp Ongoing,47,$4.99,05/23/18,Action Lab,"5,276"
271,280,World of Tanks Citadel,1,$3.99,05/09/18,Dark Horse,"5,254"
272,263,Kiss Aod,4,$3.99,05/30/18,Dynamite,"5,222"
273,257,Thanos,16,$3.99,04/04/18,Marvel,"5,192"
274,269,Mighty Moe Szyslak,1,$3.99,05/16/18,Bongo,"5,140"
275,259,Thanos,13,$3.99,05/23/18,Marvel,"5,122"
276,274,James Bond The Body,5,$3.99,05/16/18,Dynamite,"5,004"
277,264,Thanos,15,$3.99,05/23/18,Marvel,"4,957"
278,315,Witchfinder Gates of Heaven,1,$3.99,05/23/18,Dark Horse,"4,912"
279,245,Savage Tales Vampirella One Shot,1,$4.99,05/09/18,Dynamite,"4,892"
280,268,Thanos,17,$3.99,04/25/18,Marvel,"4,883"
281,184,Tank Girl Full Color Classics 1988-1989,1,$6.99,05/02/18,Titan,"4,877"
282,299,Deathbed,4,$3.99,05/16/18,DC,"4,857"
283,489,True Believers Infinity Gauntlet,1,$1.00,04/11/18,Marvel,"4,849"
284,281,Sheena,9,$3.99,05/30/18,Dynamite,"4,824"
285,298,Days of Hate,5,$3.99,05/23/18,Image,"4,817"
286,327,Tarot Witch of the Black Rose,110,$2.95,05/30/18,Broadsword,"4,772"
287,272,Thanos,14,$3.99,05/23/18,Marvel,"4,764"
288,265,Calexit,3,$3.99,05/09/18,Black Mask,"4,760"
289,301,Hack Slash Resurrection,7,$3.99,05/30/18,Image,"4,752"
290,284,Robocop Citizens Arrest,2,$3.99,05/09/18,Boom,"4,697"
291,287,Xena,4,$3.99,05/09/18,Dynamite,"4,659"
292,286,Adventure Time Beginning of End,1,$3.99,05/23/18,Boom,"4,647"
293,276,Sex Criminals,24,$4.69,05/02/18,Image,"4,632"
294,306,Usagi Yojimbo,3,$3.99,05/16/18,Dark Horse,"4,623"
295,307,Cyber Force,3,$3.99,05/30/18,Image,"4,620"
296,288,Legenderry Red Sonja,4,$3.99,05/23/18,Dynamite,"4,591"
297,289,Crow Memento Mori,3,$3.99,05/30/18,IDW,"4,544"
298,290,Spongebob Comics,80,$3.99,05/09/18,United Plankton,"4,508"
299,311,Harrow County,31,$3.99,05/30/18,Dark Horse,"4,485"
300,293,Back to the Future Time Train,5,$3.99,05/09/18,IDW,"4,471"
301,295,X-Files Case Files Florida Man,2,$3.99,05/23/18,IDW,"4,455"
302,294,Jeepers Creepers,2,$3.99,05/30/18,Dynamite,"4,447"
303,283,Cyber Spectre,1,$3.99,05/02/18,Scout,"4,378"
304,320,Hungry Ghosts,4,$3.99,05/09/18,Dark Horse,"4,331"
305,329,Amazing Spider-Man,794,$3.99,04/25/18,Marvel,"4,319"
306,261,Lumberjanes,50,$4.99,05/23/18,Boom,"4,301"
307,302,WWE,17,$3.99,05/09/18,Boom,"4,278"
308,303,Delta 13,1,$3.99,05/23/18,IDW,"4,274"
309,285,Animosity,14,$3.99,05/23/18,Aftershock,"4,273"
310,282,Doomsday Clock,2,$4.99,12/27/17,DC,"4,272"
311,304,Steven Universe Ongoing,16,$3.99,05/16/18,Boom,"4,213"
312,308,G.I. Joe Vs. Six Million Dollar Man,4,$3.99,05/23/18,IDW,"4,186"
313,309,Riverdale,12,$3.99,05/16/18,Archie,"4,176"
314,310,Bsg Vs. Bsg,5,$3.99,05/16/18,Dynamite,"4,138"
315,291,Prisoner,2,$3.99,05/23/18,Titan,"4,109"
316,344,Valiant High,1,$3.99,05/30/18,Valiant,"4,078"
317,316,Betty and Veronica Vixens,6,$3.99,05/09/18,Archie,"4,034"
318,317,Game of Thrones Clash of Kings,10,$3.99,05/09/18,Dynamite,"4,026"
319,322,Pumpkinhead,3,$3.99,05/09/18,Dynamite,"3,924"
320,340,Savage Dragon,234,$3.99,05/30/18,Image,"3,908"
321,326,Transformers Vs. Visionaries,5,$3.99,05/02/18,IDW,"3,898"
322,324,Sherlock Holmes Vanishing Man,1,$3.99,05/02/18,Dynamite,"3,887"
323,305,Jimmys Bastards,8,$3.99,05/16/18,Aftershock,"3,879"
324,346,Domino,1,$3.99,04/11/18,Marvel,"3,832"
325,330,Big Trouble In Little China Old Man Jack,9,$3.99,05/23/18,Boom,"3,816"
326,331,Sword of Ages,4,$3.99,05/30/18,IDW,"3,813"
327,332,Archies,7,$3.99,05/16/18,Archie,"3,809"
328,313,Grimm Fairy Tales,15,$3.99,05/16/18,Zenescope,"3,749"
329,335,Planet of the Apes Ursus,5,$3.99,05/09/18,Boom,"3,732"
330,312,Ghostbusters Answer The Call,5*,$3.99,05/09/18,IDW,"3,706"
331,337,Pumpkinhead,4,$3.99,05/23/18,Dynamite,"3,697"
332,339,Uber Invasion,13,$3.99,05/02/18,Avatar,"3,646"
333,256,Crossed Plus 100 Mimic,1,$5.99,05/16/18,Avatar,"3,626"
334,336,Mighty Morphin Power Rangers,26,$3.99,04/18/18,Boom,"3,606"
335,292,Grass Kings,15,$4.99,05/30/18,Boom,"3,605"
336,323,Brothers Dracul,2,$3.99,05/23/18,Aftershock,"3,569"
337,218,Kong of Skull Island 2018 Special,1,$7.99,05/30/18,Boom,"3,561"
338,252,Grimm Fairy Tales Oz The Wizard One Shot,,$5.99,05/02/18,Zenescope,"3,550"
339,325,Stabbity Bunny,5,$3.99,05/30/18,Scout,"3,545"
340,297,Love & Rockets Magazine,5,$4.99,05/23/18,Fantagraphics,"3,538"
341,300,Highest House,4,$4.99,05/09/18,IDW,"3,509"
342,343,Green Hornet,3,$3.99,05/09/18,Dynamite,"3,463"
343,357,Motherlands,5,$3.99,05/23/18,DC,"3,335"
344,348,Sonic The Hedgehog,1,$3.99,05/16/18,IDW,"3,331"
345,232,Transformers Requiem of the Wreckers,,$7.99,05/30/18,IDW,"3,323"
346,358,Regression,10,$3.99,05/23/18,Image,"3,292"
347,350,Spider King,4,$3.99,05/09/18,IDW,"3,239"
348,254,Cinema Purgatorio,14,$6.99,05/16/18,Avatar,"3,181"
349,361,Gravediggers Union,6,$3.99,05/02/18,Image,"3,177"
350,342,Jasmine Crown of Kings,1,$3.99,05/02/18,Zenescope,"3,167"
351,354,Rom & The Micronauts,5,$3.99,05/09/18,IDW,"3,157"
352,363,Youngblood,11,$3.99,05/09/18,Image,"3,143"
353,395,Betty and Veronica Friends Forever,1,$2.99,05/02/18,Archie,"3,122"
354,345,Warhammer 40000 Deathwatch,1,$3.99,05/09/18,Titan,"3,093"
355,328,Danger Doll Squad Galactic Gladiators,2,$4.99,05/16/18,Action Lab,"3,085"
356,273,2021 Lost Children,1,$5.99,05/30/18,Titan,"3,082"
357,367,Beef,4,$3.99,05/23/18,Image,"3,081"
358,356,Abbott,5,$3.99,05/30/18,Boom,"3,056"
359,368,Elsewhere,7,$3.99,05/23/18,Image,"3,045"
360,411,Looney Tunes,243,$2.99,05/23/18,DC,"3,037"
361,355,Go Go Power Rangers,8,$3.99,05/02/18,Boom,"3,029"
362,372,Prism Stalker,3,$3.99,05/09/18,Image,"2,989"
363,373,Dry County,3,$3.99,05/16/18,Image,"2,982"
364,375,Stray Bullets Sunshine & Roses,34,$3.99,05/02/18,Image,"2,982"
365,378,Stray Bullets Sunshine & Roses,35,$3.99,05/30/18,Image,"2,953"
366,377,Dissonance,3,$3.99,05/09/18,Image,"2,929"
367,352,Her Infernal Descent,2,$3.99,05/23/18,Aftershock,"2,892"
368,321,Alien Toilet Monsters,1,$4.99,05/02/18,Omnimorphic,"2,871"
369,381,Sleepless,6,$3.99,05/09/18,Image,"2,849"
370,341,Pathfinder Spiral of Bones,3,$4.99,05/30/18,Dynamite,"2,788"
371,384,Scales & Scoundrels,9,$3.99,05/02/18,Image,"2,783"
372,376,Adventure Time Comics,23,$3.99,05/09/18,Boom,"2,684"
