Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,1,Star Wars Darth Maul,1,$4.99,Marvel,"105,177"
2,5,Batman,16,$2.99,DC,"102,096"
3,7,Batman,17,$2.99,DC,"99,637"
4,4,Justice League of America,1*,$2.99,DC,"93,494"
5,3,Super Sons,1*,$2.99,DC,"90,345"
6,8,Walking Dead,164,$2.99,Image,"83,999"
7,2,All Star Batman,7,$4.99,DC,"77,096"
8,6,Star Wars,28,$3.99,Marvel,"74,002"
9,11,Justice League of America Rebirth,1*,$2.99,DC,"73,397"
10,16,Justice League,14,$2.99,DC,"65,458"
11,17,Justice League,15,$2.99,DC,"64,230"
12,9,Detective Comics,950,$3.99,DC,"62,628"
13,10,Amazing Spider-Man,24,$3.99,Marvel,"61,953"
14,22,Detective Comics,951,$2.99,DC,"59,630"
15,25,Flash,16,$2.99,DC,"57,039"
16,12,IVX,4,$3.99,Marvel,"56,969"
17,26,Superman,16,$2.99,DC,"56,105"
18,28,Flash,17,$2.99,DC,"55,234"
19,29,Superman,17,$2.99,DC,"54,561"
20,15,IVX,5,$3.99,Marvel,"53,348"
21,23,Batwoman Rebirth,1*,$2.99,DC,"52,650"
22,37,Wonder Woman,16,$2.99,DC,"49,921"
23,13,Wild Storm,1*,$3.99,DC,"49,493"
24,18,Clone Conspiracy,5,$3.99,Marvel,"48,780"
25,40,Suicide Squad,11,$2.99,DC,"48,723"
26,41,Wonder Woman,17,$2.99,DC,"48,662"
27,45,Suicide Squad,12,$2.99,DC,"46,860"
28,21,Unworthy Thor,4,$3.99,Marvel,"46,006"
29,48,Harley Quinn,13,$2.99,DC,"45,400"
30,20,Elektra,1,$3.99,Marvel,"44,310"
31,51,Titans,8,$2.99,DC,"44,028"
32,50,Harley Quinn,14,$2.99,DC,"43,798"
33,24,Star Wars Doctor Aphra,4,$3.99,Marvel,"43,475"
34,14,Monsters Unleashed,2,$4.99,Marvel,"43,355"
35,54,Action Comics,973,$2.99,DC,"43,047"
36,56,Nightwing,14,$2.99,DC,"42,656"
37,62,Trinity,6,$2.99,DC,"42,001"
38,63,Action Comics,974,$2.99,DC,"41,712"
39,64,Nightwing,15,$2.99,DC,"41,423"
40,31,Star Wars Poe Dameron,11,$3.99,Marvel,"40,235"
41,32,Mighty Thor,16,$3.99,Marvel,"40,175"
42,188,True Believers Wolverine Vs Hulk,1,$1.00,Marvel,"39,177"
43,72,Teen Titans,5,$2.99,DC,"39,028"
44,33,Old Man Logan,17,$3.99,Marvel,"38,851"
45,35,Old Man Logan,18,$3.99,Marvel,"38,679"
46,34,Deadpool,26,$3.99,Marvel,"38,560"
47,30,Venom,4,$3.99,Marvel,"38,337"
48,36,Spider-Man Deadpool,14,$3.99,Marvel,"38,307"
49,19,Monsters Unleashed,3,$4.99,Marvel,"38,205"
50,75,Green Lanterns,16,$2.99,DC,"37,845"
51,38,Doctor Strange,17,$3.99,Marvel,"37,686"
52,76,Hal Jordan and the Green Lantern Corps,14,$2.99,DC,"37,504"
53,39,Avengers,4,$3.99,Marvel,"37,383"
54,78,Green Lanterns,17,$2.99,DC,"36,626"
55,42,Captain America Steve Rogers,11,$3.99,Marvel,"36,610"
56,43,Invincible Iron Man,4,$3.99,Marvel,"36,600"
57,80,Hal Jordan and the Green Lantern Corps,15,$2.99,DC,"36,331"
58,44,Kingpin,1,$3.99,Marvel,"36,095"
59,46,Black Panther,11,$3.99,Marvel,"35,492"
60,47,Uncanny X-Men,18,$3.99,Marvel,"34,948"
61,49,Spider-Man,13,$3.99,Marvel,"34,195"
62,27,Bullseye,1,$4.99,Marvel,"33,511"
63,86,Green Arrow,16,$2.99,DC,"33,371"
64,53,Deadpool,27,$3.99,Marvel,"32,836"
65,52,Justice League Power Rangers,2,$3.99,DC,"32,835"
66,55,Captain America Steve Rogers,12,$3.99,Marvel,"32,567"
67,87,Green Arrow,17,$2.99,DC,"32,392"
68,57,Extraordinary X-Men,19,$3.99,Marvel,"32,328"
69,58,Thanos,4,$3.99,Marvel,"32,032"
70,60,Daredevil,17,$3.99,Marvel,"31,794"
71,61,Amazing Spider-Man Renew Your Vows,4,$3.99,Marvel,"31,750"
72,90,Aquaman,16,$2.99,DC,"31,408"
