Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,1,Infinite Crisis,2,$3.99,DC,"207,561"
2,2,All Star Superman,1,$2.99,DC,"170,799"
3,3,House of M,8,$2.99,Marvel,"135,460"
4,6,New Avengers,13,$2.50,Marvel,"126,146"
5,7,Supergirl,3,$2.99,DC,"99,988"
6,4,X-Men Deadly Genesis,1,$3.99,Marvel,"97,917"
7,5,Decimation House of M Day After,,$3.99,Marvel,"96,732"
8,8,Green Lantern,5,$2.99,DC,"92,347"
9,10,Wolverine,36,$2.50,Marvel,"85,968"
10,11,Uncanny X-Men,466,$2.50,Marvel,"82,824"
11,12,JLA,122,$2.50,DC,"80,865"
12,13,Amazing Spider-Man,526,$2.50,Marvel,"79,672"
13,14,X-Men,177,$2.50,Marvel,"78,404"
14,16,Ultimate Spider-Man,86,$2.50,Marvel,"76,863"
15,17,X-Men,178,$2.50,Marvel,"76,194"
16,9,Friendly Neighborhood Spider-Man,2,$2.99,Marvel,"74,764"
17,20,Ultimate Spider-Man,85,$2.50,Marvel,"74,262"
18,21,Ultimate X-Men,65,$2.50,Marvel,"74,262"
19,23,Ultimate Fantastic Four,25,$2.50,Marvel,"70,031"
20,25,Superman,223,$2.50,DC,"69,738"
21,26,Batman,647,$2.50,DC,"69,717"
22,27,Teen Titans,29,$2.50,DC,"69,557"
23,15,Marvel Knights Spider-Man,20,$2.99,Marvel,"64,746"
24,18,Young Avengers,9,$2.99,Marvel,"63,212"
25,19,Ghost Rider,3,$2.99,Marvel,"62,913"
26,22,Spider-Man House of M,5,$2.99,Marvel,"60,940"
27,24,New Excalibur,1,$2.99,Marvel,"58,332"
28,28,New X-Men,20,$2.99,Marvel,"53,062"
29,34,JSA,79,$2.50,DC,"52,783"
30,29,Generation M,1,$2.99,Marvel,"51,465"
31,38,Wonder Woman,223,$2.50,DC,"49,332"
32,30,Sentry,3,$2.99,Marvel,"47,902"
33,31,Fantastic Four,532,$2.99,Marvel,"47,770"
34,41,JSA Classified,5,$2.50,DC,"47,380"
35,42,Flash,228,$2.50,DC,"45,860"
36,32,Captain America,12,$2.99,Marvel,"45,037"
37,43,Outsiders,30,$2.50,DC,"44,682"
38,44,Action Comics,833,$2.50,DC,"44,612"
39,33,Daredevil,79,$2.99,Marvel,"44,249"
40,35,JLA Classified,14,$2.99,DC,"43,468"
41,46,Adventures of Superman,646,$2.50,DC,"43,183"
42,36,Red Sonja,3,$2.99,Dynamic,"41,865"
43,39,Incredible Hulk,88,$2.99,Marvel,"41,140"
44,40,Incredible Hulk,89,$2.99,Marvel,"39,634"
45,62,Detective Comics,813,$2.50,DC,"38,337"
46,68,Nightwing,114,$2.50,DC,"36,420"
47,45,Batman & Monster Men,1,$2.99,DC,"36,176"
48,47,Punisher,27,$2.99,Marvel,"36,072"
49,49,Books of Doom,1,$2.99,Marvel,"34,412"
50,50,Seven Soldiers Zatanna,4,$2.99,DC,"34,384"
51,51,Exiles,72,$2.99,Marvel,"34,329"
52,52,Exiles,73,$2.99,Marvel,"34,008"
53,53,Jonah Hex,1,$2.99,DC,"33,771"
54,54,Seven Soldiers Bulleteer,1,$2.99,DC,"33,659"
55,55,Conan,22,$2.99,Dark Horse,"33,652"
56,57,Daredevil Father,4,$2.99,Marvel,"33,562"
57,58,Legion of Super Heroes,12,$2.99,DC,"33,541"
58,59,Supreme Power Nighthawk,3,$2.99,Marvel,"33,227"
59,76,Birds of Prey,88,$2.50,DC,"32,823"
60,60,Seven Soldiers Frankenstein,1,$2.99,DC,"32,774"
61,77,Green Arrow,56,$2.50,DC,"32,669"
62,79,Robin,144,$2.50,DC,"32,314"
63,63,Black Panther,10,$2.99,Marvel,"31,986"
64,64,She-Hulk 2,2,$2.99,Marvel,"31,610"
65,66,Mutopia X,5,$2.99,Marvel,"30,968"
66,69,Pulse,12,$2.99,Marvel,"30,417"
67,70,Thing,1,$2.99,Marvel,"30,187"
68,71,Punisher Vs Bullseye,1,$2.99,Marvel,"30,048"
69,88,Batman Gotham Knights,71,$2.50,DC,"29,365"
70,72,Seven Soldiers Klarion Witch Boy,4,$2.99,DC,"28,995"
71,56,Marvel 1602 New World,5,$3.50,Marvel,"28,723"
72,73,Danger Girl Back I/Black,1,$2.99,DC,"28,584"
73,74,Weapon X Days of Future Now,5,$2.99,Marvel,"28,521"
74,61,Wildsiderz,2,$3.50,DC,"27,880"
75,96,Batgirl,70,$2.50,DC,"27,001"
76,97,Batman Journey Into Knight,4,$2.50,DC,"26,876"
77,80,Captain Atom Armageddon,2,$2.99,DC,"26,402"
78,81,Y The Last Man,39,$2.99,DC,"26,395"
79,82,Marvel Team-Up,14,$2.99,Marvel,"26,200"
80,83,X-Men Colossus Bloodline,3,$2.99,Marvel,"26,123"
81,85,Powers,14,$2.95,Marvel,"26,109"
82,84,Conan & Demons of Khitai,2,$2.99,Dark Horse,"25,809"
83,86,Runaways,10,$2.99,Marvel,"25,760"
84,101,Hawkman,46,$2.50,DC,"25,328"
85,87,New Thunderbolts,15,$2.99,Marvel,"25,244"
86,94,Fables,43,$2.75,DC,"24,659"
87,105,Batman Legends of the Dark Knight,197,$2.50,DC,"24,478"
88,89,Marvel Knights 4,24,$2.99,Marvel,"24,129"
89,90,Thor Blood Oath,4,$2.99,Marvel,"24,122"
90,92,Cable Deadpool,22,$2.99,Marvel,"23,746"
91,67,Official Handbook Marvel Universe X-Men 2005,,$3.99,Marvel,"22,986"
92,114,Firestorm,19,$2.50,DC,"22,979"
93,93,Daredevil Vs Punisher,6,$2.99,Marvel,"22,811"
94,95,Captain Universe X-23,,$2.99,Marvel,"22,658"
95,98,Army of Darkness,2,$2.99,Dynamic,"21,954"
96,126,Catwoman,49,$2.50,DC,"21,257"
97,99,Ex Machina,16,$2.99,DC,"21,250"
98,48,Red Sonja One More Day One Shot,,$4.99,Dynamic,"21,243"
99,102,Captain Universe Hulk,,$2.99,Marvel,"21,110"
100,103,Star Wars Republic,79,$2.99,Dark Horse,"20,950"
101,999,Batman Gotham County Line,2,$5.99,DC,"20,887"
102,999,Gotham Central,37,$2.50,DC,"20,831"
103,999,Captain Universe Daredevil,,$2.99,Marvel,"20,706"
104,999,G.I. Joe Americas Elite,5,$4.50,Devil's Due,"20,580"
105,999,Army of Darkness,3,$2.99,Dynamic,"20,099"
106,999,Book of Lost Souls,2,$2.99,Marvel,"20,002"
107,999,Star Wars X-Wing Rogue Leader,2,$2.99,Dark Horse,"19,786"
108,999,G.I. Joe Snake-Eyes Declassified,4,$2.95,Devil's Due,"19,625"
109,999,Neil Gaimans Neverwhere,5,$2.99,DC,"19,514"
110,999,Black Widow 2,3,$2.99,Marvel,"19,493"
111,999,Captain Universe Invisible Woman,,$2.99,Marvel,"19,493"
112,999,Star Wars Empire,37,$2.99,Dark Horse,"19,360"
113,999,Captain Universe Silver Surfer,,$2.99,Marvel,"19,026"
114,999,Sentinel,1,$2.99,Marvel,"18,865"
115,999,Vigilante,2,$2.99,DC,"18,712"
116,999,DMZ,1,$2.99,DC,"18,705"
117,999,Nightcrawler,11,$2.99,Marvel,"18,607"
118,999,X-Men Kitty Pryde Shadow & Flame,5,$2.99,Marvel,"18,580"
119,999,Walking Dead,24,$2.99,Image,"18,545"
120,999,Walking Dead,23,$2.99,Image,"18,482"
121,999,Aquaman,36,$2.50,DC,"18,022"
122,999,Nightcrawler,12,$2.99,Marvel,"17,875"
123,999,Loveless,2,$2.99,DC,"17,666"
124,999,Desolation Jones,4,$2.99,DC,"17,610"
125,999,Spider-Girl,92,$2.99,Marvel,"17,597"
126,999,Nick Fury Howling Commandos,2,$2.99,Marvel,"17,360"
127,999,Down,1,$2.99,Image,"17,171"
128,999,Fantastic Four Wedding Sp,,$4.99,Marvel,"16,913"
129,999,Vigilante,3,$2.99,DC,"16,411"
130,999,Witchblade,92,$4.99,Image,"16,342"
131,999,Wraithborn,3,$2.99,DC,"16,300"
132,999,Fell,3,$1.99,Image,"16,216"
133,999,Wildcats Nemesis,3,$2.99,DC,"16,153"
134,999,Jack Cross,4,$2.50,DC,"15,965"
135,999,Friday The 13th,1,$3.99,Avatar,"15,909"
136,999,BPRD Black Flame,4,$2.99,Dark Horse,"15,407"
137,999,Authority Magnificient Kevin,4,$2.99,DC,"15,177"
138,999,Spider-Man Unlimited,12,$2.99,Marvel,"15,149"
139,999,Drax The Destroyer,3,$2.99,Marvel,"15,038"
140,999,Hellblazer,214,$2.75,DC,"14,766"
141,999,Friendly Neighborhood Spider-Man 2nd Ptg Var,1,$2.99,Marvel,"14,668"
142,999,100 Bullets,66,$2.75,DC,"14,424"
143,999,Marvel Holiday Sp 2005,,$3.99,Marvel,"14,341"
144,999,Manhunter,16,$2.50,DC,"14,257"
145,999,Blood of the Demon,9,$2.50,DC,"13,971"
146,999,Amazing Fantasy,15,$3.99,Marvel,"13,957"
147,999,Doom Patrol,18,$2.50,DC,"13,853"
148,999,Top 10 Beyond Farthest Precinct,4,$2.99,DC,"13,797"
149,999,Revelations,4,$2.99,Dark Horse,"12,640"
150,999,Teen Titans Go,25,$2.25,DC,"12,598"
151,999,Fantastic Four Iron Man Big I/Japan,2,$3.50,Marvel,"12,354"
152,999,Sentry Rough Cut,1,$3.99,Marvel,"11,984"
153,999,Girls,7,$2.99,Image,"11,956"
154,999,Aspen Seasons Fall 2005,1,$2.99,Aspen,"11,901"
155,999,Invincible,27,$2.99,Image,"11,775"
156,999,Majestic,11,$2.99,DC,"11,754"
157,999,G.I. Joe Sigma 6,1,$2.95,Devil's Due,"11,664"
158,999,New Warriors,5,$2.99,Marvel,"11,434"
159,999,Simpsons Comics,112,$2.99,Bongo,"11,343"
160,999,Arana Heart of the Spider,11,$2.99,Marvel,"11,169"
161,999,Tom Strong,35,$2.99,DC,"11,078"
162,999,Lucifer,68,$2.75,DC,"11,036"
163,999,Silent Dragon,5,$2.99,DC,"10,806"
164,999,Vampirella Revelations,1,$2.99,Harris,"10,743"
165,999,Cannon Hawke,3,$2.99,Aspen,"10,715"
166,999,Justice League Unlimited,15,$2.25,DC,"10,625"
167,999,Aeon Flux,2,$2.99,Dark Horse,"10,527"
168,999,Tomorrow Stories Sp,1,$6.99,DC,"10,255"
169,999,Amazing Spider-Man,525,$2.50,Marvel,"9,976"
170,999,Robotech Prelude To Shadow Chronicles,3,$3.50,DC,"9,837"
171,999,Vampirella Witchblade Feast,1,$2.99,Harris,"9,816"
172,999,Tarot Witch of the Black Rose,35,$2.95,Broadsword,"9,753"
173,999,Vice,2,$2.99,Image,"9,705"
174,999,Marvel Monsters From Files of Ulysses Bloodstone,,$3.99,Marvel,"9,642"
175,999,X-Men & Power Pack,2,$2.99,Marvel,"9,481"
176,999,Forgotten Realms Dark Elf Exile Seeley Cvr,1,$4.95,Devil's Due,"9,468"
177,999,Marvel Knights Spider-Man 2nd Ptg Var,19,$2.99,Marvel,"9,321"
178,999,Swamp Thing,21,$2.99,DC,"9,203"
179,999,Futurama Comics,22,$2.99,Bongo,"9,014"
180,999,Ant,3,$2.99,Image,"8,903"
181,999,Batman Strikes,15,$2.25,DC,"8,840"
