Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,3,X-Men,62,$1.95,Marvel,"196,041"
2,5,Uncanny X-Men,342,$1.95,Marvel,"185,204"
3,9,Fantastic Four,5,$1.95,Marvel,"152,651"
4,11,Spawn,58,$1.95,Image,"149,144"
5,12,Wolverine,111,$1.95,Marvel,"147,595"
6,13,Iron Man,5,$1.95,Marvel,"132,583"
7,4,Elektra/Witchblade,,$2.95,Marvel,"125,067"
8,6,Generation X,25,$2.99,Marvel,"118,043"
9,15,Curse of the Spawn,5,$1.95,Image,"117,944"
10,17,Avengers,5,$1.95,Marvel,"113,922"
11,18,Captain America,5,$1.95,Marvel,"112,391"
12,7,X-Man,25,$2.99,Marvel,"110,003"
13,19,X-Force,64,$1.95,Marvel,"105,362"
14,8,X-Men Unlimited,14,$2.99,Marvel,"104,824"
15,23,X-Factor,132,$1.95,Marvel,"101,583"
16,10,Wolverine/Witchblade: Devil's Reign,5,$2.95,Image,"99,655"
17,26,Cable,41,$1.95,Marvel,"97,350"
18,29,Excalibur,107,$1.95,Marvel,"85,252"
19,21,Gen13 Bootleg,3,$2.50,Image,"81,188"
20,52,Amazing Spider-Man,421,$1.50,Marvel,"81,027"
21,34,JLA,3,$2.50,DC,"78,394"
22,37,Spider-Man,78,$1.95,Marvel,"75,253"
23,38,Incredible Hulk,451,$1.95,Marvel,"74,110"
24,43,Deadpool,3,$1.95,Marvel,"72,546"
25,1,Incredible Hulk/Pitt,,$5.99,Marvel,"72,463"
26,45,Spectacular Spider-Man,244,$1.95,Marvel,"71,356"
27,20,Silver Surfer/Weapon Zero,,$2.95,Marvel,"69,269"
28,22,Elektra/Cyblade: Devil's Reign,7,$2.95,Image,"68,487"
29,47,Sensational Spider-Man,14,$1.95,Marvel,"67,839"
30,2,Daredevil/Batman,,$5.99,Marvel,"63,958"
31,27,X-Files,26,$2.95,Topps,"63,758"
32,50,Batman,540,$1.95,DC,"63,221"
33,53,Mystique & Sabretooth,4,$1.95,Marvel,"61,799"
34,58,Domino,3,$1.95,Marvel,"58,941"
35,63,Detective Comics,707,$1.95,DC,"57,379"
36,64,Supergirl,7,$1.95,DC,"57,101"
37,42,WildC.A.T.S,34,$2.50,Image,"56,981"
38,66,Superman,121,$1.95,DC,"56,462"
39,30,Hellshock,1,$2.95,Image,"55,963"
40,31,Spider-Man '97,,$2.99,Marvel,"55,100"
41,67,Action Comics,731,$1.95,DC,"54,591"
42,68,Elektra,5,$1.95,Marvel,"54,260"
43,69,Superman: The Man of Steel,65,$1.95,DC,"54,256"
44,70,Adventures of Superman,544,$1.95,DC,"54,237"
45,32,Star Wars: Boba Fett - Twin Engines of Destruction,,$2.95,Dark Horse,"53,990"
46,46,DV8,4,$2.50,Image,"53,636"
47,33,Batman: The Long Halloween,4,$2.95,DC,"52,745"
48,49,Spider-Man: Hobgoblin Lives,3,$2.50,Marvel,"52,406"
49,71,Batman: Legends of the Dark Knight,92,$1.95,DC,"50,918"
50,36,Star Wars: A New Hope Special Edition,1,$2.95,Dark Horse,"50,539"
51,51,Preacher,23,$2.50,DC,"49,236"
52,75,Superman: Man of Tomorrow,8,$1.95,DC,"49,173"
53,40,Chastity: Theatre of Pain,1,$2.95,Chaos,"48,800"
54,41,Star Wars: Golden Age of the Sith,4,$2.95,Dark Horse,"48,705"
55,76,Nightwing,6,$1.95,DC,"47,978"
56,86,Green Lantern,84,$1.75,DC,"47,902"
57,78,Batman: Shadow of the Bat,60,$1.95,DC,"47,283"
58,28,X-Files Season One,7,$3.95,Topps,"45,285"
59,60,Kurt Busiek's Astro City Vol. 2,6,$2.50,Image,"44,906"
60,84,Robin,39,$1.95,DC,"44,349"
61,65,Cyberforce,30,$2.50,Image,"44,109"
62,93,Flash,123,$1.75,DC,"43,894"
63,85,Catwoman,43,$1.95,DC,"43,363"
64,35,Prophet/Cable,1,$3.50,Maximum,"42,946"
65,91,Venom: On Trial,1,$1.95,Marvel,"42,145"
66,14,Batman: Masque,1,$5.95,DC,"40,942"
67,54,Star Wars X-Wing: Warrior Princess,3,$2.95,Dark Horse,"40,645"
68,72,Thrillkiller,3,$2.50,DC,"39,380"
69,73,Weapon Zero,10,$2.50,Image,"39,178"
70,55,Darkchylde/Glory,,$2.99,Maximum,"39,134"
71,94,Silver Surfer,126,$1.95,Marvel,"38,962"
72,25,Superman/Wonder Woman: Whom Gods Destroy,4,$4.95,DC,"38,792"
73,179,Untold Tales of Spider-Man,19,$.99,Marvel,"38,631"
74,96,Wonder Woman,119,$1.95,DC,"38,514"
75,97,Imperial Guard,2,$1.95,Marvel,"38,471"
76,57,Spider-Man Team-Up,6,$2.99,Marvel,"38,447"
77,62,Shi/Rekishi,1,$2.95,Crusade,"38,002"
78,98,Jack Kirby's Fourth World,1,$1.95,DC,"37,951"
79,16,Code of Honor,2,$5.95,Marvel,"37,890"
80,99,Journey into Mystery,507,$1.95,Marvel,"37,705"
81,77,Mars Attacks The Image Universe,2,$2.50,Image,"37,047"
82,79,The Dreaming,10,$2.50,DC,"36,769"
83,105,Daredevil,362,$1.95,Marvel,"35,886"
84,44,Wetworks,25,$3.95,Image,"35,637"
85,112,Teen Titans,6,$1.95,DC,"34,101"
86,114,The Maxx,28,$1.95,Image,"33,659"
87,88,Savage Dragon,35,$2.50,Image,"33,077"
88,90,Books of Faerie,1,$2.50,DC,"33,014"
89,116,Superboy,37,$1.95,DC,"32,685"
90,200,Professor X and the X-Men,17,$.99,Marvel,"31,871"
91,102,Hitman,12,$2.25,DC,"31,749"
92,131,Impulse,23,$1.75,DC,"31,610"
93,132,Aquaman,30,$1.75,DC,"31,515"
94,123,Star Trek: Voyager,5,$1.95,Marvel,"30,953"
95,124,Star Trek: Deep Space Nine,5,$1.95,Marvel,"30,131"
96,82,Crow: Waking Nightmares,1,$2.95,Kitchen Sink,"30,011"
97,81,Star Trek Unlimited,2,$2.99,Marvel,"29,812"
98,128,Star Trek: Early Voyages,2,$1.95,Marvel,"29,623"
99,83,Evil Ernie vs. The Movie Monsters,1,$2.95,Chaos,"29,524"
100,129,What If?,95,$1.95,Marvel,"29,328"
101,39,Heartland,1,$4.95,DC,"29,151"
102,130,Star Fleet Academy,4,$1.95,Marvel,"29,026"
103,101,Books of Magic,34,$2.50,DC,"28,708"
104,118,Starman,28,$2.25,DC,"28,266"
105,103,Backlash,28,$2.50,Image,"28,203"
106,104,Stormwatch,44,$2.50,Image,"28,139"
107,134,Punisher,17,$1.95,Marvel,"27,720"
108,89,Avengelyne,9,$2.99,Maximum,"27,621"
109,137,Batman: Gordon's Law,4,$1.95,DC,"27,526"
110,107,House of Secrets,6,$2.50,DC,"27,501"
111,109,Grifter,7,$2.50,Image,"27,387"
112,120,Legion of Super-Heroes,90,$2.25,DC,"27,286"
113,92,Avengelyne: Armageddon,2,$2.99,Maximum,"27,280"
114,111,Siege,1,$2.50,Image,"26,970"
115,155,Superman Adventures,5,$1.75,DC,"26,287"
116,115,Spectre,51,$2.50,DC,"26,047"
117,142,Ghost Rider,83,$1.95,Marvel,"25,977"
118,127,Legionnaires,46,$2.25,DC,"25,693"
119,117,Wynonna Earp,2,$2.50,Image,"25,472"
120,163,Batman & Robin Adventures,16,$1.75,DC,"24,700"
121,151,Superboy and the Ravers,7,$1.95,DC,"24,681"
122,227,Uncanny Origins,7,$.99,Marvel,"24,335"
123,122,Shadowman,3,$2.50,Acclaim,"24,258"
124,106,Bettie Page Comics: Spicy Adventure,,$2.95,Dark Horse,"23,676"
125,125,2099 World of Tomorrow,7,$2.50,Marvel,"23,331"
126,108,A Touch of Silver,1,$2.95,Image,"23,240"
127,138,Hellblazer,111,$2.25,DC,"23,069"
128,59,Gladiator/Supreme,,$4.99,Marvel,"22,699"
129,110,Bug,,$2.99,Marvel,"22,579"
130,144,Simpsons Comics,28,$2.25,Bongo,"22,361"
131,176,Power of Shazam!,24,$1.75,DC,"22,209"
132,133,X-O Manowar,4,$2.50,Acclaim,"21,969"
133,150,Lobo,37,$2.25,DC,"21,836"
134,135,Magnus Robot Fighter,1,$2.50,Acclaim,"21,609"
135,136,Invisibles Vol. 2,2,$2.50,DC,"21,584"
136,119,Mars Attacks The Savage Dragon,2,$2.95,Topps,"20,964"
137,140,Glory,19,$2.50,Maximum,"20,654"
138,202,Vampirella/Pantha Showcase,1,$1.50,Harris,"20,591"
139,141,Predator: Kindred,2,$2.50,Dark Horse,"20,483"
140,175,Sovereign Seven,20,$1.95,DC,"20,193"
141,146,Wildstorm Universe '97,3,$2.50,Image,"20,073"
142,149,Sandman Mystery Theatre,48,$2.50,DC,"19,655"
143,56,Lobo/Mask,2,$5.95,DC,"19,453"
144,162,Green Arrow,118,$2.25,DC,"19,421"
145,95,Man of the Atom,1,$3.95,Acclaim,"19,112"
146,169,Challengers of the Unknown,2,$2.25,DC,"18,429"
147,156,Ghost,21,$2.50,Dark Horse,"18,056"
148,157,Supreme,45,$2.50,Maximum,"18,056"
149,213,Ultragirl,3,$1.50,Marvel,"18,052"
150,80,Barry Windsor Smith: Storyteller,4,$4.95,Dark Horse,"18,031"
151,158,Supreme,44,$2.50,Maximum,"17,961"
152,187,Steel,36,$1.95,DC,"17,948"
153,161,Terminal City,9,$2.50,DC,"17,632"
154,143,Warrior Nun Dei Aftertime,1,$2.95,Antarctic,"17,139"
155,195,Essential Vertigo: The Sandman,8,$1.95,DC,"17,120"
156,166,Black Lamb,5,$2.50,DC,"16,930"
157,167,Ninjak,3,$2.50,Acclaim,"16,893"
158,147,Animal Mystic: Water Wars,3,$2.95,Sirius,"16,836"
159,145,Youngblood Super Special,1,$2.99,Maximum,"16,791"
160,260,Adventures of the X-Men,12,$.99,Marvel,"16,680"
161,172,Brainbanx,1,$2.50,DC,"16,096"
162,153,Lady Rawhide,4,$2.95,Topps,"16,052"
163,154,Vampirella Lives - Vengeance Edition,2,$2.95,Harris,"15,913"
164,208,Evil Ernie,4,$1.95,Chaos,"15,540"
165,194,Book of Fate,2,$2.25,DC,"15,116"
166,159,Passover,2,$2.99,Maximum,"14,813"
167,218,Aztek: The Ultimate Man,8,$1.75,DC,"14,787"
168,164,Vampirella Lives - Model Edition,2,$2.95,Harris,"14,648"
169,183,Cabbot Bloodhunter,1,$2.50,Maximum,"14,345"
170,272,Adventures of Spider-Man,12,$.99,Marvel,"14,330"
171,168,Jaguar God,7,$2.95,Verotik,"14,282"
172,184,Seekers into the Mystery,14,$2.50,DC,"14,206"
173,170,Warrior Nun Areala/Scorpio Rose,3,$2.95,Antarctic,"13,921"
174,189,Troublemakers,2,$2.50,Acclaim,"13,921"
175,171,Bone (reprint),15,$2.95,Image,"13,801"
176,193,Poison Elves,20,$2.50,Sirius,"13,738"
177,174,Oh My Goddess! Trials of Morisato,1,$2.95,Dark Horse,"13,396"
178,196,Quantum Leap,1,$2.50,Acclaim,"13,276"
179,177,The Black Pearl,5,$2.95,Dark Horse,"13,125"
180,197,Vampirella Silver Ann. - Bad Girl,1,$2.50,Harris,"12,859"
181,198,Adventures of Snake Plissken,,$2.50,Marvel,"12,773"
182,181,Fatale,9,$2.95,Broadway,"12,682"
183,180,Christian,1,$2.99,Maximum,"12,613"
184,182,Ranma 1/2 Part Six,2,$2.95,Viz,"12,568"
185,148,Daemonstorm,1,$3.95,Caliber,"12,461"
186,121,Elfquest,8,$4.95,Warp,"12,341"
187,205,Teenage Mutant Ninja Turtles,7,$2.50,Image,"12,322"
188,209,Vampirella Silver Ann. - Good Girl,1,$2.50,Harris,"12,094"
189,214,Night Force,4,$2.25,DC,"11,987"
190,210,Time Breakers,3,$2.50,DC,"11,974"
191,185,Gunsmith Cats: The Return of Gray,6,$2.95,Dark Horse,"11,961"
192,188,Hate,26,$2.95,Fantagraphics,"11,854"
193,186,Battlestar Galacitca Painted Book,,$2.99,Maximum,"11,797"
194,190,Species: Human Race,3,$2.95,Dark Horse,"11,784"
195,192,Verotika,14,$2.95,Verotik,"11,702"
196,173,Cybrid,0,$3.50,Maximum,"11,399"
197,212,Cyberella,7,$2.50,DC,"10,988"
198,226,Cerebus,214,$2.25,Aardvark-Vanaheim,"10,912"
199,199,Tarzan,7,$2.95,Dark Horse,"10,804"
200,206,Blade of the Immortal Fanatic,2,$2.95,Dark Horse,"10,431"
201,258,Pinky and the Brain,9,$1.75,DC,"9,913"
202,211,Johnny the Homicidal Maniac,7,$2.95,Slave Labor,"9,869"
203,253,Essential Vertigo: Swamp Thing,5,$1.95,DC,"9,508"
204,233,Vermillion,6,$2.50,DC,"9,142"
205,215,Asylum,11,$2.99,Maximum,"8,952"
206,216,Kabuki: Masks of the Noh,4,$2.95,Caliber,"8,939"
207,247,Scare Tactics,4,$2.25,DC,"8,901"
208,201,Razor Uncut,32,$3.50,London Night,"8,889"
209,160,Flaming Carrot Annual,1,$5.00,Dark Horse,"8,857"
210,220,Lords of Misrule,1,$2.95,Dark Horse,"8,680"
211,221,Usagi Yojimbo,9,$2.95,Dark Horse,"8,674"
212,219,Razor,4,$3.00,London Night,"8,598"
213,223,Battle Angel Alita Part Seven,4,$2.95,Viz,"8,592"
214,224,Dark Horse Presents,117,$2.95,Dark Horse,"8,585"
215,222,Razor Uncut,31,$3.00,London Night,"8,472"
216,270,Animaniacs,23,$1.75,DC,"8,206"
217,228,Heretic,3,$2.95,Dark Horse,"8,136"
218,229,Albino Spider of Dajette,1,$2.95,Verotik,"8,073"
219,231,Armature,3,$2.95,Olyoptics,"8,067"
220,300,Uncle Scrooge,303,$1.50,Gladstone,"8,054"
221,232,Chronowar,6,$2.95,Dark Horse,"8,010"
222,248,Gemini Blood,7,$2.50,DC,"7,820"
223,207,Legend of Mother Sarah: City of the Angels,4,$3.95,Dark Horse,"7,719"
224,309,Uncle Scrooge Adventures,45,$1.50,Gladstone,"7,555"
