Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,1,World War Hulk,1,$3.99,Marvel,"178,297"
2,4,New Avengers,31,$2.99,Marvel,"160,811"
3,2,X-Men,200,$3.99,Marvel,"136,587"
4,6,Fallen Son Death of Captain America Spider-Man,0,$2.99,Marvel,"133,873"
5,3,Dark Tower Gunslinger Born,5,$3.99,Marvel,"132,008"
6,7,Justice League of America,10,$2.99,DC,"129,185"
7,5,Justice,12,$3.99,DC,"112,402"
8,9,Amazing Spider-Man,541,$2.99,Marvel,"108,217"
9,10,Incredible Hulk,107,$2.99,Marvel,"106,865"
10,11,Buffy The Vampire Slayer,4,$2.99,Dark Horse,"102,366"
11,12,Captain America,27,$2.99,Marvel,"99,046"
12,14,Avengers Initiative,3,$2.99,Marvel,"92,282"
13,8,X-Men Endangered Species One-Shot,0,$3.99,Marvel,"87,919"
14,15,World War Hulk X-Men,1,$2.99,Marvel,"85,020"
15,16,World War Hulk Front Line,1,$2.99,Marvel,"84,334"
16,17,Uncanny X-Men,487,$2.99,Marvel,"81,430"
17,18,Countdown,47,$2.99,DC,"77,456"
18,19,Flash The Fastest Man Alive,13,$2.99,DC,"76,813"
19,20,Countdown,46,$2.99,DC,"76,315"
20,21,Iron Man,19,$2.99,Marvel,"75,050"
21,22,Countdown,45,$2.99,DC,"74,871"
22,23,Countdown,44,$2.99,DC,"73,925"
23,24,Ultimate Spider-Man,110,$2.99,Marvel,"73,601"
24,25,Superman Batman,37,$2.99,DC,"72,590"
25,26,Fantastic Four,547,$2.99,Marvel,"69,567"
26,27,Marvel Zombies Army of Darkness,4,$2.99,Marvel,"68,237"
27,28,Superman Batman,36,$2.99,DC,"65,825"
28,29,Wolverine Origins,15,$2.99,Marvel,"65,517"
29,30,Thunderbolts,115,$2.99,Marvel,"64,836"
30,31,Ghost Rider,12,$2.99,Marvel,"63,836"
31,33,Black Panther,28,$2.99,Marvel,"61,770"
32,34,Punisher War Journal,8,$2.99,Marvel,"61,338"
33,35,Teen Titans,48,$2.99,DC,"60,748"
34,36,Ultimate X-Men,83,$2.99,Marvel,"59,640"
35,37,Moon Knight,11,$2.99,Marvel,"58,277"
36,38,Sub-Mariner,1,$2.99,Marvel,"57,866"
37,39,Sensational Spider-Man,38,$2.99,Marvel,"57,055"
38,13,Green Lantern Sinestro Corps Sp,1,$4.99,DC,"56,785"
39,40,New Warriors,1,$2.99,Marvel,"56,774"
40,41,Iron Man,18,$2.99,Marvel,"56,439"
41,42,Omega Flight,3,$2.99,Marvel,"55,660"
42,43,Brave & Bold,4,$2.99,DC,"55,563"
43,45,Wonder Woman,10,$2.99,DC,"54,438"
44,46,Detective Comics,833,$2.99,DC,"54,070"
45,47,Superman,663,$2.99,DC,"53,351"
46,48,Ultimate Fantastic Four,43,$2.99,Marvel,"51,421"
47,49,Supergirl,18,$2.99,DC,"50,248"
48,50,Friendly Neighborhood Spider-Man,21,$2.99,Marvel,"47,885"
49,51,Daredevil,98,$2.99,Marvel,"46,787"
